bowler,phase,legal_balls,overs,total_overs,phase_usage_probability
S Nadeem,death,104,17.333333333333332,220.50000000000003,0.0786092214663643
S Nadeem,middle,929,154.83333333333334,220.50000000000003,0.7021919879062736
S Nadeem,powerplay,290,48.333333333333336,220.50000000000003,0.21919879062736203
S Randiv,death,26,4.333333333333333,40.166666666666664,0.1078838174273859
S Randiv,middle,202,33.666666666666664,40.166666666666664,0.8381742738589212
S Randiv,powerplay,13,2.1666666666666665,40.166666666666664,0.05394190871369295
S Sandeep Warrier,middle,33,5.5,28.166666666666668,0.1952662721893491
S Sandeep Warrier,powerplay,136,22.666666666666668,28.166666666666668,0.8047337278106509
S Sreesanth,death,151,25.166666666666668,156.0,0.16132478632478633
S Sreesanth,middle,182,30.333333333333332,156.0,0.19444444444444445
S Sreesanth,powerplay,603,100.5,156.0,0.6442307692307693
S Tyagi,death,6,1.0,29.166666666666668,0.03428571428571429
S Tyagi,middle,25,4.166666666666667,29.166666666666668,0.14285714285714285
S Tyagi,powerplay,144,24.0,29.166666666666668,0.8228571428571428
SA Abbott,death,102,17.0,66.0,0.25757575757575757
SA Abbott,middle,135,22.5,66.0,0.3409090909090909
SA Abbott,powerplay,159,26.5,66.0,0.4015151515151515
SA Yadav,death,3,0.5,1.5,0.3333333333333333
SA Yadav,powerplay,6,1.0,1.5,0.6666666666666666
SB Jakati,death,106,17.666666666666668,160.33333333333334,0.1101871101871102
SB Jakati,middle,770,128.33333333333334,160.33333333333334,0.8004158004158004
SB Jakati,powerplay,86,14.333333333333334,160.33333333333334,0.0893970893970894
SB Styris,death,82,13.666666666666666,64.16666666666666,0.212987012987013
SB Styris,middle,265,44.166666666666664,64.16666666666666,0.6883116883116884
SB Styris,powerplay,38,6.333333333333333,64.16666666666666,0.0987012987012987
SC Ganguly,death,10,1.6666666666666667,43.5,0.03831417624521073
SC Ganguly,middle,233,38.833333333333336,43.5,0.8927203065134101
SC Ganguly,powerplay,18,3.0,43.5,0.06896551724137931
SC Kuggeleijn,death,65,10.833333333333334,43.0,0.25193798449612403
SC Kuggeleijn,middle,73,12.166666666666666,43.0,0.28294573643410853
SC Kuggeleijn,powerplay,120,20.0,43.0,0.46511627906976744
SE Bond,death,110,18.333333333333332,75.33333333333333,0.24336283185840707
SE Bond,middle,74,12.333333333333334,75.33333333333333,0.16371681415929204
SE Bond,powerplay,268,44.666666666666664,75.33333333333333,0.5929203539823009
SE Rutherford,death,9,1.5,9.333333333333332,0.16071428571428573
SE Rutherford,middle,47,7.833333333333333,9.333333333333332,0.8392857142857144
SH Johnson,death,76,12.666666666666666,50.166666666666664,0.25249169435215946
SH Johnson,middle,81,13.5,50.166666666666664,0.2691029900332226
SH Johnson,powerplay,144,24.0,50.166666666666664,0.47840531561461797
SK Raina,death,172,28.666666666666668,183.66666666666666,0.1560798548094374
SK Raina,middle,865,144.16666666666666,183.66666666666666,0.7849364791288567
SK Raina,powerplay,65,10.833333333333334,183.66666666666666,0.058983666061706
SK Trivedi,death,274,45.666666666666664,216.83333333333334,0.21060722521137584
SK Trivedi,middle,932,155.33333333333334,216.83333333333334,0.7163720215219063
SK Trivedi,powerplay,95,15.833333333333334,216.83333333333334,0.0730207532667179
SK Warne,death,193,32.166666666666664,174.66666666666666,0.18416030534351144
SK Warne,middle,832,138.66666666666666,174.66666666666666,0.7938931297709924
SK Warne,powerplay,23,3.8333333333333335,174.66666666666666,0.021946564885496185
SL Malinga,death,1534,255.66666666666666,644.5,0.3966899405223687
SL Malinga,middle,825,137.5,644.5,0.21334367726920092
SL Malinga,powerplay,1508,251.33333333333334,644.5,0.38996638220843033
SM Boland,death,28,4.666666666666667,15.333333333333334,0.30434782608695654
SM Boland,middle,24,4.0,15.333333333333334,0.2608695652173913
SM Boland,powerplay,40,6.666666666666667,15.333333333333334,0.43478260869565216
SM Curran,death,587,97.83333333333333,326.0,0.3001022494887525
SM Curran,middle,543,90.5,326.0,0.2776073619631902
SM Curran,powerplay,826,137.66666666666666,326.0,0.4222903885480572
SM Harwood,death,27,4.5,17.166666666666668,0.2621359223300971
SM Harwood,middle,30,5.0,17.166666666666668,0.2912621359223301
SM Harwood,powerplay,46,7.666666666666667,17.166666666666668,0.4466019417475728
SM Pollock,death,9,1.5,57.16666666666667,0.026239067055393583
SM Pollock,middle,89,14.833333333333334,57.16666666666667,0.2594752186588921
SM Pollock,powerplay,245,40.833333333333336,57.16666666666667,0.7142857142857143
SMSM Senanayake,death,62,10.333333333333334,89.0,0.11610486891385768
SMSM Senanayake,middle,212,35.333333333333336,89.0,0.3970037453183521
SMSM Senanayake,powerplay,260,43.333333333333336,89.0,0.4868913857677903
SN Khan,death,2,0.3333333333333333,0.3333333333333333,1.0
SN Thakur,death,836,139.33333333333334,411.16666666666663,0.3388731252533442
SN Thakur,middle,796,132.66666666666666,411.16666666666663,0.3226591001216052
SN Thakur,powerplay,835,139.16666666666666,411.16666666666663,0.3384677746250507
SP Narine,death,1187,197.83333333333334,847.0,0.23356946084218813
SP Narine,middle,2761,460.1666666666667,847.0,0.5432900432900433
SP Narine,powerplay,1134,189.0,847.0,0.2231404958677686
SPD Smith,death,20,3.3333333333333335,31.0,0.10752688172043011
SPD Smith,middle,166,27.666666666666668,31.0,0.8924731182795699
SR Tendulkar,death,9,1.5,7.5,0.2
SR Tendulkar,middle,36,6.0,7.5,0.8
SR Watson,death,685,114.16666666666667,414.5,0.27543224768797747
SR Watson,middle,911,151.83333333333334,414.5,0.36630478488138324
SR Watson,powerplay,891,148.5,414.5,0.35826296743063935
SS Cottrell,death,217,36.166666666666664,132.66666666666669,0.2726130653266331
SS Cottrell,middle,125,20.833333333333332,132.66666666666669,0.15703517587939694
SS Cottrell,powerplay,454,75.66666666666667,132.66666666666669,0.5703517587939698
SS Iyer,death,8,1.3333333333333333,1.3333333333333333,1.0
SSB Magala,death,21,3.5,10.0,0.35
SSB Magala,middle,23,3.8333333333333335,10.0,0.38333333333333336
SSB Magala,powerplay,16,2.6666666666666665,10.0,0.26666666666666666
ST Jayasuriya,death,73,12.166666666666666,83.16666666666667,0.14629258517034066
ST Jayasuriya,middle,406,67.66666666666667,83.16666666666667,0.8136272545090181
ST Jayasuriya,powerplay,20,3.3333333333333335,83.16666666666667,0.04008016032064128
STR Binny,death,45,7.5,92.5,0.08108108108108109
STR Binny,middle,357,59.5,92.5,0.6432432432432432
STR Binny,powerplay,153,25.5,92.5,0.2756756756756757
SW Tait,death,195,32.5,122.5,0.2653061224489796
SW Tait,middle,166,27.666666666666668,122.5,0.22585034013605443
SW Tait,powerplay,374,62.333333333333336,122.5,0.508843537414966
Sandeep Sharma,death,723,120.5,493.66666666666663,0.24409182984469954
Sandeep Sharma,middle,611,101.83333333333333,493.66666666666663,0.20627954085077652
Sandeep Sharma,powerplay,1628,271.3333333333333,493.66666666666663,0.5496286293045239
Shahbaz Ahmed,death,43,7.166666666666667,97.33333333333333,0.07363013698630137
Shahbaz Ahmed,middle,395,65.83333333333333,97.33333333333333,0.6763698630136986
Shahbaz Ahmed,powerplay,146,24.333333333333332,97.33333333333333,0.25
Shahid Afridi,death,123,20.5,265.6666666666667,0.07716436637390213
Shahid Afridi,middle,1403,233.83333333333334,265.6666666666667,0.8801756587202008
Shahid Afridi,powerplay,68,11.333333333333334,265.6666666666667,0.04265997490589711
Shakib Al Hasan,death,411,68.5,436.1666666666667,0.15705005731753915
Shakib Al Hasan,middle,1464,244.0,436.1666666666667,0.5594191822697745
Shakib Al Hasan,powerplay,742,123.66666666666667,436.1666666666667,0.28353076041268627
Shashank Singh,death,18,3.0,14.5,0.20689655172413793
Shashank Singh,middle,69,11.5,14.5,0.7931034482758621
Shivam Mavi,death,201,33.5,116.5,0.2875536480686695
Shivam Mavi,middle,183,30.5,116.5,0.26180257510729615
Shivam Mavi,powerplay,315,52.5,116.5,0.45064377682403434
Shoaib Akhtar,death,28,4.666666666666667,36.166666666666664,0.12903225806451615
Shoaib Akhtar,middle,19,3.1666666666666665,36.166666666666664,0.08755760368663594
Shoaib Akhtar,powerplay,170,28.333333333333332,36.166666666666664,0.783410138248848
Shoaib Malik,death,36,6.0,53.0,0.11320754716981132
Shoaib Malik,middle,270,45.0,53.0,0.8490566037735849
Shoaib Malik,powerplay,12,2.0,53.0,0.03773584905660377
Sikandar Raza,death,50,8.333333333333334,97.33333333333333,0.08561643835616439
Sikandar Raza,middle,479,79.83333333333333,97.33333333333333,0.8202054794520548
Sikandar Raza,powerplay,55,9.166666666666666,97.33333333333333,0.09417808219178082
Sohail Tanvir,death,312,52.0,164.5,0.3161094224924012
Sohail Tanvir,middle,76,12.666666666666666,164.5,0.07700101317122593
Sohail Tanvir,powerplay,599,99.83333333333333,164.5,0.6068895643363729
T Henderson,death,13,2.1666666666666665,6.333333333333334,0.3421052631578947
T Henderson,middle,25,4.166666666666667,6.333333333333334,0.6578947368421052
T Natarajan,death,609,101.5,254.16666666666669,0.39934426229508196
T Natarajan,middle,531,88.5,254.16666666666669,0.3481967213114754
T Natarajan,powerplay,385,64.16666666666667,254.16666666666669,0.25245901639344265
T Shamsi,death,117,19.5,177.5,0.10985915492957747
T Shamsi,middle,929,154.83333333333334,177.5,0.8723004694835681
T Shamsi,powerplay,19,3.1666666666666665,177.5,0.01784037558685446
T Stubbs,death,12,2.0,7.5,0.26666666666666666
T Stubbs,middle,33,5.5,7.5,0.7333333333333333
T Taibu,death,6,1.0,4.0,0.25
T Taibu,middle,18,3.0,4.0,0.75
T Thushara,death,52,8.666666666666666,34.833333333333336,0.24880382775119614
T Thushara,middle,57,9.5,34.833333333333336,0.2727272727272727
T Thushara,powerplay,100,16.666666666666668,34.833333333333336,0.4784688995215311
TA Boult,death,888,148.0,567.0,0.26102292768959434
TA Boult,middle,497,82.83333333333333,567.0,0.14609053497942387
TA Boult,powerplay,2017,336.1666666666667,567.0,0.5928865373309818
TG Southee,death,887,147.83333333333334,475.5,0.310900806168945
TG Southee,middle,483,80.5,475.5,0.16929547844374343
TG Southee,powerplay,1483,247.16666666666666,475.5,0.5198037153873116
TH David,middle,2,0.3333333333333333,0.3333333333333333,1.0
TK Curran,death,256,42.666666666666664,104.16666666666666,0.4096
TK Curran,middle,174,29.0,104.16666666666666,0.27840000000000004
TK Curran,powerplay,195,32.5,104.16666666666666,0.31200000000000006
TM Dilshan,death,43,7.166666666666667,66.16666666666666,0.10831234256926954
TM Dilshan,middle,304,50.666666666666664,66.16666666666666,0.765743073047859
TM Dilshan,powerplay,50,8.333333333333334,66.16666666666666,0.12594458438287157
TM Head,death,24,4.0,13.166666666666666,0.3037974683544304
TM Head,middle,55,9.166666666666666,13.166666666666666,0.6962025316455696
TS Mills,death,162,27.0,74.33333333333333,0.36322869955156956
TS Mills,middle,150,25.0,74.33333333333333,0.336322869955157
TS Mills,powerplay,134,22.333333333333332,74.33333333333333,0.3004484304932735
TU Deshpande,death,315,52.5,168.5,0.3115727002967359
TU Deshpande,middle,211,35.166666666666664,168.5,0.20870425321463895
TU Deshpande,powerplay,485,80.83333333333333,168.5,0.47972304648862507
Tilak Varma,death,7,1.1666666666666667,5.833333333333334,0.19999999999999998
Tilak Varma,middle,22,3.6666666666666665,5.833333333333334,0.6285714285714284
Tilak Varma,powerplay,6,1.0,5.833333333333334,0.1714285714285714
UT Yadav,death,709,118.16666666666667,509.0,0.23215455140798952
UT Yadav,middle,860,143.33333333333334,509.0,0.2815979043876883
UT Yadav,powerplay,1485,247.5,509.0,0.4862475442043222
Umar Gul,death,464,77.33333333333333,161.66666666666666,0.47835051546391755
Umar Gul,middle,287,47.833333333333336,161.66666666666666,0.2958762886597939
Umar Gul,powerplay,219,36.5,161.66666666666666,0.22577319587628866
Umran Malik,death,90,15.0,93.0,0.16129032258064516
Umran Malik,middle,424,70.66666666666667,93.0,0.7598566308243728
Umran Malik,powerplay,44,7.333333333333333,93.0,0.07885304659498207
V Kohli,death,41,6.833333333333333,56.5,0.12094395280235988
V Kohli,middle,298,49.666666666666664,56.5,0.8790560471976401
V Sehwag,death,18,3.0,21.333333333333332,0.140625
V Sehwag,middle,99,16.5,21.333333333333332,0.7734375
V Sehwag,powerplay,11,1.8333333333333333,21.333333333333332,0.0859375
V Shankar,death,47,7.833333333333333,48.333333333333336,0.16206896551724137
V Shankar,middle,223,37.166666666666664,48.333333333333336,0.7689655172413792
V Shankar,powerplay,20,3.3333333333333335,48.333333333333336,0.06896551724137931
V Viyaskanth,middle,56,9.333333333333334,9.333333333333334,1.0
VR Aaron,death,195,32.5,152.0,0.2138157894736842
VR Aaron,middle,361,60.166666666666664,152.0,0.3958333333333333
VR Aaron,powerplay,356,59.333333333333336,152.0,0.39035087719298245
VR Iyer,death,44,7.333333333333333,19.666666666666664,0.3728813559322034
VR Iyer,middle,73,12.166666666666666,19.666666666666664,0.6186440677966102
VR Iyer,powerplay,1,0.16666666666666666,19.666666666666664,0.00847457627118644
W O'Rourke,death,15,2.5,13.333333333333334,0.1875
W O'Rourke,middle,45,7.5,13.333333333333334,0.5625
W O'Rourke,powerplay,20,3.3333333333333335,13.333333333333334,0.25
WD Parnell,death,421,70.16666666666667,230.16666666666669,0.30485155684286747
WD Parnell,middle,306,51.0,230.16666666666669,0.22157856625633596
WD Parnell,powerplay,654,109.0,230.16666666666669,0.4735698769007965
WG Jacks,death,22,3.6666666666666665,47.16666666666667,0.07773851590106005
WG Jacks,middle,168,28.0,47.16666666666667,0.5936395759717313
WG Jacks,powerplay,93,15.5,47.16666666666667,0.32862190812720843
WPUJC Vaas,death,43,7.166666666666667,53.66666666666667,0.13354037267080746
WPUJC Vaas,middle,48,8.0,53.66666666666667,0.14906832298136644
WPUJC Vaas,powerplay,231,38.5,53.66666666666667,0.717391304347826
Washington Sundar,death,127,21.166666666666668,278.5,0.07600239377618193
Washington Sundar,middle,939,156.5,278.5,0.5619389587073609
Washington Sundar,powerplay,605,100.83333333333333,278.5,0.3620586475164572
XC Bartlett,death,92,15.333333333333334,67.66666666666667,0.22660098522167488
XC Bartlett,middle,105,17.5,67.66666666666667,0.2586206896551724
XC Bartlett,powerplay,209,34.833333333333336,67.66666666666667,0.5147783251231527
Y Venugopal Rao,death,24,4.0,33.333333333333336,0.12
Y Venugopal Rao,middle,135,22.5,33.333333333333336,0.6749999999999999
Y Venugopal Rao,powerplay,41,6.833333333333333,33.333333333333336,0.205
YA Abdulla,death,54,9.0,36.166666666666664,0.2488479262672811
YA Abdulla,middle,67,11.166666666666666,36.166666666666664,0.3087557603686636
YA Abdulla,powerplay,96,16.0,36.166666666666664,0.4423963133640553
YBK Jaiswal,death,4,0.6666666666666666,0.6666666666666666,1.0
YK Pathan,death,96,16.0,213.66666666666666,0.0748829953198128
YK Pathan,middle,828,138.0,213.66666666666666,0.6458658346333853
YK Pathan,powerplay,358,59.666666666666664,213.66666666666666,0.2792511700468019
YS Chahal,death,737,122.83333333333333,837.6666666666667,0.14663748507759647
YS Chahal,middle,3705,617.5,837.6666666666667,0.7371667329884599
YS Chahal,powerplay,584,97.33333333333333,837.6666666666667,0.11619578193394348
Yuvraj Singh,death,128,21.333333333333332,186.83333333333334,0.11418376449598572
Yuvraj Singh,middle,993,165.5,186.83333333333334,0.8858162355040142
Z Khan,death,574,95.66666666666667,368.83333333333337,0.2593764121102576
Z Khan,middle,320,53.333333333333336,368.83333333333337,0.14460009037505647
Z Khan,powerplay,1319,219.83333333333334,368.83333333333337,0.5960234975146859
