venue,phase,four_modifier,six_modifier,wicket_modifier
"Greenfield International Stadium, Thiruvananthapuram",powerplay,1.0892561193239103,1.2113837501188023,1.2419759989770176
Gymkhana Club Ground,death,0.8403361344537809,0.8403361344537819,1.1548278042643805
Gymkhana Club Ground,middle,0.8316566309693643,1.2099713945032826,0.9230266310213121
Gymkhana Club Ground,powerplay,1.0673375670144745,0.9433962264150941,0.9433962264150935
Hagley Oval,death,1.2676349256112662,0.9483879111838527,0.7428351822024933
Hagley Oval,middle,1.049144514913423,0.7372912196959116,1.0717700802338297
Hagley Oval,powerplay,0.7210753734726038,1.099750471781565,1.4318755096286475
"Hagley Oval, Christchurch",death,1.0611423585433677,0.8508011651456171,1.0169609156479837
"Hagley Oval, Christchurch",middle,1.1602739190018634,0.9812158345414228,0.7735252758502688
"Hagley Oval, Christchurch",powerplay,1.1350369393938833,1.0927808068036304,1.0024341990923007
Harare Sports Club,death,0.7418476782535631,0.6892556129306655,1.0566824961986088
Harare Sports Club,middle,0.9955940670806267,0.7033737008420552,0.8761255872422689
Harare Sports Club,powerplay,0.9481705517935755,0.5097908729006133,1.1405799117304825
"Headingley, Leeds",middle,0.9523809523809524,0.9523809523809532,1.177957795779579
Himachal Pradesh Cricket Association Stadium,death,1.1014671308487876,1.1420181210877745,1.109820040959201
Himachal Pradesh Cricket Association Stadium,middle,1.1935293286453013,0.9245955794903112,0.8903443172492266
Himachal Pradesh Cricket Association Stadium,powerplay,1.1206288287619273,0.5,0.843722568740287
"Himachal Pradesh Cricket Association Stadium, Dharamsala",death,1.3334417508479328,1.6606793748063982,0.8550480130797623
"Himachal Pradesh Cricket Association Stadium, Dharamsala",middle,1.2520581344755746,1.0607377610611533,1.035002709757141
"Himachal Pradesh Cricket Association Stadium, Dharamsala",powerplay,1.1552105648044377,1.315592571646522,1.024823458030173
Holkar Cricket Stadium,death,1.0645610649349955,1.301452539228161,0.8443891536145669
Holkar Cricket Stadium,middle,0.9348167900026019,1.6303975458222872,0.9761070369332018
Holkar Cricket Stadium,powerplay,0.9606081689865329,1.4270725093491428,1.004910756920045
"Holkar Cricket Stadium, Indore",death,0.9494134845384798,1.0830355775864986,0.8482994364658102
"Holkar Cricket Stadium, Indore",middle,1.1733294865501598,1.741776995636346,1.1420443931185567
"Holkar Cricket Stadium, Indore",powerplay,1.0314838417331649,1.6331623772564556,1.0570750773435407
JSCA International Stadium Complex,death,0.8506195633186087,1.0290632600277987,1.2583895996487748
JSCA International Stadium Complex,middle,0.7856797885570579,0.9005722247101561,0.9316862720754823
JSCA International Stadium Complex,powerplay,0.8804402795653982,0.857272038904073,0.9227545008221589
"JSCA International Stadium Complex, Ranchi",death,0.7502682170499205,1.0398909529439957,1.1571863346049984
"JSCA International Stadium Complex, Ranchi",middle,1.0372476550588345,1.0713484046817392,0.7138164796871839
"JSCA International Stadium Complex, Ranchi",powerplay,0.9600739462047422,1.1316934315428546,0.9442015070288473
Jade Stadium,death,1.1125942908655144,1.0620310747940453,0.9433962264150941
Jade Stadium,middle,0.9263859699978257,1.1181804611271708,1.0163526697497332
"John Davies Oval, Queenstown",death,1.095725723092654,0.8064516129032253,1.0076586489648456
"John Davies Oval, Queenstown",middle,0.919356390347804,1.3115341153618671,0.7233074184611445
"John Davies Oval, Queenstown",powerplay,0.9576533852424115,1.194829981718463,0.7999999999999994
Kennington Oval,death,1.218152429306356,0.7418835045583755,1.0144603593485477
Kennington Oval,middle,1.151996448286034,0.5446879923463951,0.963631211606009
