player,ipl_matches,t20i_matches,played_both_t20i_and_ipl,ipl_only_50_plus,eligible
KDC Clarke,0.0,1.0,False,False,False
KDK Vithanage,0.0,3.0,False,False,False
KH Devdhar,1.0,0.0,False,False,False
KH Pandya,158.0,19.0,True,False,True
KIC Asalanka,0.0,65.0,False,False,False
KJ Abbott,5.0,20.0,True,False,True
KJ O'Brien,0.0,30.0,False,False,False
KK Ahmed,76.0,18.0,True,False,True
KK Cooper,25.0,0.0,False,False,False
KK Nair,86.0,0.0,False,True,True
KL Nagarkoti,12.0,0.0,False,False,False
KL Rahul,160.0,65.0,True,False,True
KM Asif,7.0,0.0,False,False,False
KM Dabengwa,0.0,4.0,False,False,False
KM Jadhav,95.0,9.0,True,False,True
KM Jarvis,0.0,16.0,False,False,False
KMA Paul,8.0,20.0,True,False,True
KMC Bandara,0.0,1.0,False,False,False
KMDN Kulasekara,5.0,54.0,True,False,True
KNA Bandara,0.0,5.0,False,False,False
KO Meth,0.0,2.0,False,False,False
KOA Powell,0.0,1.0,False,False,False
KOK Williams,0.0,19.0,False,False,False
KP Appanna,13.0,0.0,False,False,False
KP Pietersen,36.0,37.0,True,False,True
KR Mayers,13.0,37.0,True,False,True
KR Sen,12.0,0.0,False,False,False
KS Bharat,10.0,0.0,False,False,False
KS Lokuarachchi,0.0,2.0,False,False,False
KS Rathore,1.0,0.0,False,False,False
KS Sharma,3.0,0.0,False,False,False
KS Williamson,79.0,86.0,True,False,True
KT Maphaka,4.0,17.0,True,False,True
KTGD Prasad,0.0,1.0,False,False,False
KU Carty,0.0,4.0,False,False,False
KV Sharma,90.0,1.0,True,False,True
KW Richardson,15.0,35.0,True,False,True
Kamran Akmal,6.0,52.0,True,False,True
Kamran Khan,9.0,0.0,False,False,False
Karanveer Singh,9.0,0.0,False,False,False
Karim Janat,1.0,0.0,False,False,False
Kartik Sharma,11.0,0.0,False,False,False
Kartik Tyagi,34.0,0.0,False,False,False
Khaled Ahmed,0.0,1.0,False,False,False
Khalid Latif,0.0,12.0,False,False,False
Khawaja Nafay,0.0,3.0,False,False,False
Khurram Manzoor,0.0,2.0,False,False,False
Khushdil Shah,0.0,33.0,False,False,False
Krish Bhagat,3.0,0.0,False,False,False
Kuldeep Yadav,111.0,49.0,True,False,True
Kumar Kushagra,5.0,0.0,False,False,False
L Ablish,3.0,0.0,False,False,False
L Balaji,73.0,4.0,True,False,True
L Croospulle,0.0,1.0,False,False,False
L Gregory,0.0,9.0,False,False,False
L McCarthy,0.0,1.0,False,False,False
L Ngidi,28.0,61.0,True,False,True
L Ronchi,5.0,31.0,True,False,True
L Sipamla,0.0,14.0,False,False,False
L Tucker,0.0,42.0,False,False,False
L Vincent,0.0,8.0,False,False,False
L Wood,2.0,15.0,True,False,True
LA Carseldine,5.0,0.0,False,False,False
LA Dawson,0.0,29.0,False,False,False
LA Pomersbach,17.0,1.0,True,False,True
LB Williams,2.0,19.0,True,False,True
LD Chandimal,0.0,65.0,False,False,False
LD Madushanka,0.0,3.0,False,False,False
LE Bosman,0.0,12.0,False,False,False
LE Plunkett,7.0,21.0,True,False,True
LG Pretorius,2.0,12.0,True,False,True
LH Ferguson,52.0,46.0,True,False,True
LI Meriwala,1.0,0.0,False,False,False
LJ Woodcock,0.0,3.0,False,False,False
LJ Wright,7.0,49.0,True,False,True
LL Tsotsobe,0.0,22.0,False,False,False
LM Jongwe,0.0,38.0,False,False,False
LMP Simmons,29.0,64.0,True,False,True
LPC Silva,3.0,15.0,True,False,True
LR Shukla,47.0,0.0,False,False,False
LRPL Taylor,55.0,99.0,True,False,True
LS Baker,0.0,3.0,False,False,False
LS Livingstone,51.0,55.0,True,False,True
Lalit Yadav,27.0,0.0,False,False,False
Liton Das,1.0,94.0,True,False,True
M Ashwin,44.0,0.0,False,False,False
M Beardman,0.0,1.0,False,False,False
M Bhanuka,0.0,5.0,False,False,False
M Faraz Akram,0.0,6.0,False,False,False
M Jansen,49.0,24.0,True,False,True
M Kaif,29.0,0.0,False,False,False
M Kartik,56.0,1.0,True,False,True
M Klinger,4.0,3.0,True,False,True
M Labuschagne,0.0,1.0,False,False,False
M Manhas,55.0,0.0,False,True,True
M Markande,40.0,1.0,True,False,True
M Morkel,70.0,40.0,True,False,True
M Mosehle,0.0,7.0,False,False,False
M Muralitharan,66.0,12.0,True,False,True
M Ntini,9.0,10.0,True,False,True
M Pathirana,33.0,22.0,True,False,True
M Prasidh Krishna,78.0,5.0,True,False,True
M Pushpakumara,0.0,1.0,False,False,False
M Rawat,18.0,0.0,False,False,False
M Shahrukh Khan,64.0,0.0,False,True,True
M Shumba,0.0,16.0,False,False,False
M Siddharth,9.0,0.0,False,False,False
M Theekshana,38.0,73.0,True,False,True
M Tiwari,5.0,0.0,False,False,False
M Vijay,106.0,8.0,True,False,True
M Vohra,56.0,0.0,False,True,True
M Zondeki,0.0,1.0,False,False,False
M de Lange,5.0,6.0,True,False,True
MA Agarwal,130.0,0.0,False,True,True
MA Aponso,0.0,3.0,False,False,False
MA Carberry,0.0,1.0,False,False,False
MA Khote,4.0,0.0,False,False,False
MA Starc,58.0,63.0,True,False,True
MA Wood,5.0,35.0,True,False,True
MADI Hemantha,0.0,7.0,False,False,False
MB Parmar,1.0,0.0,False,False,False
MC Bascombe,0.0,1.0,False,False,False
MC Henriques,62.0,24.0,True,False,True
MC Juneja,7.0,0.0,False,False,False
MC Sorensen,0.0,6.0,False,False,False
MD Bates,0.0,3.0,False,False,False
MD Choudhary,10.0,0.0,False,False,False
MD Gunathilaka,0.0,42.0,False,False,False
MD Mishra,18.0,0.0,False,False,False
MD Shanaka,10.0,117.0,True,False,True
MDK Perera,0.0,3.0,False,False,False
MDKJ Perera,2.0,88.0,True,False,True
ME Trescothick,0.0,3.0,False,False,False
MEK Hussey,59.0,38.0,True,False,True
MF Maharoof,20.0,7.0,True,False,True
MG Bracewell,5.0,43.0,True,False,True
MG Johnson,54.0,30.0,True,False,True
MG Neser,1.0,0.0,False,False,False
MH Yardy,0.0,14.0,False,False,False
MJ Clarke,6.0,34.0,True,False,True
MJ Fisher,0.0,1.0,False,False,False
MJ Guptill,13.0,114.0,True,False,True
MJ Hay,0.0,12.0,False,False,False
MJ Henry,9.0,38.0,True,False,True
MJ Humphreys,0.0,12.0,False,False,False
MJ Lumb,12.0,26.0,True,False,True
MJ Mason,0.0,3.0,False,False,False
MJ McClenaghan,56.0,27.0,True,False,True
MJ North,0.0,1.0,False,False,False
MJ Owen,1.0,15.0,True,False,True
MJ Potts,0.0,1.0,False,False,False
MJ Prior,0.0,10.0,False,False,False
MJ Santner,35.0,122.0,True,False,True
MJ Suthar,5.0,0.0,False,False,False
MJ Swepson,0.0,8.0,False,False,False
MK Lomror,40.0,0.0,False,False,False
MK Pandey,180.0,39.0,True,False,True
MK Tiwary,98.0,3.0,True,False,True
ML Hayden,32.0,9.0,True,False,True
ML Lewis,0.0,2.0,False,False,False
ML Udawatte,0.0,7.0,False,False,False
MM Ali,73.0,85.0,True,False,True
MM Patel,63.0,3.0,True,False,True
MM Sharma,120.0,8.0,True,False,True
MN Samuels,15.0,62.0,True,False,True
MN Waller,0.0,23.0,False,False,False
MN van Wyk,5.0,7.0,True,False,True
MNK Fernando,0.0,2.0,False,False,False
MP Breetzke,1.0,13.0,True,False,True
MP Kuhnemann,0.0,8.0,False,False,False
MP Stoinis,123.0,78.0,True,False,True
MP Vaughan,0.0,2.0,False,False,False
MP Yadav,10.0,3.0,True,False,True
MR Adair,0.0,47.0,False,False,False
MR Gillespie,0.0,10.0,False,False,False
MR Marsh,68.0,76.0,True,False,True
MS Atapattu,0.0,2.0,False,False,False
MS Bhandage,1.0,0.0,False,False,False
MS Bisla,39.0,0.0,False,False,False
MS Chapman,0.0,85.0,False,False,False
MS Crane,0.0,2.0,False,False,False
MS Dhoni,277.0,94.0,True,False,True
MS Gony,44.0,0.0,False,False,False
MS Kasprowicz,0.0,2.0,False,False,False
MS Panesar,0.0,1.0,False,False,False
MS Sinclair,0.0,2.0,False,False,False
MS Wade,15.0,87.0,True,False,True
MT Renshaw,0.0,5.0,False,False,False
MV Boucher,31.0,23.0,True,False,True
MVT Fernando,0.0,1.0,False,False,False
MW Forde,0.0,22.0,False,False,False
MW Parkinson,0.0,6.0,False,False,False
MW Short,9.0,24.0,True,False,True
Mahedi Hasan,0.0,60.0,False,False,False
Mahmudul Hasan Joy,0.0,2.0,False,False,False
Mahmudullah,0.0,112.0,False,False,False
Mandeep Singh,111.0,3.0,True,False,True
Mansoor Amjad,0.0,1.0,False,False,False
Mashrafe Mortaza,1.0,43.0,True,False,True
Mayank Dagar,8.0,0.0,False,False,False
Mayank Rawat,1.0,0.0,False,False,False
Mehedi Hasan Miraz,0.0,29.0,False,False,False
Mehrab Hossain jnr,0.0,2.0,False,False,False
Mirza Baig,0.0,1.0,False,False,False
Misbah-ul-Haq,8.0,34.0,True,False,True
Mohammad Ali,0.0,3.0,False,False,False
Mohammad Amir,0.0,57.0,False,False,False
Mohammad Ashraful,1.0,19.0,True,False,True
Mohammad Asif,8.0,10.0,True,False,True
Mohammad Hafeez,8.0,111.0,True,False,True
Mohammad Haris,0.0,25.0,False,False,False
Mohammad Hasnain,0.0,27.0,False,False,False
Mohammad Irfan,0.0,21.0,False,False,False
Mohammad Mithun,0.0,15.0,False,False,False
Mohammad Nabi,24.0,0.0,False,False,False
Mohammad Naim,0.0,33.0,False,False,False
Mohammad Nawaz,0.0,58.0,False,False,False
Mohammad Nawaz (3),0.0,19.0,False,False,False
Mohammad Rizwan,0.0,98.0,False,False,False
Mohammad Saifuddin,0.0,37.0,False,False,False
Mohammad Salman,0.0,1.0,False,False,False
Mohammad Sami,0.0,12.0,False,False,False
Mohammad Shahid,0.0,1.0,False,False,False
Mohammad Wasim,0.0,32.0,False,False,False
Mohammad Yousuf,0.0,3.0,False,False,False
Mohammed Shami,132.0,21.0,True,False,True
Mohammed Siraj,125.0,15.0,True,False,True
Mohit Rathee,1.0,0.0,False,False,False
Mohsin Khan,31.0,0.0,False,False,False
Mominul Haque,0.0,6.0,False,False,False
Monu Kumar,1.0,0.0,False,False,False
Mosaddek Hossain,0.0,25.0,False,False,False
Mrittunjoy Chowdhury,0.0,1.0,False,False,False
Mubasir Khan,0.0,1.0,False,False,False
Muhammad Musa,0.0,2.0,False,False,False
Mujeeb Ur Rahman,20.0,0.0,False,False,False
Mukesh Choudhary,24.0,0.0,False,False,False
Mukesh Kumar,42.0,14.0,True,False,True
Mukhtar Ahmed,0.0,6.0,False,False,False
Muktar Ali,0.0,1.0,False,False,False
Munim Shahriar,0.0,3.0,False,False,False
Musheer Khan,1.0,0.0,False,False,False
Mushfiqur Rahim,0.0,79.0,False,False,False
Mustafizur Rahman,60.0,100.0,True,False,True
N Boje,0.0,1.0,False,False,False
N Burger,18.0,7.0,True,False,True
N Deonarine,0.0,8.0,False,False,False
N Dickwella,0.0,28.0,False,False,False
N Jagadeesan,13.0,0.0,False,False,False
N M'shangwe,0.0,3.0,False,False,False
N Madziva,0.0,10.0,False,False,False
N Mokoena,0.0,3.0,False,False,False
N Peter,0.0,12.0,False,False,False
N Pooran,104.0,101.0,True,False,True
N Pradeep,0.0,16.0,False,False,False
N Rana,127.0,2.0,True,False,True
N Saini,10.0,0.0,False,False,False
N Sindhu,8.0,0.0,False,False,False
N Thushara,8.0,25.0,True,False,True
N Wadhera,45.0,0.0,False,False,False
NA Rock,0.0,12.0,False,False,False
NA Saini,1.0,0.0,False,False,False
NB Singh,2.0,0.0,False,False,False
ND Doshi,4.0,0.0,False,False,False
ND McKenzie,0.0,2.0,False,False,False
NE Bonner,0.0,2.0,False,False,False
NF Kelly,0.0,7.0,False,False,False
NG Jones,0.0,2.0,False,False,False
NG Smith,0.0,2.0,False,False,False
NJ Astle,0.0,4.0,False,False,False
NJ Maddinson,3.0,6.0,True,False,True
NJ O'Brien,0.0,10.0,False,False,False
NJ Reardon,0.0,2.0,False,False,False
NJ Rimmington,1.0,0.0,False,False,False
NK Patel,9.0,0.0,False,False,False
NL McCullum,2.0,61.0,True,False,True
NLTC Perera,37.0,78.0,True,False,True
NM Coulter-Nile,39.0,27.0,True,False,True
NM Hauritz,0.0,3.0,False,False,False
NM Lyon,0.0,2.0,False,False,False
NO Miller,0.0,9.0,False,False,False
NS Naik,4.0,0.0,False,False,False
NT Broom,0.0,11.0,False,False,False
NT Ellis,17.0,32.0,True,False,True
NV Ojha,113.0,2.0,True,False,True
NW Bracken,0.0,19.0,False,False,False
Nadif Chowdhury,0.0,2.0,False,False,False
Naeem Islam,0.0,10.0,False,False,False
Naman Dhir,37.0,0.0,False,False,False
Naseem Shah,0.0,30.0,False,False,False
Nasir Hossain,0.0,22.0,False,False,False
Nasir Jamshed,0.0,18.0,False,False,False
Nasum Ahmed,0.0,37.0,False,False,False
Nauman Anwar,0.0,1.0,False,False,False
Navdeep Saini,33.0,10.0,True,False,True
Naved-ul-Hasan,0.0,3.0,False,False,False
Naveen-ul-Haq,18.0,0.0,False,False,False
Nazimuddin,0.0,6.0,False,False,False
Nazmul Hossain,0.0,2.0,False,False,False
Nazmul Hossain Shanto,0.0,39.0,False,False,False
Nazmul Islam,0.0,10.0,False,False,False
Nithish Kumar Reddy,42.0,4.0,True,False,True
Noor Ahmad,51.0,0.0,False,True,True
Nurul Hasan,0.0,43.0,False,False,False
O Thomas,4.0,21.0,True,False,True
OA Shah,23.0,16.0,True,False,True
OC McCoy,8.0,39.0,True,False,True
OEG Baartman,0.0,19.0,False,False,False
OF Smith,6.0,26.0,True,False,True
OP Stone,0.0,1.0,False,False,False
Omair Yousuf,0.0,5.0,False,False,False
P Amarnath,6.0,0.0,False,False,False
P Awana,33.0,2.0,True,False,True
P Chopra,2.0,0.0,False,False,False
P Dharmani,1.0,0.0,False,False,False
P Dogra,13.0,0.0,False,False,False
P Dubey,5.0,0.0,False,False,False
P Jayawickrama,0.0,5.0,False,False,False
P Kumar,119.0,9.0,True,False,True
P Mustard,0.0,2.0,False,False,False
P Negi,50.0,0.0,False,True,True
P Nissanka,10.0,79.0,True,False,True
P Parameswaran,8.0,0.0,False,False,False
P Prasanth,1.0,0.0,False,False,False
P Rathnayake,0.0,14.0,False,False,False
P Ray Barman,1.0,0.0,False,False,False
P Sahu,5.0,0.0,False,False,False
P Simran Singh,66.0,0.0,False,True,True
P Subrayen,0.0,2.0,False,False,False
P Suyal,5.0,0.0,False,False,False
P Utseya,0.0,28.0,False,False,False
PA Hitchcock,0.0,1.0,False,False,False
PA Nixon,0.0,1.0,False,False,False
PA Patel,139.0,2.0,True,False,True
PA Reddy,12.0,0.0,False,False,False
PADLR Sandakan,0.0,20.0,False,False,False
PBB Rajapaksa,13.0,36.0,True,False,True
PC Connell,0.0,1.0,False,False,False
PC Valthaty,23.0,0.0,False,False,False
PC de Silva,0.0,2.0,False,False,False
PD Collingwood,8.0,34.0,True,False,True
PD McGlashan,0.0,10.0,False,False,False
PD Salt,40.0,53.0,True,False,True
PDRL Perera,0.0,2.0,False,False,False
PE Kruger,0.0,7.0,False,False,False
PG Fulton,0.0,11.0,False,False,False
PH Solanki,2.0,0.0,False,False,False
PHKD Mendis,5.0,41.0,True,False,True
PJ Cummins,80.0,54.0,True,False,True
PJ Hughes,0.0,1.0,False,False,False
PJ Ingram,0.0,3.0,False,False,False
PJ Moor,0.0,13.0,False,False,False
PJ Sangwan,42.0,0.0,False,False,False
PJ van Biljon,0.0,10.0,False,False,False
PK Garg,23.0,0.0,False,False,False
PKD Chase,0.0,2.0,False,False,False
PM Liyanagamage,0.0,6.0,False,False,False
PM Nevill,0.0,9.0,False,False,False
PM Sarvesh Kumar,2.0,0.0,False,False,False
PM Siddle,0.0,2.0,False,False,False
PN Mankad,6.0,0.0,False,False,False
PP Chawla,192.0,7.0,True,False,True
PP Hinge,7.0,0.0,False,False,False
PP Ojha,92.0,6.0,True,False,True
PP Shaw,79.0,1.0,True,False,True
PR Brown,0.0,4.0,False,False,False
PR Shah,16.0,0.0,False,False,False
PR Stirling,0.0,64.0,False,False,False
PR Veer,6.0,0.0,False,False,False
PSP Handscomb,2.0,2.0,True,False,True
PV Tambe,33.0,0.0,False,False,False
PVD Chameera,21.0,71.0,True,False,True
PVSN Raju,2.0,0.0,False,False,False
PWA Mulder,1.0,15.0,True,False,True
PWH de Silva,37.0,83.0,True,False,True
Pankaj Singh,17.0,0.0,False,False,False
Parvez Hossain Emon,0.0,23.0,False,False,False
Parvez Rasool,11.0,1.0,True,False,True
Prince Yadav,20.0,0.0,False,False,False
Priyansh Arya,31.0,0.0,False,False,False
Q de Kock,118.0,99.0,True,False,True
Qasim Akram,0.0,2.0,False,False,False
R Ashwin,219.0,59.0,True,False,True
R Bhatia,95.0,0.0,False,True,True
R Bishnoi,3.0,0.0,False,False,False
R Dhawan,39.0,1.0,True,False,True
R Dravid,89.0,1.0,True,False,True
R Frylinck,0.0,3.0,False,False,False
R Goyal,1.0,0.0,False,False,False
R McLaren,18.0,12.0,True,False,True
R Minz,4.0,0.0,False,False,False
R Mondol,0.0,4.0,False,False,False
R Mutumbami,0.0,12.0,False,False,False
R Ngarava,0.0,53.0,False,False,False
R Ninan,2.0,0.0,False,False,False
R Parag,97.0,9.0,True,False,True
R Powell,39.0,109.0,True,False,True
R Rampaul,12.0,27.0,True,False,True
R Ravindra,18.0,43.0,True,False,True
R Sai Kishore,28.0,1.0,True,False,True
R Sanjay Yadav,1.0,0.0,False,False,False
R Sathish,34.0,0.0,False,False,False
R Sharma,44.0,2.0,True,False,True
R Shepherd,33.0,78.0,True,False,True
R Shukla,7.0,0.0,False,False,False
R Smaran,6.0,0.0,False,False,False
R Telemachus,0.0,2.0,False,False,False
R Tewatia,124.0,0.0,False,True,True
R Vinay Kumar,104.0,9.0,True,False,True
RA Bawa,8.0,0.0,False,False,False
RA Herman,0.0,11.0,False,False,False
RA Jadeja,267.0,67.0,True,False,True
RA Reifer,0.0,3.0,False,False,False
RA Shaikh,1.0,0.0,False,False,False
RA Tripathi,100.0,5.0,True,False,True
RAS Lakmal,0.0,11.0,False,False,False
RD Chahar,80.0,5.0,True,False,True
RD Gaikwad,85.0,21.0,True,False,True
RD Rickelton,26.0,26.0,True,False,True
RE Levi,6.0,13.0,True,False,True
RE van der Merwe,21.0,11.0,True,False,True
RG More,2.0,0.0,False,False,False
RG Sharma,281.0,147.0,True,False,True
RJ Gleeson,3.0,6.0,True,False,True
RJ Harris,37.0,3.0,True,False,True
RJ Kirtley,0.0,1.0,False,False,False
RJ Nicol,0.0,21.0,False,False,False
RJ Peterson,5.0,20.0,True,False,True
RJ Quiney,7.0,0.0,False,False,False
RJ Sidebottom,0.0,17.0,False,False,False
RJMGM Rupasinghe,0.0,2.0,False,False,False
RJW Topley,6.0,32.0,True,False,True
RK Bhui,4.0,0.0,False,False,False
RK Kleinveldt,0.0,6.0,False,False,False
RK Singh,72.0,37.0,True,False,True
RL Chase,0.0,55.0,False,False,False
RLB Rambukwella,0.0,2.0,False,False,False
RM Hira,0.0,15.0,False,False,False
RM Patidar,57.0,0.0,False,True,True
RM West,0.0,5.0,False,False,False
RMS Eranga,0.0,3.0,False,False,False
RN Lewis,0.0,1.0,False,False,False
RN ten Doeschate,29.0,0.0,False,False,False
RP Arnold,0.0,1.0,False,False,False
RP Burl,0.0,60.0,False,False,False
RP Meredith,18.0,5.0,True,False,True
RP Singh,82.0,9.0,True,False,True
RR Bhatkal,1.0,0.0,False,False,False
RR Bose,1.0,0.0,False,False,False
RR Emrit,0.0,4.0,False,False,False
RR Hendricks,0.0,85.0,False,False,False
RR Pant,139.0,68.0,True,False,True
RR Powar,27.0,0.0,False,False,False
RR Raje,10.0,0.0,False,False,False
RR Rossouw,22.0,28.0,True,False,True
RR Sarwan,4.0,18.0,True,False,True
RS Bopara,24.0,36.0,True,False,True
RS Gavaskar,2.0,0.0,False,False,False
RS Ghosh,1.0,0.0,False,False,False
RS Hangargekar,2.0,0.0,False,False,False
RS Morton,0.0,7.0,False,False,False
RS Sodhi,3.0,0.0,False,False,False
RT Ponting,10.0,17.0,True,False,True
RTM Mendis,0.0,4.0,False,False,False
RV Gomez,13.0,0.0,False,False,False
RV Patel,9.0,0.0,False,False,False
RV Pawar,1.0,0.0,False,False,False
RV Uthappa,205.0,12.0,True,False,True
RW Chakabva,0.0,25.0,False,False,False
RW Price,1.0,12.0,True,False,True
Rafatullah Mohmand,0.0,3.0,False,False,False
Raghu Sharma,6.0,0.0,False,False,False
Rahmanullah Gurbaz,18.0,0.0,False,False,False
Rakibul Hasan,0.0,2.0,False,False,False
Ramandeep Singh,38.0,2.0,True,False,True
Rameez Raja (2),0.0,2.0,False,False,False
Raqibul Hasan,0.0,5.0,False,False,False
Rashid Khan,153.0,0.0,False,True,True
Rasikh Salam,25.0,0.0,False,False,False
Ravi Bishnoi,86.0,39.0,True,False,True
Ravi Singh,1.0,0.0,False,False,False
Raza Hasan,0.0,10.0,False,False,False
Rehan Ahmed,0.0,13.0,False,False,False
Rishad Hossain,0.0,41.0,False,False,False
Robiul Islam,0.0,1.0,False,False,False
Rohail Nazir,0.0,1.0,False,False,False
Rony Talukdar,0.0,10.0,False,False,False
Rubel Hossain,0.0,25.0,False,False,False
Rumman Raees,0.0,5.0,False,False,False
S Anirudha,20.0,0.0,False,False,False
S Aravind,38.0,1.0,True,False,True
S Arora,13.0,0.0,False,False,False
S Badree,12.0,45.0,True,False,True
S Badrinath,94.0,1.0,True,False,True
S Baker,0.0,1.0,False,False,False
S Chanderpaul,3.0,22.0,True,False,True
S Dhawan,222.0,66.0,True,False,True
S Dube,92.0,51.0,True,False,True
S Gopal,52.0,0.0,False,True,True
S Joseph,1.0,20.0,True,False,True
S Kaul,55.0,3.0,True,False,True
S Kaushik,10.0,0.0,False,False,False
S Ladda,9.0,0.0,False,False,False
S Lamichhane,9.0,0.0,False,False,False
S Mahmood,0.0,19.0,False,False,False
S Matsikenyeri,0.0,5.0,False,False,False
S Midhun,1.0,0.0,False,False,False
S Muthusamy,0.0,5.0,False,False,False
S Nadeem,72.0,0.0,False,True,True
S Narwal,7.0,0.0,False,False,False
S Prasanna,0.0,20.0,False,False,False
S Qeshile,0.0,2.0,False,False,False
S Rana,11.0,0.0,False,False,False
S Randiv,8.0,7.0,True,False,True
S Samarawickrama,0.0,16.0,False,False,False
S Sandeep Warrier,10.0,1.0,True,False,True
S Sohal,22.0,0.0,False,False,False
S Sreesanth,44.0,9.0,True,False,True
S Sriram,2.0,0.0,False,False,False
S Tyagi,14.0,1.0,True,False,True
S Vidyut,9.0,0.0,False,False,False
SA Abbott,3.0,26.0,True,False,True
SA Asnodkar,20.0,0.0,False,False,False
SA Yadav,179.0,100.0,True,False,True
SB Bangar,12.0,0.0,False,False,False
SB Dubey,20.0,0.0,False,False,False
SB Jakati,59.0,0.0,False,True,True
SB Joshi,4.0,0.0,False,False,False
SB Styris,12.0,29.0,True,False,True
SB Wagh,8.0,0.0,False,False,False
SC Ganguly,59.0,0.0,False,True,True
SC Getkate,0.0,10.0,False,False,False
SC Kuggeleijn,2.0,18.0,True,False,True
SC Meaker,0.0,2.0,False,False,False
SC Williams,0.0,49.0,False,False,False
SCJ Broad,0.0,53.0,False,False,False
SD Chitnis,11.0,0.0,False,False,False
SD Hope,9.0,64.0,True,False,True
SD Lad,1.0,0.0,False,False,False
SD Parry,0.0,4.0,False,False,False
SE Bond,8.0,19.0,True,False,True
SE Findlay,0.0,2.0,False,False,False
SE Marsh,71.0,15.0,True,False,True
SE Rutherford,31.0,47.0,True,False,True
SF Mire,0.0,6.0,False,False,False
SG Borthwick,0.0,1.0,False,False,False
SH Johnson,12.0,8.0,True,False,True
SHA Rance,0.0,8.0,False,False,False
SHT Kandamby,0.0,3.0,False,False,False
SI Mahmood,0.0,4.0,False,False,False
SI de Saram,0.0,1.0,False,False,False
SJ Benn,0.0,23.0,False,False,False
SJ Harmison,0.0,2.0,False,False,False
SJ Srivastava,14.0,0.0,False,False,False
SK Raina,204.0,75.0,True,False,True
SK Rasheed,5.0,0.0,False,False,False
SK Springer,0.0,6.0,False,False,False
SK Trivedi,76.0,0.0,False,True,True
SK Warne,55.0,0.0,False,True,True
SL Malinga,122.0,80.0,True,False,True
SM Boland,2.0,3.0,True,False,True
SM Curran,64.0,69.0,True,False,True
SM Davies,0.0,5.0,False,False,False
SM Harwood,3.0,3.0,True,False,True
SM Katich,11.0,3.0,True,False,True
SM Pollock,13.0,11.0,True,False,True
SMA Priyanjan,0.0,3.0,False,False,False
SMSM Senanayake,8.0,23.0,True,False,True
SN Khan,58.0,0.0,False,True,True
SN Thakur,114.0,23.0,True,False,True
SNJ O'Keefe,0.0,7.0,False,False,False
SO Hetmyer,94.0,76.0,True,False,True
SP Fleming,10.0,5.0,True,False,True
SP Goswami,31.0,0.0,False,False,False
SP Jackson,9.0,0.0,False,False,False
SP Narine,201.0,48.0,True,False,True
SPD Smith,103.0,66.0,True,False,True
SR Clark,0.0,9.0,False,False,False
SR Dubey,4.0,0.0,False,False,False
SR Patel,0.0,17.0,False,False,False
SR Tendulkar,78.0,1.0,True,False,True
SR Thompson,0.0,5.0,False,False,False
SR Watson,145.0,58.0,True,False,True
SS Agarwal,1.0,0.0,False,False,False
SS Cottrell,6.0,42.0,True,False,True
SS Iyer,147.0,50.0,True,False,True
SS Mishra,2.0,0.0,False,False,False
SS Mundhe,1.0,0.0,False,False,False
SS Pathirana,0.0,5.0,False,False,False
SS Prabhudessai,11.0,0.0,False,False,False
SS Sarkar,2.0,0.0,False,False,False
SS Shaikh,2.0,0.0,False,False,False
SS Tiwary,92.0,0.0,False,True,True
SSB Magala,2.0,6.0,True,False,True
SSJ Brooks,0.0,12.0,False,False,False
ST Doheny,0.0,3.0,False,False,False
ST Finn,0.0,20.0,False,False,False
ST Gabriel,0.0,2.0,False,False,False
ST Jayasuriya,30.0,29.0,True,False,True
ST de Silva,0.0,3.0,False,False,False
STR Binny,95.0,3.0,True,False,True
SU Parakh,4.0,0.0,False,False,False
SV Samson,190.0,58.0,True,False,True
SW Billings,30.0,36.0,True,False,True
SW Masakadza,0.0,7.0,False,False,False
SW Poynter,0.0,1.0,False,False,False
SW Tait,21.0,21.0,True,False,True
SZ Mulani,2.0,0.0,False,False,False
Saad Nasim,0.0,3.0,False,False,False
Sabbir Rahman,0.0,36.0,False,False,False
Sachin Baby,20.0,0.0,False,False,False
Saeed Ajmal,0.0,63.0,False,False,False
Sahibzada Farhan,0.0,35.0,False,False,False
Saif Hassan,0.0,15.0,False,False,False
Saim Ayub,0.0,52.0,False,False,False
Sajedul Islam,0.0,1.0,False,False,False
Sakib Hussain,11.0,0.0,False,False,False
Salil Arora,1.0,0.0,False,False,False
Salman Butt,7.0,19.0,True,False,True
Salman Mirza,0.0,12.0,False,False,False
Sameer Rizvi,25.0,0.0,False,False,False
Sandeep Sharma,142.0,2.0,True,False,True
Sanvir Singh,6.0,0.0,False,False,False
Saqlain Sajib,0.0,1.0,False,False,False
Sarfraz Ahmed,0.0,55.0,False,False,False
Saurav Chauhan,3.0,0.0,False,False,False
Sediqullah Atal,1.0,0.0,False,False,False
Shadab Khan,0.0,104.0,False,False,False
Shafiul Islam,0.0,18.0,False,False,False
Shahadat Hossain,0.0,7.0,False,False,False
Shahbaz Ahmed,63.0,1.0,True,False,True
Shaheen Shah Afridi,0.0,89.0,False,False,False
Shahid Afridi,10.0,91.0,True,False,True
Shahnawaz Dhani,0.0,10.0,False,False,False
Shahzaib Hasan,0.0,10.0,False,False,False
Shakeel Ansar,0.0,2.0,False,False,False
Shakib Al Hasan,71.0,97.0,True,False,True
Shamim Hossain,0.0,38.0,False,False,False
Shamsur Rahman,0.0,9.0,False,False,False
