player,ipl_matches,t20i_matches,played_both_t20i_and_ipl,ipl_only_50_plus,eligible
Shan Masood,0.0,18.0,False,False,False
Sharjeel Khan,0.0,19.0,False,False,False
Shashank Singh,54.0,0.0,False,True,True
Shivam Mavi,32.0,6.0,True,False,True
Shivam Sharma,5.0,0.0,False,False,False
Shivam Singh,1.0,0.0,False,False,False
Shivang Kumar,13.0,0.0,False,False,False
Shoaib Ahmed,8.0,0.0,False,False,False
Shoaib Akhtar,3.0,13.0,True,False,True
Shoaib Khan jnr,0.0,2.0,False,False,False
Shoaib Malik,7.0,108.0,True,False,True
Shohidul Islam,0.0,1.0,False,False,False
Shoriful Islam,0.0,49.0,False,False,False
Shubman Gill,134.0,33.0,True,False,True
Shuvagata Hom,0.0,5.0,False,False,False
Sikandar Raza,9.0,71.0,True,False,True
Simarjeet Singh,14.0,0.0,False,False,False
Simi Singh,0.0,16.0,False,False,False
Sohag Gazi,0.0,10.0,False,False,False
Sohaib Maqsood,0.0,25.0,False,False,False
Sohail Khan,0.0,2.0,False,False,False
Sohail Tanvir,11.0,54.0,True,False,True
Soumya Sarkar,0.0,75.0,False,False,False
Sufiyan Muqeem,0.0,12.0,False,False,False
Suhrawadi Shuvo,0.0,1.0,False,False,False
Sumit Kumar,4.0,0.0,False,False,False
Sunny Gupta,1.0,0.0,False,False,False
Sunny Singh,6.0,0.0,False,False,False
Suryansh Shedge,12.0,0.0,False,False,False
Suyash Sharma,39.0,0.0,False,False,False
Swapnil Singh,14.0,0.0,False,False,False
Syed Rasel,0.0,7.0,False,False,False
T Banton,2.0,32.0,True,False,True
T Bavuma,0.0,35.0,False,False,False
T Dahiya,2.0,0.0,False,False,False
T Gwandu,0.0,11.0,False,False,False
T Henderson,2.0,1.0,True,False,True
T Hinds,0.0,2.0,False,False,False
T Kamungozi,0.0,1.0,False,False,False
T Kohler-Cadmore,3.0,0.0,False,False,False
T Kohli,4.0,0.0,False,False,False
T Maruma,0.0,6.0,False,False,False
T Marumani,0.0,40.0,False,False,False
T Mishra,1.0,0.0,False,False,False
T Munyonga,0.0,24.0,False,False,False
T Mupariwa,0.0,2.0,False,False,False
T Musekiwa,0.0,21.0,False,False,False
T Muzarabani,0.0,7.0,False,False,False
T Natarajan,74.0,4.0,True,False,True
T Panyangara,0.0,9.0,False,False,False
T Sangha,0.0,7.0,False,False,False
T Shamsi,5.0,67.0,True,False,True
T Stubbs,47.0,45.0,True,False,True
T Taibu,3.0,13.0,True,False,True
T Thushara,6.0,5.0,True,False,True
T Vijay,1.0,0.0,False,False,False
T de Zorzi,0.0,7.0,False,False,False
TA Blundell,0.0,9.0,False,False,False
TA Boult,124.0,54.0,True,False,True
TAM Siriwardana,0.0,20.0,False,False,False
TB Robinson,0.0,31.0,False,False,False
TB de Bruyn,0.0,2.0,False,False,False
TC Bruce,0.0,17.0,False,False,False
TD Astle,0.0,5.0,False,False,False
TD Paine,2.0,10.0,True,False,True
TE Kane,0.0,3.0,False,False,False
TF van Woerkom,0.0,1.0,False,False,False
TG Southee,54.0,118.0,True,False,True
TH David,66.0,49.0,True,False,True
TH Tector,0.0,5.0,False,False,False
TJ Murtagh,0.0,3.0,False,False,False
TK Curran,13.0,30.0,True,False,True
TK Musakanda,0.0,9.0,False,False,False
TL Best,0.0,6.0,False,False,False
TL Chatara,0.0,27.0,False,False,False
TL Chivanga,0.0,2.0,False,False,False
TL Seifert,6.0,83.0,True,False,True
TL Suman,43.0,0.0,False,False,False
TM Dilshan,51.0,74.0,True,False,True
TM Dowlin,0.0,2.0,False,False,False
TM Head,53.0,45.0,True,False,True
TM Srivastava,7.0,0.0,False,False,False
TP Sudhindra,3.0,0.0,False,False,False
TR Ambrose,0.0,1.0,False,False,False
TR Birt,5.0,4.0,True,False,True
TS Chisoro,0.0,11.0,False,False,False
TS Kamunhukamwe,0.0,10.0,False,False,False
TS Mills,10.0,15.0,True,False,True
TT Bresnan,0.0,33.0,False,False,False
TT Maposa,0.0,12.0,False,False,False
TU Deshpande,53.0,2.0,True,False,True
TWM Latham,0.0,29.0,False,False,False
Taijul Islam,0.0,1.0,False,False,False
Tamim Iqbal,0.0,60.0,False,False,False
Tanush Kotian,1.0,0.0,False,False,False
Tanvir Ahmed,0.0,1.0,False,False,False
Tanvir Islam,0.0,4.0,False,False,False
Tanzid Hasan,0.0,32.0,False,False,False
Tanzim Hasan Sakib,0.0,28.0,False,False,False
Taskin Ahmed,0.0,67.0,False,False,False
Tayyab Tahir,0.0,5.0,False,False,False
Tejas Baroka,1.0,0.0,False,False,False
Tilak Varma,68.0,41.0,True,False,True
Towhid Hridoy,0.0,43.0,False,False,False
U Kaul,5.0,0.0,False,False,False
UA Birla,2.0,0.0,False,False,False
UBT Chand,21.0,0.0,False,False,False
UT Khawaja,6.0,9.0,True,False,True
UT Yadav,148.0,9.0,True,False,True
UWMBCA Welegedara,0.0,2.0,False,False,False
Umar Akmal,0.0,82.0,False,False,False
Umar Amin,0.0,13.0,False,False,False
Umar Gul,6.0,55.0,True,False,True
Umran Malik,26.0,8.0,True,False,True
Urvil Patel,10.0,0.0,False,False,False
Usama Mir,0.0,5.0,False,False,False
Usman Khan,0.0,32.0,False,False,False
Usman Qadir,0.0,24.0,False,False,False
Usman Shinwari,0.0,13.0,False,False,False
Usman Tariq,0.0,6.0,False,False,False
V Kaverappa,1.0,0.0,False,False,False
V Kohli,282.0,112.0,True,False,True
V Nigam,19.0,0.0,False,False,False
V Permaul,0.0,1.0,False,False,False
V Pratap Singh,9.0,0.0,False,False,False
V Puthur,5.0,0.0,False,False,False
V Sehwag,104.0,17.0,True,False,True
V Shankar,78.0,9.0,True,False,True
V Sibanda,0.0,21.0,False,False,False
V Suryavanshi,23.0,0.0,False,False,False
V Viyaskanth,3.0,1.0,True,False,True
VB van Jaarsveld,0.0,3.0,False,False,False
VD Philander,0.0,7.0,False,False,False
VG Arora,43.0,0.0,False,False,False
VH Zol,3.0,0.0,False,False,False
VM Nyauchi,0.0,1.0,False,False,False
VR Aaron,52.0,0.0,False,True,True
VR Iyer,68.0,9.0,True,False,True
VRV Singh,19.0,0.0,False,False,False
VS Malik,13.0,0.0,False,False,False
VS Solanki,0.0,3.0,False,False,False
VS Yeligati,2.0,0.0,False,False,False
VVS Laxman,20.0,0.0,False,False,False
VY Mahesh,17.0,0.0,False,False,False
Vijaykumar Vyshak,26.0,0.0,False,False,False
Virat Singh,3.0,0.0,False,False,False
Vishnu Vinod,7.0,0.0,False,False,False
Vivrant Sharma,3.0,0.0,False,False,False
W Jaffer,8.0,0.0,False,False,False
W Madhevere,0.0,43.0,False,False,False
W McClintock,0.0,3.0,False,False,False
W O'Rourke,3.0,7.0,True,False,True
WA Mota,12.0,0.0,False,False,False
WA Young,0.0,19.0,False,False,False
WB Rankin,0.0,13.0,False,False,False
WD Parnell,33.0,54.0,True,False,True
WG Jacks,28.0,35.0,True,False,True
WIA Fernando,0.0,36.0,False,False,False
WJ Lubbe,0.0,2.0,False,False,False
WK McCallan,0.0,5.0,False,False,False
WKD Perkins,0.0,1.0,False,False,False
WP Masakadza,0.0,47.0,False,False,False
WP Saha,169.0,0.0,False,True,True
WPUJC Vaas,13.0,5.0,True,False,True
WTS Porterfield,0.0,15.0,False,False,False
WU Tharanga,0.0,25.0,False,False,False
WW Hinds,0.0,5.0,False,False,False
Wahab Riaz,0.0,36.0,False,False,False
Waqas Maqsood,0.0,1.0,False,False,False
Washington Sundar,83.0,53.0,True,False,True
X Thalaivan Sargunam,1.0,0.0,False,False,False
XC Bartlett,13.0,18.0,True,False,True
XJ Doherty,0.0,11.0,False,False,False
XM Marshall,0.0,6.0,False,False,False
Y Cariah,0.0,2.0,False,False,False
Y Gnaneswara Rao,2.0,0.0,False,False,False
Y Nagar,26.0,0.0,False,False,False
Y Prithvi Raj,2.0,0.0,False,False,False
Y Venugopal Rao,65.0,0.0,False,True,True
YA Abdulla,11.0,2.0,True,False,True
YBK Jaiswal,82.0,19.0,True,False,True
YK Pathan,174.0,21.0,True,False,True
YS Chahal,189.0,79.0,True,False,True
YV Dhull,4.0,0.0,False,False,False
YV Takawale,16.0,0.0,False,False,False
Yash Dayal,43.0,0.0,False,False,False
Yash Raj Punja,8.0,0.0,False,False,False
Yash Thakur,22.0,0.0,False,False,False
Yashpal Singh,8.0,0.0,False,False,False
Yasir Ali Chowdhury,0.0,7.0,False,False,False
Yasir Arafat,0.0,12.0,False,False,False
Yasir Shah,0.0,2.0,False,False,False
Younis Khan,1.0,20.0,True,False,True
Yudhvir Singh,9.0,0.0,False,False,False
Yuvraj Singh,132.0,54.0,True,False,True
Z Khan,99.0,15.0,True,False,True
ZGF Foulkes,0.0,22.0,False,False,False
Zahid Mahmood,0.0,1.0,False,False,False
Zakir Hasan,0.0,3.0,False,False,False
Zaman Khan,0.0,7.0,False,False,False
Zeeshan Ansari,10.0,0.0,False,False,False
Ziaur Rahman,0.0,9.0,False,False,False
Zulfiqar Babar,0.0,6.0,False,False,False
Zulqarnain Haider,0.0,2.0,False,False,False
