bowler,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
KK Ahmed,powerplay,3,5.0,1111.0,0.004500450045004501,0.005028429611245902,0.004518798596394297
KK Ahmed,powerplay,4,189.0,1111.0,0.1701170117011701,0.15223269683107069,0.1694954890297505
KK Ahmed,powerplay,6,51.0,1111.0,0.04590459045904591,0.040523771600022226,0.04571759414769843
KK Ahmed,powerplay,W,45.0,1111.0,0.0405040504050405,0.03919952586446391,0.040458715060450526
KK Ahmed,powerplay,Wd,41.0,1111.0,0.0369036903690369,0.03486563072990943,0.036832862927190596
KK Ahmed,powerplay,Nb,2.0,1111.0,0.0018001800180018,0.003769007093512122,0.0018686014628501173
KMA Paul,death,0,28.0,126.0,0.2222222222222222,0.21696977459016392,0.22095657219040096
KMA Paul,death,1,43.0,126.0,0.3412698412698413,0.37083760245901637,0.3483946030021726
KMA Paul,death,2,14.0,126.0,0.1111111111111111,0.08837090163934426,0.10563154256369742
KMA Paul,death,3,1.0,126.0,0.007936507936507936,0.002651127049180328,0.006662922180525381
KMA Paul,death,4,16.0,126.0,0.12698412698412698,0.11151383196721311,0.12325634505234051
KMA Paul,death,6,9.0,126.0,0.07142857142857142,0.07952100409836066,0.07337855520442425
KMA Paul,death,W,7.0,126.0,0.05555555555555555,0.08016137295081967,0.0614846681809204
KMA Paul,death,Wd,7.0,126.0,0.05555555555555555,0.04340420081967213,0.05262751826980051
KMA Paul,death,Nb,1.0,126.0,0.007936507936507936,0.006570184426229508,0.007607273355717954
KMA Paul,middle,0,49.0,238.0,0.20588235294117646,0.2808889845966761,0.2166746740426872
KMA Paul,middle,1,105.0,238.0,0.4411764705882353,0.4414331678151601,0.4412134054410302
KMA Paul,middle,2,16.0,238.0,0.06722689075630252,0.06664217673287394,0.06714275924214012
KMA Paul,middle,3,0.0,238.0,0.0,0.002286430887717876,0.00032898286154214043
KMA Paul,middle,4,28.0,238.0,0.11764705882352941,0.08739739562221321,0.11329458929816018
KMA Paul,middle,6,9.0,238.0,0.037815126050420166,0.048281059991892986,0.03932101582617165
KMA Paul,middle,W,9.0,238.0,0.037815126050420166,0.04221980137819214,0.03844889228463196
KMA Paul,middle,Wd,14.0,238.0,0.058823529411764705,0.028171868666396434,0.05441321851315057
KMA Paul,middle,Nb,8.0,238.0,0.03361344537815126,0.002679114308877179,0.029162462490485923
KMA Paul,powerplay,0,20.0,68.0,0.29411764705882354,0.4228881521678736,0.3418104267288421
KMA Paul,powerplay,1,21.0,68.0,0.3088235294117647,0.25764450947345025,0.2898683368420186
KMA Paul,powerplay,2,4.0,68.0,0.058823529411764705,0.04384827662845184,0.0532771394920192
KMA Paul,powerplay,3,0.0,68.0,0.0,0.005028429611245902,0.0018623813374984823
KMA Paul,powerplay,4,9.0,68.0,0.1323529411764706,0.15223269683107069,0.13971581364113728
KMA Paul,powerplay,6,3.0,68.0,0.04411764705882353,0.040523771600022226,0.042786582074082306
KMA Paul,powerplay,W,3.0,68.0,0.04411764705882353,0.03919952586446391,0.04229612069054219
KMA Paul,powerplay,Wd,3.0,68.0,0.04411764705882353,0.03486563072990943,0.0406909743444109
KMA Paul,powerplay,Nb,5.0,68.0,0.07352941176470588,0.003769007093512122,0.04769222484944894
KMDN Kulasekara,death,0,50.0,287.0,0.17421602787456447,0.21696977459016392,0.1794458439865644
KMDN Kulasekara,death,1,114.0,287.0,0.397212543554007,0.37083760245901637,0.39398625106532315
KMDN Kulasekara,death,2,38.0,287.0,0.13240418118466898,0.08837090163934426,0.12701784729533264
KMDN Kulasekara,death,3,0.0,287.0,0.0,0.002651127049180328,0.0003242968867498872
KMDN Kulasekara,death,4,35.0,287.0,0.12195121951219512,0.11151383196721311,0.12067447485837468
KMDN Kulasekara,death,6,17.0,287.0,0.059233449477351915,0.07952100409836066,0.061715107534967666
KMDN Kulasekara,death,W,21.0,287.0,0.07317073170731707,0.08016137295081967,0.07402585601844888
KMDN Kulasekara,death,Wd,10.0,287.0,0.03484320557491289,0.04340420081967213,0.035890422118614325
KMDN Kulasekara,death,Nb,2.0,287.0,0.006968641114982578,0.006570184426229508,0.006919900235624405
KMDN Kulasekara,middle,0,7.0,58.0,0.1206896551724138,0.2808889845966761,0.18607713657007188
KMDN Kulasekara,middle,1,31.0,58.0,0.5344827586206896,0.4414331678151601,0.49650333380210615
KMDN Kulasekara,middle,2,5.0,58.0,0.08620689655172414,0.06664217673287394,0.07822129662566284
KMDN Kulasekara,middle,3,0.0,58.0,0.0,0.002286430887717876,0.0009332370970277045
KMDN Kulasekara,middle,4,8.0,58.0,0.13793103448275862,0.08739739562221321,0.11730505943763804
KMDN Kulasekara,middle,6,1.0,58.0,0.017241379310344827,0.048281059991892986,0.02991063673138489
KMDN Kulasekara,middle,W,4.0,58.0,0.06896551724137931,0.04221980137819214,0.05804889852171108
KMDN Kulasekara,middle,Wd,1.0,58.0,0.017241379310344827,0.028171868666396434,0.021702803537304666
KMDN Kulasekara,middle,Nb,1.0,58.0,0.017241379310344827,0.002679114308877179,0.011297597677092725
KMDN Kulasekara,powerplay,0,239.0,514.0,0.4649805447470817,0.4228881521678736,0.46194138282800534
KMDN Kulasekara,powerplay,1,118.0,514.0,0.22957198443579765,0.25764450947345025,0.23159888155042962
KMDN Kulasekara,powerplay,2,30.0,514.0,0.058365758754863814,0.04384827662845184,0.05731756509952721
KMDN Kulasekara,powerplay,3,1.0,514.0,0.0019455252918287938,0.005028429611245902,0.002168117661461798
KMDN Kulasekara,powerplay,4,72.0,514.0,0.14007782101167315,0.15223269683107069,0.14095542937408453
KMDN Kulasekara,powerplay,6,8.0,514.0,0.01556420233463035,0.040523771600022226,0.017366337299640593
KMDN Kulasekara,powerplay,W,24.0,514.0,0.04669260700389105,0.03919952586446391,0.046151590315123746
KMDN Kulasekara,powerplay,Wd,22.0,514.0,0.042801556420233464,0.03486563072990943,0.04222856539566133
KMDN Kulasekara,powerplay,Nb,0.0,514.0,0.0,0.003769007093512122,0.0002721304760658572
KP Pietersen,death,0,8.0,30.0,0.26666666666666666,0.21696977459016392,0.23826844262295083
KP Pietersen,death,1,11.0,30.0,0.36666666666666664,0.37083760245901637,0.3690500585480094
KP Pietersen,death,2,3.0,30.0,0.1,0.08837090163934426,0.09335480093676815
KP Pietersen,death,3,0.0,30.0,0.0,0.002651127049180328,0.0015149297423887587
KP Pietersen,death,4,2.0,30.0,0.06666666666666667,0.11151383196721311,0.09229361826697892
KP Pietersen,death,6,4.0,30.0,0.13333333333333333,0.07952100409836066,0.10258343091334896
KP Pietersen,death,W,2.0,30.0,0.06666666666666667,0.08016137295081967,0.07437792740046838
KP Pietersen,death,Wd,0.0,30.0,0.0,0.04340420081967213,0.024802400468384077
KP Pietersen,death,Nb,0.0,30.0,0.0,0.006570184426229508,0.003754391100702576
KP Pietersen,middle,0,36.0,151.0,0.23841059602649006,0.2808889845966761,0.24730659363281174
KP Pietersen,middle,1,80.0,151.0,0.5298013245033113,0.4414331678151601,0.5112949042544838
KP Pietersen,middle,2,9.0,151.0,0.059602649006622516,0.06664217673287394,0.061076895650863654
KP Pietersen,middle,3,0.0,151.0,0.0,0.002286430887717876,0.00047883369376290597
KP Pietersen,middle,4,8.0,151.0,0.052980132450331126,0.08739739562221321,0.06018793625596088
KP Pietersen,middle,6,7.0,151.0,0.046357615894039736,0.048281059991892986,0.04676043141191476
KP Pietersen,middle,W,7.0,151.0,0.046357615894039736,0.04221980137819214,0.04549105788024966
KP Pietersen,middle,Wd,4.0,151.0,0.026490066225165563,0.028171868666396434,0.02684227616050187
KP Pietersen,middle,Nb,0.0,151.0,0.0,0.002679114308877179,0.0005610710594507181
KP Pietersen,powerplay,0,11.0,20.0,0.55,0.4228881521678736,0.46525876811191574
KP Pietersen,powerplay,1,3.0,20.0,0.15,0.25764450947345025,0.2217630063156335
KP Pietersen,powerplay,2,0.0,20.0,0.0,0.04384827662845184,0.029232184418967893
KP Pietersen,powerplay,3,1.0,20.0,0.05,0.005028429611245902,0.020018953074163934
KP Pietersen,powerplay,4,2.0,20.0,0.1,0.15223269683107069,0.13482179788738044
KP Pietersen,powerplay,6,0.0,20.0,0.0,0.040523771600022226,0.027015847733348152
KP Pietersen,powerplay,W,1.0,20.0,0.05,0.03919952586446391,0.04279968390964261
KP Pietersen,powerplay,Wd,2.0,20.0,0.1,0.03486563072990943,0.056577087153272955
KP Pietersen,powerplay,Nb,0.0,20.0,0.0,0.003769007093512122,0.0025126713956747483
KR Mayers,middle,0,2.0,14.0,0.14285714285714285,0.2808889845966761,0.24510295155309342
KR Mayers,middle,1,5.0,14.0,0.35714285714285715,0.4414331678151601,0.419580124307526
KR Mayers,middle,2,0.0,14.0,0.0,0.06664217673287394,0.0493645753576844
KR Mayers,middle,3,0.0,14.0,0.0,0.002286430887717876,0.0016936525094206488
KR Mayers,middle,4,5.0,14.0,0.35714285714285715,0.08739739562221321,0.15733140416460237
KR Mayers,middle,6,0.0,14.0,0.0,0.048281059991892986,0.03576374814214295
KR Mayers,middle,W,0.0,14.0,0.0,0.04221980137819214,0.03127392694680899
KR Mayers,middle,Wd,1.0,14.0,0.07142857142857142,0.028171868666396434,0.03938656938251587
KR Mayers,middle,Nb,1.0,14.0,0.07142857142857142,0.002679114308877179,0.020503047636205318
KR Mayers,powerplay,0,34.0,95.0,0.35789473684210527,0.4228881521678736,0.3771520450867774
KR Mayers,powerplay,1,32.0,95.0,0.3368421052631579,0.25764450947345025,0.31337615095509636
KR Mayers,powerplay,2,7.0,95.0,0.07368421052631578,0.04384827662845184,0.06484393381583758
KR Mayers,powerplay,3,0.0,95.0,0.0,0.005028429611245902,0.0014899050699987858
KR Mayers,powerplay,4,14.0,95.0,0.14736842105263157,0.15223269683107069,0.14880968794994687
KR Mayers,powerplay,6,2.0,95.0,0.021052631578947368,0.040523771600022226,0.026821858251858437
KR Mayers,powerplay,W,0.0,95.0,0.0,0.03919952586446391,0.011614674330211528
KR Mayers,powerplay,Wd,5.0,95.0,0.05263157894736842,0.03486563072990943,0.04736759429034353
KR Mayers,powerplay,Nb,1.0,95.0,0.010526315789473684,0.003769007093512122,0.008524150249929517
KS Williamson,death,0,4.0,10.0,0.4,0.21696977459016392,0.25357581967213116
KS Williamson,death,1,3.0,10.0,0.3,0.37083760245901637,0.3566700819672131
KS Williamson,death,2,1.0,10.0,0.1,0.08837090163934426,0.09069672131147541
KS Williamson,death,3,0.0,10.0,0.0,0.002651127049180328,0.002120901639344262
KS Williamson,death,4,2.0,10.0,0.2,0.11151383196721311,0.1292110655737705
KS Williamson,death,6,0.0,10.0,0.0,0.07952100409836066,0.06361680327868853
KS Williamson,death,W,0.0,10.0,0.0,0.08016137295081967,0.06412909836065574
KS Williamson,death,Wd,0.0,10.0,0.0,0.04340420081967213,0.03472336065573771
KS Williamson,death,Nb,0.0,10.0,0.0,0.006570184426229508,0.005256147540983607
KS Williamson,middle,0,9.0,56.0,0.16071428571428573,0.2808889845966761,0.21078707691528173
KS Williamson,middle,1,33.0,56.0,0.5892857142857143,0.4414331678151601,0.52768048658965
KS Williamson,middle,2,4.0,56.0,0.07142857142857142,0.06664217673287394,0.06943424030536414
KS Williamson,middle,3,0.0,56.0,0.0,0.002286430887717876,0.000952679536549115
KS Williamson,middle,4,1.0,56.0,0.017857142857142856,0.08739739562221321,0.046832248175922166
KS Williamson,middle,6,6.0,56.0,0.10714285714285714,0.048281059991892986,0.0826171083299554
KS Williamson,middle,W,1.0,56.0,0.017857142857142856,0.04221980137819214,0.02800825057424673
KS Williamson,middle,Wd,2.0,56.0,0.03571428571428571,0.028171868666396434,0.03257161194433184
KS Williamson,middle,Nb,0.0,56.0,0.0,0.002679114308877179,0.0011162976286988246
KS Williamson,powerplay,0,2.0,6.0,0.3333333333333333,0.4228881521678736,0.4112070888416292
KS Williamson,powerplay,1,3.0,6.0,0.5,0.25764450947345025,0.28925609519430456
KS Williamson,powerplay,2,0.0,6.0,0.0,0.04384827662845184,0.03812893619865377
KS Williamson,powerplay,3,0.0,6.0,0.0,0.005028429611245902,0.004372547488039915
KS Williamson,powerplay,4,1.0,6.0,0.16666666666666666,0.15223269683107069,0.15411538854875712
KS Williamson,powerplay,6,0.0,6.0,0.0,0.040523771600022226,0.035238062260888894
KS Williamson,powerplay,W,0.0,6.0,0.0,0.03919952586446391,0.03408654422996862
KS Williamson,powerplay,Wd,0.0,6.0,0.0,0.03486563072990943,0.03031793976513864
KS Williamson,powerplay,Nb,0.0,6.0,0.0,0.003769007093512122,0.0032773974726192368
KT Maphaka,death,0,16.0,63.0,0.25396825396825395,0.21696977459016392,0.23959991246219958
KT Maphaka,death,1,22.0,63.0,0.3492063492063492,0.37083760245901637,0.3576068359064141
KT Maphaka,death,2,5.0,63.0,0.07936507936507936,0.08837090163934426,0.08286248607353175
KT Maphaka,death,3,0.0,63.0,0.0,0.002651127049180328,0.001029563902594302
KT Maphaka,death,4,3.0,63.0,0.047619047619047616,0.11151383196721311,0.07243255610377208
KT Maphaka,death,6,4.0,63.0,0.06349206349206349,0.07952100409836066,0.06971689479547988
KT Maphaka,death,W,5.0,63.0,0.07936507936507936,0.08016137295081967,0.07967431959255132
KT Maphaka,death,Wd,7.0,63.0,0.1111111111111111,0.04340420081967213,0.08481716536686297
KT Maphaka,death,Nb,1.0,63.0,0.015873015873015872,0.006570184426229508,0.012260265796593985
KT Maphaka,middle,0,38.0,142.0,0.2676056338028169,0.2808889845966761,0.270525051559709
KT Maphaka,middle,1,52.0,142.0,0.36619718309859156,0.4414331678151601,0.38273256435498026
KT Maphaka,middle,2,6.0,142.0,0.04225352112676056,0.06664217673287394,0.04761366521601625
KT Maphaka,middle,3,0.0,142.0,0.0,0.002286430887717876,0.0005025122830149178
KT Maphaka,middle,4,15.0,142.0,0.1056338028169014,0.08739739562221321,0.10162580123565125
KT Maphaka,middle,6,12.0,142.0,0.08450704225352113,0.048281059991892986,0.07654528791030615
KT Maphaka,middle,W,8.0,142.0,0.056338028169014086,0.04221980137819214,0.05323512118202025
KT Maphaka,middle,Wd,8.0,142.0,0.056338028169014086,0.028171868666396434,0.050147663443164056
KT Maphaka,middle,Nb,3.0,142.0,0.02112676056338028,0.002679114308877179,0.01707233281513784
KT Maphaka,powerplay,0,31.0,109.0,0.28440366972477066,0.4228881521678736,0.3215807119913755
KT Maphaka,powerplay,1,27.0,109.0,0.24770642201834864,0.25764450947345025,0.25037436495931553
KT Maphaka,powerplay,2,6.0,109.0,0.05504587155963303,0.04384827662845184,0.052039805806295795
KT Maphaka,powerplay,3,0.0,109.0,0.0,0.005028429611245902,0.0013499139895962154
KT Maphaka,powerplay,4,27.0,109.0,0.24770642201834864,0.15223269683107069,0.2220758917667304
KT Maphaka,powerplay,6,8.0,109.0,0.07339449541284404,0.040523771600022226,0.0645701400268516
KT Maphaka,powerplay,W,4.0,109.0,0.03669724770642202,0.03919952586446391,0.03736900023207085
KT Maphaka,powerplay,Wd,5.0,109.0,0.045871559633027525,0.03486563072990943,0.04291694784695555
KT Maphaka,powerplay,Nb,1.0,109.0,0.009174311926605505,0.003769007093512122,0.007723223380808624
KV Sharma,death,0,22.0,115.0,0.19130434782608696,0.21696977459016392,0.1979276837652036
KV Sharma,death,1,44.0,115.0,0.3826086956521739,0.37083760245901637,0.37957099418297197
KV Sharma,death,2,3.0,115.0,0.02608695652173913,0.08837090163934426,0.0421602326811211
KV Sharma,death,3,1.0,115.0,0.008695652173913044,0.002651127049180328,0.007135774722369117
KV Sharma,death,4,15.0,115.0,0.13043478260869565,0.11151383196721311,0.12555195663670016
KV Sharma,death,6,17.0,115.0,0.14782608695652175,0.07952100409836066,0.13019896879957696
KV Sharma,death,W,10.0,115.0,0.08695652173913043,0.08016137295081967,0.08520293495505024
KV Sharma,death,Wd,3.0,115.0,0.02608695652173913,0.04340420081967213,0.030555922792173455
KV Sharma,death,Nb,0.0,115.0,0.0,0.006570184426229508,0.0016955314648334214
KV Sharma,middle,0,341.0,1234.0,0.27633711507293357,0.2808889845966761,0.2764800309135534
KV Sharma,middle,1,544.0,1234.0,0.44084278768233387,0.4414331678151601,0.44086132395024047
KV Sharma,middle,2,80.0,1234.0,0.06482982171799027,0.06664217673287394,0.06488672454420326
KV Sharma,middle,3,3.0,1234.0,0.0024311183144246355,0.002286430887717876,0.0024265755380759144
KV Sharma,middle,4,89.0,1234.0,0.07212317666126418,0.08739739562221321,0.0726027439755797
KV Sharma,middle,6,103.0,1234.0,0.08346839546191248,0.048281059991892986,0.08236361255861517
KV Sharma,middle,W,61.0,1234.0,0.04943273905996758,0.04221980137819214,0.04920627319868735
KV Sharma,middle,Wd,13.0,1234.0,0.01053484602917342,0.028171868666396434,0.011088598702241647
KV Sharma,middle,Nb,0.0,1234.0,0.0,0.002679114308877179,8.411661880305114e-05
KV Sharma,powerplay,0,56.0,157.0,0.35668789808917195,0.4228881521678736,0.3701295740442383
KV Sharma,powerplay,1,57.0,157.0,0.3630573248407643,0.25764450947345025,0.34165370750729956
KV Sharma,powerplay,2,11.0,157.0,0.07006369426751592,0.04384827662845184,0.06474076682811206
KV Sharma,powerplay,3,0.0,157.0,0.0,0.005028429611245902,0.001021000936293584
KV Sharma,powerplay,4,16.0,157.0,0.10191082802547771,0.15223269683107069,0.11212846636163872
KV Sharma,powerplay,6,6.0,157.0,0.03821656050955414,0.040523771600022226,0.038685029766501976
KV Sharma,powerplay,W,7.0,157.0,0.044585987261146494,0.03919952586446391,0.04349228951562719
KV Sharma,powerplay,Wd,4.0,157.0,0.025477707006369428,0.03486563072990943,0.02738388441216435
KV Sharma,powerplay,Nb,0.0,157.0,0.0,0.003769007093512122,0.0007652806281242888
KW Richardson,death,0,72.0,308.0,0.23376623376623376,0.21696977459016392,0.2318356062747315
KW Richardson,death,1,107.0,308.0,0.3474025974025974,0.37083760245901637,0.3500962761447145
KW Richardson,death,2,35.0,308.0,0.11363636363636363,0.08837090163934426,0.11073228754475221
KW Richardson,death,3,0.0,308.0,0.0,0.002651127049180328,0.0003047272470322216
KW Richardson,death,4,35.0,308.0,0.11363636363636363,0.11151383196721311,0.11339239447899001
KW Richardson,death,6,22.0,308.0,0.07142857142857142,0.07952100409836066,0.07235873610325985
KW Richardson,death,W,28.0,308.0,0.09090909090909091,0.08016137295081967,0.08967372102882985
KW Richardson,death,Wd,9.0,308.0,0.02922077922077922,0.04340420081967213,0.030851057565479557
KW Richardson,death,Nb,0.0,308.0,0.0,0.006570184426229508,0.0007551936122102884
KW Richardson,middle,0,50.0,200.0,0.25,0.2808889845966761,0.255148164099446
KW Richardson,middle,1,82.0,200.0,0.41,0.4414331678151601,0.4152388613025267
KW Richardson,middle,2,21.0,200.0,0.105,0.06664217673287394,0.09860702945547899
KW Richardson,middle,3,2.0,200.0,0.01,0.002286430887717876,0.00871440514795298
KW Richardson,middle,4,25.0,200.0,0.125,0.08739739562221321,0.11873289927036887
KW Richardson,middle,6,12.0,200.0,0.06,0.048281059991892986,0.058046843331982165
KW Richardson,middle,W,4.0,200.0,0.02,0.04221980137819214,0.02370330022969869
KW Richardson,middle,Wd,3.0,200.0,0.015,0.028171868666396434,0.017195311444399404
KW Richardson,middle,Nb,1.0,200.0,0.005,0.002679114308877179,0.004613185718146197
KW Richardson,powerplay,0,159.0,379.0,0.41952506596306066,0.4228881521678736,0.4198461243119688
KW Richardson,powerplay,1,102.0,379.0,0.2691292875989446,0.25764450947345025,0.26803288873254894
KW Richardson,powerplay,2,11.0,379.0,0.029023746701846966,0.04384827662845184,0.030438976289112348
KW Richardson,powerplay,3,5.0,379.0,0.013192612137203167,0.005028429611245902,0.012413215237350443
KW Richardson,powerplay,4,55.0,379.0,0.14511873350923482,0.15223269683107069,0.1457978708191953
KW Richardson,powerplay,6,13.0,379.0,0.03430079155672823,0.040523771600022226,0.03489487079713816
KW Richardson,powerplay,W,16.0,379.0,0.04221635883905013,0.03919952586446391,0.04192835569111827
KW Richardson,powerplay,Wd,18.0,379.0,0.047493403693931395,0.03486563072990943,0.04628788837517035
KW Richardson,powerplay,Nb,0.0,379.0,0.0,0.003769007093512122,0.0003598097463973386
Kuldeep Yadav,death,0,95.0,415.0,0.2289156626506024,0.21696977459016392,0.2278654746892452
Kuldeep Yadav,death,1,179.0,415.0,0.43132530120481927,0.37083760245901637,0.42600770131507837
Kuldeep Yadav,death,2,29.0,415.0,0.06987951807228916,0.08837090163934426,0.07150513421005224
Kuldeep Yadav,death,3,1.0,415.0,0.0024096385542168677,0.002651127049180328,0.0024308683120158533
Kuldeep Yadav,death,4,23.0,415.0,0.05542168674698795,0.11151383196721311,0.06035286434876599
Kuldeep Yadav,death,6,40.0,415.0,0.0963855421686747,0.07952100409836066,0.0949029454152405
Kuldeep Yadav,death,W,31.0,415.0,0.0746987951807229,0.08016137295081967,0.07517902179787427
Kuldeep Yadav,death,Wd,17.0,415.0,0.04096385542168675,0.04340420081967213,0.041178391280850296
Kuldeep Yadav,death,Nb,0.0,415.0,0.0,0.006570184426229508,0.0005775986308773194
Kuldeep Yadav,middle,0,655.0,2402.0,0.2726894254787677,0.2808889845966761,0.272823734391428
Kuldeep Yadav,middle,1,1081.0,2402.0,0.45004163197335556,0.4414331678151601,0.4499006251894375
Kuldeep Yadav,middle,2,161.0,2402.0,0.06702747710241465,0.06664217673287394,0.06702116587605035
Kuldeep Yadav,middle,3,5.0,2402.0,0.0020815986677768525,0.002286430887717876,0.002084953822894642
Kuldeep Yadav,middle,4,170.0,2402.0,0.07077435470441298,0.08739739562221321,0.07104664038693223
Kuldeep Yadav,middle,6,164.0,2402.0,0.06827643630308076,0.048281059991892986,0.06794891171157892
Kuldeep Yadav,middle,W,125.0,2402.0,0.05203996669442131,0.04221980137819214,0.051879112225687016
Kuldeep Yadav,middle,Wd,38.0,2402.0,0.01582014987510408,0.028171868666396434,0.016022471231226805
Kuldeep Yadav,middle,Nb,3.0,2402.0,0.0012489592006661116,0.002679114308877179,0.001272385164764573
Kuldeep Yadav,powerplay,0,23.0,83.0,0.27710843373493976,0.4228881521678736,0.324516472249715
Kuldeep Yadav,powerplay,1,35.0,83.0,0.42168674698795183,0.25764450947345025,0.3683396778775448
Kuldeep Yadav,powerplay,2,6.0,83.0,0.07228915662650602,0.04384827662845184,0.06304008996047214
Kuldeep Yadav,powerplay,3,0.0,83.0,0.0,0.005028429611245902,0.0016352616621937892
Kuldeep Yadav,powerplay,4,6.0,83.0,0.07228915662650602,0.15223269683107069,0.09828705588002298
Kuldeep Yadav,powerplay,6,7.0,83.0,0.08433734939759036,0.040523771600022226,0.07008903141464137
Kuldeep Yadav,powerplay,W,2.0,83.0,0.024096385542168676,0.03919952586446391,0.029007975890882574
Kuldeep Yadav,powerplay,Wd,4.0,83.0,0.04819277108433735,0.03486563072990943,0.043858741700783556
Kuldeep Yadav,powerplay,Nb,0.0,83.0,0.0,0.003769007093512122,0.0012256933637437796
L Balaji,death,0,77.0,453.0,0.16997792494481237,0.21696977459016392,0.17379065108236624
L Balaji,death,1,181.0,453.0,0.3995584988962472,0.37083760245901637,0.39722820303927114
L Balaji,death,2,45.0,453.0,0.09933774834437085,0.08837090163934426,0.09844794333787783
L Balaji,death,3,1.0,453.0,0.002207505518763797,0.002651127049180328,0.002243499152063313
L Balaji,death,4,56.0,453.0,0.12362030905077263,0.11151383196721311,0.12263803910484487
L Balaji,death,6,38.0,453.0,0.08388520971302428,0.07952100409836066,0.08353111595118545
L Balaji,death,W,39.0,453.0,0.08609271523178808,0.08016137295081967,0.0856114704219732
L Balaji,death,Wd,15.0,453.0,0.033112582781456956,0.04340420081967213,0.033947602500581917
L Balaji,death,Nb,1.0,453.0,0.002207505518763797,0.006570184426229508,0.0025614754098360654
L Balaji,middle,0,166.0,543.0,0.30570902394106814,0.2808889845966761,0.3040061052896519
L Balaji,middle,1,230.0,543.0,0.42357274401473294,0.4414331678151601,0.4247981590267691
L Balaji,middle,2,32.0,543.0,0.058931860036832415,0.06664217673287394,0.059460869758687744
L Balaji,middle,3,1.0,543.0,0.001841620626151013,0.002286430887717876,0.001872139340495223
L Balaji,middle,4,53.0,543.0,0.09760589318600368,0.08739739562221321,0.09690548168934568
L Balaji,middle,6,15.0,543.0,0.027624309392265192,0.048281059991892986,0.029041582160678762
L Balaji,middle,W,29.0,543.0,0.053406998158379376,0.04221980137819214,0.05263943748735452
L Balaji,middle,Wd,17.0,543.0,0.03130755064456722,0.028171868666396434,0.031092409513989464
L Balaji,middle,Nb,0.0,543.0,0.0,0.002679114308877179,0.00018381573302759374
L Balaji,powerplay,0,201.0,426.0,0.47183098591549294,0.4228881521678736,0.46762988430625524
L Balaji,powerplay,1,101.0,426.0,0.23708920187793428,0.25764450947345025,0.23885360596338628
L Balaji,powerplay,2,13.0,426.0,0.03051643192488263,0.04384827662845184,0.03166079627712033
L Balaji,powerplay,3,0.0,426.0,0.0,0.005028429611245902,0.0004316248593344122
L Balaji,powerplay,4,63.0,426.0,0.14788732394366197,0.15223269683107069,0.14826031732455544
L Balaji,powerplay,6,13.0,426.0,0.03051643192488263,0.040523771600022226,0.03137543103862852
L Balaji,powerplay,W,16.0,426.0,0.03755868544600939,0.03919952586446391,0.03769953011712136
L Balaji,powerplay,Wd,18.0,426.0,0.04225352112676056,0.03486563072990943,0.04161936744462742
L Balaji,powerplay,Nb,1.0,426.0,0.002347417840375587,0.003769007093512122,0.0024694426689709976
L Ngidi,death,0,125.0,496.0,0.25201612903225806,0.21696977459016392,0.24940072944702715
L Ngidi,death,1,159.0,496.0,0.32056451612903225,0.37083760245901637,0.32431623898947887
L Ngidi,death,2,37.0,496.0,0.07459677419354839,0.08837090163934426,0.07562469415218986
L Ngidi,death,3,0.0,496.0,0.0,0.002651127049180328,0.00019784530217763642
L Ngidi,death,4,54.0,496.0,0.10887096774193548,0.11151383196721311,0.10906819641546366
L Ngidi,death,6,43.0,496.0,0.08669354838709678,0.07952100409836066,0.08615828388793736
L Ngidi,death,W,48.0,496.0,0.0967741935483871,0.08016137295081967,0.09553443081722536
L Ngidi,death,Wd,24.0,496.0,0.04838709677419355,0.04340420081967213,0.04801523886713971
L Ngidi,death,Nb,6.0,496.0,0.012096774193548387,0.006570184426229508,0.01168434212136041
L Ngidi,middle,0,85.0,334.0,0.25449101796407186,0.2808889845966761,0.2573143299033878
L Ngidi,middle,1,145.0,334.0,0.4341317365269461,0.4414331678151601,0.43491263826900106
L Ngidi,middle,2,17.0,334.0,0.05089820359281437,0.06664217673287394,0.05258205098747314
L Ngidi,middle,3,0.0,334.0,0.0,0.002286430887717876,0.00024453806285752684
L Ngidi,middle,4,32.0,334.0,0.09580838323353294,0.08739739562221321,0.0949088123660121
L Ngidi,middle,6,20.0,334.0,0.059880239520958084,0.048281059991892986,0.05863968556063026
L Ngidi,middle,W,20.0,334.0,0.059880239520958084,0.04221980137819214,0.05799142260729327
L Ngidi,middle,Wd,14.0,334.0,0.041916167664670656,0.028171868666396434,0.040446189162181435
L Ngidi,middle,Nb,1.0,334.0,0.0029940119760479044,0.002679114308877179,0.0029603330811633346
L Ngidi,powerplay,0,244.0,612.0,0.39869281045751637,0.4228881521678736,0.40017718724956275
L Ngidi,powerplay,1,150.0,612.0,0.24509803921568626,0.25764450947345025,0.24586776131738958
L Ngidi,powerplay,2,28.0,612.0,0.0457516339869281,0.04384827662845184,0.045634863596837535
L Ngidi,powerplay,3,4.0,612.0,0.006535947712418301,0.005028429611245902,0.006443461939340239
L Ngidi,powerplay,4,95.0,612.0,0.15522875816993464,0.15223269683107069,0.15504495072583258
L Ngidi,powerplay,6,37.0,612.0,0.06045751633986928,0.040523771600022226,0.05923458721472529
L Ngidi,powerplay,W,33.0,612.0,0.05392156862745098,0.03919952586446391,0.05301837581990576
