bowler,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
Avesh Khan,powerplay,3,6.0,679.0,0.008836524300441826,0.005028429611245902,0.008624669241237603
Avesh Khan,powerplay,4,125.0,679.0,0.18409425625920472,0.15223269683107069,0.18232170775138085
Avesh Khan,powerplay,6,39.0,679.0,0.05743740795287187,0.040523771600022226,0.05649645460918065
Avesh Khan,powerplay,W,26.0,679.0,0.03829160530191458,0.03919952586446391,0.03834211548620105
Avesh Khan,powerplay,Wd,20.0,679.0,0.029455081001472753,0.03486563072990943,0.029756085158826676
Avesh Khan,powerplay,Nb,1.0,679.0,0.0014727540500736377,0.003769007093512122,0.001600501090042399
B Geeves,death,0,3.0,14.0,0.21428571428571427,0.21696977459016392,0.21627390710382513
B Geeves,death,1,3.0,14.0,0.21428571428571427,0.37083760245901637,0.3302500758955677
B Geeves,death,2,2.0,14.0,0.14285714285714285,0.08837090163934426,0.10249696417729205
B Geeves,death,3,0.0,14.0,0.0,0.002651127049180328,0.0019637978142076503
B Geeves,death,4,5.0,14.0,0.35714285714285715,0.11151383196721311,0.17519543108682456
B Geeves,death,6,1.0,14.0,0.07142857142857142,0.07952100409836066,0.07742296599878568
B Geeves,death,W,0.0,14.0,0.0,0.08016137295081967,0.05937879477838494
B Geeves,death,Wd,0.0,14.0,0.0,0.04340420081967213,0.0321512598664238
B Geeves,death,Nb,0.0,14.0,0.0,0.006570184426229508,0.004866803278688525
B Geeves,middle,0,3.0,16.0,0.1875,0.2808889845966761,0.2542064175690544
B Geeves,middle,1,6.0,16.0,0.375,0.4414331678151601,0.4224522627251144
B Geeves,middle,2,0.0,16.0,0.0,0.06664217673287394,0.047601554809195666
B Geeves,middle,3,0.0,16.0,0.0,0.002286430887717876,0.001633164919798483
B Geeves,middle,4,6.0,16.0,0.375,0.08739739562221321,0.16956956830158085
B Geeves,middle,6,0.0,16.0,0.0,0.048281059991892986,0.034486471422780704
B Geeves,middle,W,1.0,16.0,0.0625,0.04221980137819214,0.04801414384156582
B Geeves,middle,Wd,0.0,16.0,0.0,0.028171868666396434,0.02012276333314031
B Geeves,middle,Nb,0.0,16.0,0.0,0.002679114308877179,0.0019136530777694135
B Geeves,powerplay,0,9.0,35.0,0.2571428571428571,0.4228881521678736,0.3455403478228659
B Geeves,powerplay,1,8.0,35.0,0.22857142857142856,0.25764450947345025,0.24407707171917348
B Geeves,powerplay,2,2.0,35.0,0.05714285714285714,0.04384827662845184,0.05005241420184098
B Geeves,powerplay,3,0.0,35.0,0.0,0.005028429611245902,0.0026818291259978143
B Geeves,powerplay,4,10.0,35.0,0.2857142857142857,0.15223269683107069,0.21452410497657104
B Geeves,powerplay,6,1.0,35.0,0.02857142857142857,0.040523771600022226,0.03494601152001186
B Geeves,powerplay,W,3.0,35.0,0.08571428571428572,0.03919952586446391,0.060906413794380755
B Geeves,powerplay,Wd,1.0,35.0,0.02857142857142857,0.03486563072990943,0.03192833638928503
B Geeves,powerplay,Nb,1.0,35.0,0.02857142857142857,0.003769007093512122,0.015343470449873131
B Kumar,death,0,382.0,1893.0,0.2017960908610671,0.21696977459016392,0.20211008328174163
B Kumar,death,1,727.0,1893.0,0.38404648705758054,0.37083760245901637,0.3837731526634044
B Kumar,death,2,189.0,1893.0,0.09984152139461172,0.08837090163934426,0.09960415730241788
B Kumar,death,3,4.0,1893.0,0.0021130480718436345,0.002651127049180328,0.0021241826600968514
B Kumar,death,4,234.0,1893.0,0.12361331220285261,0.11151383196721311,0.12336293496052175
B Kumar,death,6,116.0,1893.0,0.0612783940834654,0.07952100409836066,0.061655892480048845
B Kumar,death,W,138.0,1893.0,0.07290015847860538,0.08016137295081967,0.07305041640870812
B Kumar,death,Wd,96.0,1893.0,0.05071315372424723,0.04340420081967213,0.05056190793211944
B Kumar,death,Nb,7.0,1893.0,0.0036978341257263604,0.006570184426229508,0.0037572723109411173
B Kumar,middle,0,137.0,544.0,0.25183823529411764,0.2808889845966761,0.25382801264360794
B Kumar,middle,1,243.0,544.0,0.44669117647058826,0.4414331678151601,0.4463310388914493
B Kumar,middle,2,42.0,544.0,0.07720588235294118,0.06664217673287394,0.07648234087211465
B Kumar,middle,3,1.0,544.0,0.001838235294117647,0.002286430887717876,0.00186893362244643
B Kumar,middle,4,69.0,544.0,0.12683823529411764,0.08739739562221321,0.12413680791932968
B Kumar,middle,6,21.0,544.0,0.03860294117647059,0.048281059991892986,0.039265826026841984
B Kumar,middle,W,17.0,544.0,0.03125,0.04221980137819214,0.032001356258780284
B Kumar,middle,Wd,13.0,544.0,0.02389705882352941,0.028171868666396434,0.024189854018246332
B Kumar,middle,Nb,1.0,544.0,0.001838235294117647,0.002679114308877179,0.0018958297471833685
B Kumar,powerplay,0,1568.0,3109.0,0.5043422322290125,0.4228881521678736,0.5033075662390329
B Kumar,powerplay,1,707.0,3109.0,0.22740431006754583,0.25764450947345025,0.22778843454396255
B Kumar,powerplay,2,135.0,3109.0,0.043422322290125444,0.04384827662845184,0.04342773295177455
B Kumar,powerplay,3,17.0,3109.0,0.005467996140238018,0.005028429611245902,0.005462412570482641
B Kumar,powerplay,4,394.0,3109.0,0.12672885172081055,0.15223269683107069,0.127052812916241
B Kumar,powerplay,6,83.0,3109.0,0.02669668703763268,0.040523771600022226,0.026872324821848488
B Kumar,powerplay,W,115.0,3109.0,0.0369893856545513,0.03919952586446391,0.03701745983949779
B Kumar,powerplay,Wd,85.0,3109.0,0.027339980701190092,0.03486563072990943,0.0274355748584301
B Kumar,powerplay,Nb,5.0,3109.0,0.0016082341588935349,0.003769007093512122,0.0016356812587299096
B Laughlin,death,0,21.0,105.0,0.2,0.21696977459016392,0.20468131712832108
B Laughlin,death,1,28.0,105.0,0.26666666666666666,0.37083760245901637,0.2954034765404183
B Laughlin,death,2,15.0,105.0,0.14285714285714285,0.08837090163934426,0.1278264556246467
B Laughlin,death,3,0.0,105.0,0.0,0.002651127049180328,0.0007313453928773318
B Laughlin,death,4,18.0,105.0,0.17142857142857143,0.11151383196721311,0.15490036743923122
B Laughlin,death,6,12.0,105.0,0.11428571428571428,0.07952100409836066,0.10469544940644432
B Laughlin,death,W,4.0,105.0,0.0380952380952381,0.08016137295081967,0.04969968908988129
B Laughlin,death,Wd,7.0,105.0,0.06666666666666667,0.04340420081967213,0.060249434708875074
B Laughlin,death,Nb,0.0,105.0,0.0,0.006570184426229508,0.001812464669304692
B Laughlin,middle,0,19.0,78.0,0.24358974358974358,0.2808889845966761,0.2562335541005682
B Laughlin,middle,1,40.0,78.0,0.5128205128205128,0.4414331678151601,0.48862141281869836
B Laughlin,middle,2,3.0,78.0,0.038461538461538464,0.06664217673287394,0.048014297197584384
B Laughlin,middle,3,0.0,78.0,0.0,0.002286430887717876,0.0007750613178704665
B Laughlin,middle,4,8.0,78.0,0.10256410256410256,0.08739739562221321,0.0974228459736316
B Laughlin,middle,6,3.0,78.0,0.038461538461538464,0.048281059991892986,0.04179018982776033
B Laughlin,middle,W,2.0,78.0,0.02564102564102564,0.04221980137819214,0.03126094961972615
B Laughlin,middle,Wd,3.0,78.0,0.038461538461538464,0.028171868666396434,0.03497351480216828
B Laughlin,middle,Nb,0.0,78.0,0.0,0.002679114308877179,0.000908174341992264
B Laughlin,powerplay,0,18.0,59.0,0.3050847457627119,0.4228881521678736,0.35268208168398935
B Laughlin,powerplay,1,20.0,59.0,0.3389830508474576,0.25764450947345025,0.3061189937266466
B Laughlin,powerplay,2,5.0,59.0,0.0847457627118644,0.04384827662845184,0.0682215259104856
B Laughlin,powerplay,3,0.0,59.0,0.0,0.005028429611245902,0.002031688731816526
B Laughlin,powerplay,4,8.0,59.0,0.13559322033898305,0.15223269683107069,0.14231624114386693
B Laughlin,powerplay,6,2.0,59.0,0.03389830508474576,0.040523771600022226,0.036575261252534234
B Laughlin,powerplay,W,4.0,59.0,0.06779661016949153,0.03919952586446391,0.056242232672510675
B Laughlin,powerplay,Wd,1.0,59.0,0.01694915254237288,0.03486563072990943,0.024188133628246237
B Laughlin,powerplay,Nb,1.0,59.0,0.01694915254237288,0.003769007093512122,0.011623841249903889
B Lee,death,0,91.0,357.0,0.2549019607843137,0.21696977459016392,0.251080078044349
B Lee,death,1,139.0,357.0,0.38935574229691877,0.37083760245901637,0.387489934756576
B Lee,death,2,36.0,357.0,0.10084033613445378,0.08837090163934426,0.09958396993847297
B Lee,death,3,0.0,357.0,0.0,0.002651127049180328,0.000267116075484164
B Lee,death,4,39.0,357.0,0.1092436974789916,0.11151383196721311,0.10947242639468141
B Lee,death,6,17.0,357.0,0.047619047619047616,0.07952100409836066,0.05083335053887765
B Lee,death,W,17.0,357.0,0.047619047619047616,0.08016137295081967,0.050897871330057395
B Lee,death,Wd,13.0,357.0,0.036414565826330535,0.04340420081967213,0.03711881116571004
B Lee,death,Nb,5.0,357.0,0.014005602240896359,0.006570184426229508,0.013256441755791385
B Lee,middle,0,37.0,128.0,0.2890625,0.2808889845966761,0.2871164249039705
B Lee,middle,1,56.0,128.0,0.4375,0.4414331678151601,0.4384364685274191
B Lee,middle,2,9.0,128.0,0.0703125,0.06664217673287394,0.06943861350782712
B Lee,middle,3,0.0,128.0,0.0,0.002286430887717876,0.0005443883065994943
B Lee,middle,4,11.0,128.0,0.0859375,0.08739739562221321,0.08628509419576505
B Lee,middle,6,3.0,128.0,0.0234375,0.048281059991892986,0.029352633331403092
B Lee,middle,W,6.0,128.0,0.046875,0.04221980137819214,0.045766619375760036
B Lee,middle,Wd,3.0,128.0,0.0234375,0.028171868666396434,0.024564730634856292
B Lee,middle,Nb,3.0,128.0,0.0234375,0.002679114308877179,0.01849502721639933
B Lee,powerplay,0,326.0,681.0,0.4787077826725404,0.4228881521678736,0.4756109931854576
B Lee,powerplay,1,148.0,681.0,0.2173274596182085,0.25764450947345025,0.2195641891524799
B Lee,powerplay,2,26.0,681.0,0.0381791483113069,0.04384827662845184,0.03849366305844393
B Lee,powerplay,3,3.0,681.0,0.004405286343612335,0.005028429611245902,0.004439857398682158
B Lee,powerplay,4,108.0,681.0,0.15859030837004406,0.15223269683107069,0.15823759760505246
B Lee,powerplay,6,16.0,681.0,0.023494860499265784,0.040523771600022226,0.024439598979196796
B Lee,powerplay,W,22.0,681.0,0.032305433186490456,0.03919952586446391,0.03268790712146818
B Lee,powerplay,Wd,20.0,681.0,0.02936857562408223,0.03486563072990943,0.029673544007207182
B Lee,powerplay,Nb,12.0,681.0,0.01762114537444934,0.003769007093512122,0.01685264949201177
B Muzarabani,death,0,37.0,191.0,0.193717277486911,0.21696977459016392,0.1977436839117167
B Muzarabani,death,1,61.0,191.0,0.3193717277486911,0.37083760245901637,0.3282835675253708
B Muzarabani,death,2,23.0,191.0,0.12041884816753927,0.08837090163934426,0.11486942019728905
B Muzarabani,death,3,0.0,191.0,0.0,0.002651127049180328,0.00045906961890568445
B Muzarabani,death,4,27.0,191.0,0.14136125654450263,0.11151383196721311,0.13619287133631397
B Muzarabani,death,6,13.0,191.0,0.06806282722513089,0.07952100409836066,0.07004692711659925
B Muzarabani,death,W,16.0,191.0,0.08376963350785341,0.08016137295081967,0.08314482648499041
B Muzarabani,death,Wd,12.0,191.0,0.06282722513089005,0.04340420081967213,0.059463930877865306
B Muzarabani,death,Nb,2.0,191.0,0.010471204188481676,0.006570184426229508,0.009795702930948832
B Muzarabani,middle,0,15.0,49.0,0.30612244897959184,0.2808889845966761,0.2947815661108657
B Muzarabani,middle,1,22.0,49.0,0.4489795918367347,0.4414331678151601,0.4455879405910832
B Muzarabani,middle,2,4.0,49.0,0.08163265306122448,0.06664217673287394,0.07489536032938154
B Muzarabani,middle,3,0.0,49.0,0.0,0.002286430887717876,0.0010276093877383712
B Muzarabani,middle,4,4.0,49.0,0.08163265306122448,0.08739739562221321,0.08422354859425313
B Muzarabani,middle,6,1.0,49.0,0.02040816326530612,0.048281059991892986,0.03293530786152494
B Muzarabani,middle,W,3.0,49.0,0.061224489795918366,0.04221980137819214,0.05268305679918748
B Muzarabani,middle,Wd,0.0,49.0,0.0,0.028171868666396434,0.012661514007369184
B Muzarabani,middle,Nb,0.0,49.0,0.0,0.002679114308877179,0.001204096318596485
B Muzarabani,powerplay,0,122.0,286.0,0.42657342657342656,0.4228881521678736,0.4261212456647698
B Muzarabani,powerplay,1,70.0,286.0,0.24475524475524477,0.25764450947345025,0.2463367496286442
B Muzarabani,powerplay,2,20.0,286.0,0.06993006993006994,0.04384827662845184,0.06672984989306158
B Muzarabani,powerplay,3,3.0,286.0,0.01048951048951049,0.005028429611245902,0.009819439216103792
B Muzarabani,powerplay,4,37.0,286.0,0.12937062937062938,0.15223269683107069,0.13217579102221727
B Muzarabani,powerplay,6,10.0,286.0,0.03496503496503497,0.040523771600022226,0.03564708853988003
B Muzarabani,powerplay,W,18.0,286.0,0.06293706293706294,0.03919952586446391,0.06002448170116121
B Muzarabani,powerplay,Wd,6.0,286.0,0.02097902097902098,0.03486563072990943,0.022682899476062505
B Muzarabani,powerplay,Nb,0.0,286.0,0.0,0.003769007093512122,0.0004624548580996469
B Stanlake,death,0,8.0,29.0,0.27586206896551724,0.21696977459016392,0.24172160845806606
B Stanlake,death,1,9.0,29.0,0.3103448275862069,0.37083760245901637,0.3454131028747921
B Stanlake,death,2,3.0,29.0,0.10344827586206896,0.08837090163934426,0.09470776906628653
B Stanlake,death,3,0.0,29.0,0.0,0.002651127049180328,0.0015368852459016393
B Stanlake,death,4,4.0,29.0,0.13793103448275862,0.11151383196721311,0.12261671418389168
B Stanlake,death,6,2.0,29.0,0.06896551724137931,0.07952100409836066,0.07508464005702067
B Stanlake,death,W,2.0,29.0,0.06896551724137931,0.08016137295081967,0.07545586837728677
B Stanlake,death,Wd,1.0,29.0,0.034482758620689655,0.04340420081967213,0.039654609170824424
B Stanlake,death,Nb,0.0,29.0,0.0,0.006570184426229508,0.00380880256593015
B Stanlake,middle,0,43.0,133.0,0.3233082706766917,0.2808889845966761,0.31350034325934706
B Stanlake,middle,1,40.0,133.0,0.3007518796992481,0.4414331678151601,0.3332793451595746
B Stanlake,middle,2,11.0,133.0,0.08270676691729323,0.06664217673287394,0.07899241080528877
B Stanlake,middle,3,0.0,133.0,0.0,0.002286430887717876,0.0005286545405128037
B Stanlake,middle,4,14.0,133.0,0.10526315789473684,0.08739739562221321,0.10113234580860421
B Stanlake,middle,6,11.0,133.0,0.08270676691729323,0.048281059991892986,0.0747470658940793
B Stanlake,middle,W,10.0,133.0,0.07518796992481203,0.04221980137819214,0.06756527199495771
B Stanlake,middle,Wd,3.0,133.0,0.022556390977443608,0.028171868666396434,0.023854767321710157
B Stanlake,middle,Nb,1.0,133.0,0.007518796992481203,0.002679114308877179,0.006399795215925359
B Stanlake,powerplay,0,78.0,184.0,0.42391304347826086,0.4228881521678736,0.4237300271728346
B Stanlake,powerplay,1,41.0,184.0,0.22282608695652173,0.25764450947345025,0.22904366240597326
B Stanlake,powerplay,2,9.0,184.0,0.04891304347826087,0.04384827662845184,0.04800862082650926
B Stanlake,powerplay,3,4.0,184.0,0.021739130434782608,0.005028429611245902,0.018755076716293912
B Stanlake,powerplay,4,26.0,184.0,0.14130434782608695,0.15223269683107069,0.14325583871983408
B Stanlake,powerplay,6,8.0,184.0,0.043478260869565216,0.040523771600022226,0.04295067350000397
B Stanlake,powerplay,W,8.0,184.0,0.043478260869565216,0.03919952586446391,0.042714201047225696
B Stanlake,powerplay,Wd,10.0,184.0,0.05434782608695652,0.03486563072990943,0.05086886263034097
B Stanlake,powerplay,Nb,0.0,184.0,0.0,0.003769007093512122,0.0006730369809843076
BA Stokes,death,0,65.0,269.0,0.241635687732342,0.21696977459016392,0.23844268926733514
BA Stokes,death,1,81.0,269.0,0.30111524163568776,0.37083760245901637,0.3101407899623322
BA Stokes,death,2,29.0,269.0,0.10780669144981413,0.08837090163934426,0.1052907316037986
BA Stokes,death,3,2.0,269.0,0.007434944237918215,0.002651127049180328,0.006815679876916547
BA Stokes,death,4,30.0,269.0,0.11152416356877323,0.11151383196721311,0.11152282614462306
BA Stokes,death,6,19.0,269.0,0.07063197026022305,0.07952100409836066,0.07178265425221497
BA Stokes,death,W,24.0,269.0,0.08921933085501858,0.08016137295081967,0.08804677967000901
BA Stokes,death,Wd,16.0,269.0,0.05947955390334572,0.04340420081967213,0.057398602047854
BA Stokes,death,Nb,3.0,269.0,0.011152416356877323,0.006570184426229508,0.010559247174916441
BA Stokes,middle,0,195.0,681.0,0.28634361233480177,0.2808889845966761,0.28604099775848413
BA Stokes,middle,1,291.0,681.0,0.42731277533039647,0.4414331678151601,0.4280961535542391
BA Stokes,middle,2,40.0,681.0,0.05873715124816446,0.06664217673287394,0.05917571022096388
BA Stokes,middle,3,2.0,681.0,0.002936857562408223,0.002286430887717876,0.0029007728647832383
BA Stokes,middle,4,73.0,681.0,0.10719530102790015,0.08739739562221321,0.10609694289166233
BA Stokes,middle,6,27.0,681.0,0.039647577092511016,0.048281059991892986,0.04012654979150585
BA Stokes,middle,W,19.0,681.0,0.027900146842878122,0.04221980137819214,0.028694579826806774
BA Stokes,middle,Wd,32.0,681.0,0.04698972099853157,0.028171868666396434,0.045945734738773725
BA Stokes,middle,Nb,2.0,681.0,0.002936857562408223,0.002679114308877179,0.002922558352780981
BA Stokes,powerplay,0,102.0,272.0,0.375,0.4228881521678736,0.3811395066881889
BA Stokes,powerplay,1,71.0,272.0,0.2610294117647059,0.25764450947345025,0.2605954499324936
BA Stokes,powerplay,2,11.0,272.0,0.04044117647058824,0.04384827662845184,0.040877984183134854
BA Stokes,powerplay,3,0.0,272.0,0.0,0.005028429611245902,0.0006446704629802438
BA Stokes,powerplay,4,54.0,272.0,0.19852941176470587,0.15223269683107069,0.1925939354911629
BA Stokes,powerplay,6,14.0,272.0,0.051470588235294115,0.040523771600022226,0.050067150205131056
BA Stokes,powerplay,W,10.0,272.0,0.03676470588235294,0.03919952586446391,0.037076862290315885
BA Stokes,powerplay,Wd,8.0,272.0,0.029411764705882353,0.03486563072990943,0.030110978298706337
BA Stokes,powerplay,Nb,2.0,272.0,0.007352941176470588,0.003769007093512122,0.0068934624478861695
BAW Mendis,death,0,46.0,196.0,0.23469387755102042,0.21696977459016392,0.23168979230341763
BAW Mendis,death,1,78.0,196.0,0.3979591836734694,0.37083760245901637,0.3933623055015282
BAW Mendis,death,2,20.0,196.0,0.10204081632653061,0.08837090163934426,0.09972388163378716
BAW Mendis,death,3,2.0,196.0,0.01020408163265306,0.002651127049180328,0.008923919838844123
BAW Mendis,death,4,14.0,196.0,0.07142857142857142,0.11151383196721311,0.07822268338427342
BAW Mendis,death,6,12.0,196.0,0.061224489795918366,0.07952100409836066,0.06432559391497639
BAW Mendis,death,W,20.0,196.0,0.10204081632653061,0.08016137295081967,0.09833243609335926
BAW Mendis,death,Wd,3.0,196.0,0.015306122448979591,0.04340420081967213,0.02006850861350375
BAW Mendis,death,Nb,1.0,196.0,0.00510204081632653,0.006570184426229508,0.005350878716310086
BAW Mendis,middle,0,150.0,514.0,0.2918287937743191,0.2808889845966761,0.2910389158553557
BAW Mendis,middle,1,239.0,514.0,0.4649805447470817,0.4414331678151601,0.46328037312744835
BAW Mendis,middle,2,51.0,514.0,0.09922178988326848,0.06664217673287394,0.09686947124425083
BAW Mendis,middle,3,2.0,514.0,0.0038910505836575876,0.002286430887717876,0.0037751935659002074
BAW Mendis,middle,4,27.0,514.0,0.05252918287937743,0.08739739562221321,0.05504674336622478
BAW Mendis,middle,6,18.0,514.0,0.03501945525291829,0.048281059991892986,0.03597697184056989
BAW Mendis,middle,W,21.0,514.0,0.04085603112840467,0.04221980137819214,0.04095449829445431
BAW Mendis,middle,Wd,5.0,514.0,0.009727626459143969,0.028171868666396434,0.01105934069793476
BAW Mendis,middle,Nb,1.0,514.0,0.0019455252918287938,0.002679114308877179,0.001998492007861168
BAW Mendis,powerplay,0,59.0,144.0,0.4097222222222222,0.4228881521678736,0.4125843809060595
BAW Mendis,powerplay,1,54.0,144.0,0.375,0.25764450947345025,0.3494879368420544
BAW Mendis,powerplay,2,7.0,144.0,0.04861111111111111,0.04384827662845184,0.047575712310533015
BAW Mendis,powerplay,3,1.0,144.0,0.006944444444444444,0.005028429611245902,0.00652791948070563
BAW Mendis,powerplay,4,11.0,144.0,0.0763888888888889,0.15223269683107069,0.0928766732241458
BAW Mendis,powerplay,6,4.0,144.0,0.027777777777777776,0.040523771600022226,0.03054864600000483
BAW Mendis,powerplay,W,5.0,144.0,0.034722222222222224,0.03919952586446391,0.03569554910097041
BAW Mendis,powerplay,Wd,2.0,144.0,0.013888888888888888,0.03486563072990943,0.018449050158675963
BAW Mendis,powerplay,Nb,1.0,144.0,0.006944444444444444,0.003769007093512122,0.006254131976850461
BB Sran,death,0,13.0,88.0,0.14772727272727273,0.21696977459016392,0.16936555455942623
BB Sran,death,1,40.0,88.0,0.45454545454545453,0.37083760245901637,0.4283867507684426
BB Sran,death,2,5.0,88.0,0.056818181818181816,0.08837090163934426,0.06667840676229508
BB Sran,death,3,0.0,88.0,0.0,0.002651127049180328,0.0008284772028688525
BB Sran,death,4,10.0,88.0,0.11363636363636363,0.11151383196721311,0.1129730724897541
BB Sran,death,6,4.0,88.0,0.045454545454545456,0.07952100409836066,0.05610031378073771
BB Sran,death,W,7.0,88.0,0.07954545454545454,0.08016137295081967,0.07973792904713115
BB Sran,death,Wd,8.0,88.0,0.09090909090909091,0.04340420081967213,0.07606381275614754
BB Sran,death,Nb,1.0,88.0,0.011363636363636364,0.006570184426229508,0.009865682633196721
BB Sran,middle,0,45.0,173.0,0.26011560693641617,0.2808889845966761,0.2640167107223805
BB Sran,middle,1,66.0,173.0,0.3815028901734104,0.4414331678151601,0.39275740240660284
BB Sran,middle,2,12.0,173.0,0.06936416184971098,0.06664217673287394,0.06885299093575098
BB Sran,middle,3,1.0,173.0,0.005780346820809248,0.002286430887717876,0.005124212373280352
BB Sran,middle,4,17.0,173.0,0.09826589595375723,0.08739739562221321,0.09622486302764567
BB Sran,middle,6,15.0,173.0,0.08670520231213873,0.048281059991892986,0.07948940093744468
BB Sran,middle,W,7.0,173.0,0.04046242774566474,0.04221980137819214,0.04079245096304077
BB Sran,middle,Wd,10.0,173.0,0.057803468208092484,0.028171868666396434,0.052238848575849095
BB Sran,middle,Nb,0.0,173.0,0.0,0.002679114308877179,0.000503120058005104
BB Sran,powerplay,0,97.0,244.0,0.3975409836065574,0.4228881521678736,0.40111100734758787
BB Sran,powerplay,1,53.0,244.0,0.21721311475409835,0.25764450947345025,0.2229076773906268
BB Sran,powerplay,2,18.0,244.0,0.07377049180327869,0.04384827662845184,0.06955609529978195
BB Sran,powerplay,3,1.0,244.0,0.004098360655737705,0.005028429611245902,0.00422935628327407
BB Sran,powerplay,4,45.0,244.0,0.18442622950819673,0.15223269683107069,0.17989192913113672
BB Sran,powerplay,6,9.0,244.0,0.036885245901639344,0.040523771600022226,0.03739771430986229
BB Sran,powerplay,W,7.0,244.0,0.028688524590163935,0.03919952586446391,0.03016894730485407
BB Sran,powerplay,Wd,12.0,244.0,0.04918032786885246,0.03486563072990943,0.04716417334224077
BB Sran,powerplay,Nb,2.0,244.0,0.00819672131147541,0.003769007093512122,0.00757309959063551
BCJ Cutting,death,0,12.0,76.0,0.15789473684210525,0.21696977459016392,0.17826543951384963
BCJ Cutting,death,1,36.0,76.0,0.47368421052631576,0.37083760245901637,0.4382198629169022
BCJ Cutting,death,2,3.0,76.0,0.039473684210526314,0.08837090163934426,0.056334793668739405
BCJ Cutting,death,3,1.0,76.0,0.013157894736842105,0.002651127049180328,0.009534871396269079
BCJ Cutting,death,4,13.0,76.0,0.17105263157894737,0.11151383196721311,0.15052201102317694
BCJ Cutting,death,6,7.0,76.0,0.09210526315789473,0.07952100409836066,0.08776586348219334
BCJ Cutting,death,W,2.0,76.0,0.02631578947368421,0.08016137295081967,0.04488323205200678
BCJ Cutting,death,Wd,2.0,76.0,0.02631578947368421,0.04340420081967213,0.03220834511023177
BCJ Cutting,death,Nb,0.0,76.0,0.0,0.006570184426229508,0.002265580836630865
BCJ Cutting,middle,0,50.0,199.0,0.25125628140703515,0.2808889845966761,0.25621572963961103
BCJ Cutting,middle,1,90.0,199.0,0.45226130653266333,0.4414331678151601,0.45044906574312304
BCJ Cutting,middle,2,11.0,199.0,0.05527638190954774,0.06664217673287394,0.05717860698458141
BCJ Cutting,middle,3,0.0,199.0,0.0,0.002286430887717876,0.00038266625735864035
BCJ Cutting,middle,4,26.0,199.0,0.1306532663316583,0.08739739562221321,0.1234137900622951
BCJ Cutting,middle,6,6.0,199.0,0.03015075376884422,0.048281059991892986,0.03318511464299464
BCJ Cutting,middle,W,11.0,199.0,0.05527638190954774,0.04221980137819214,0.05309118014697776
BCJ Cutting,middle,Wd,5.0,199.0,0.02512562814070352,0.028171868666396434,0.025635459191028692
BCJ Cutting,middle,Nb,0.0,199.0,0.0,0.002679114308877179,0.00044838733202965335
BCJ Cutting,powerplay,0,16.0,62.0,0.25806451612903225,0.4228881521678736,0.3227012361442642
BCJ Cutting,powerplay,1,27.0,62.0,0.43548387096774194,0.25764450947345025,0.3657429448915491
BCJ Cutting,powerplay,2,3.0,62.0,0.04838709677419355,0.04384827662845184,0.04660716730527523
BCJ Cutting,powerplay,3,1.0,62.0,0.016129032258064516,0.005028429611245902,0.011775854749508196
BCJ Cutting,powerplay,4,11.0,62.0,0.1774193548387097,0.15223269683107069,0.16754223405140026
BCJ Cutting,powerplay,6,2.0,62.0,0.03225806451612903,0.040523771600022226,0.03549951827451852
BCJ Cutting,powerplay,W,0.0,62.0,0.0,0.03919952586446391,0.015372363084103493
BCJ Cutting,powerplay,Wd,2.0,62.0,0.03225806451612903,0.03486563072990943,0.033280639501925266
BCJ Cutting,powerplay,Nb,0.0,62.0,0.0,0.003769007093512122,0.0014780419974557341
BE Hendricks,death,0,23.0,109.0,0.21100917431192662,0.21696977459016392,0.2126093354604467
BE Hendricks,death,1,35.0,109.0,0.3211009174311927,0.37083760245901637,0.3344530476400044
BE Hendricks,death,2,6.0,109.0,0.05504587155963303,0.08837090163934426,0.0639921883595555
BE Hendricks,death,3,0.0,109.0,0.0,0.002651127049180328,0.0007117119595114975
BE Hendricks,death,4,18.0,109.0,0.1651376146788991,0.11151383196721311,0.1507419683133458
BE Hendricks,death,6,9.0,109.0,0.08256880733944955,0.07952100409836066,0.08175060512707669
BE Hendricks,death,W,11.0,109.0,0.10091743119266056,0.08016137295081967,0.09534533502035428
BE Hendricks,death,Wd,7.0,109.0,0.06422018348623854,0.04340420081967213,0.05863200022004621
BE Hendricks,death,Nb,0.0,109.0,0.0,0.006570184426229508,0.0017638078996589283
BE Hendricks,middle,0,23.0,81.0,0.2839506172839506,0.2808889845966761,0.2829385073046863
BE Hendricks,middle,1,30.0,81.0,0.37037037037037035,0.4414331678151601,0.39386220423641655
BE Hendricks,middle,2,6.0,81.0,0.07407407407407407,0.06664217673287394,0.07161724850673519
BE Hendricks,middle,3,0.0,81.0,0.0,0.002286430887717876,0.0007558449215596284
BE Hendricks,middle,4,12.0,81.0,0.14814814814814814,0.08739739562221321,0.12806525475114486
BE Hendricks,middle,6,2.0,81.0,0.024691358024691357,0.048281059991892986,0.03248960660889024
BE Hendricks,middle,W,5.0,81.0,0.06172839506172839,0.04221980137819214,0.055279273182873435
BE Hendricks,middle,Wd,2.0,81.0,0.024691358024691357,0.028171868666396434,0.025841940055007083
BE Hendricks,middle,Nb,1.0,81.0,0.012345679012345678,0.002679114308877179,0.00915012043268667
BE Hendricks,powerplay,0,50.0,157.0,0.3184713375796178,0.4228881521678736,0.33967272125236014
BE Hendricks,powerplay,1,46.0,157.0,0.2929936305732484,0.25764450947345025,0.2858161440555229
