batter,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
D Padikkal,powerplay,0,309.0,764.0,0.40445026178010474,0.4228881521678736,0.40536756975959565
D Padikkal,powerplay,1,205.0,764.0,0.2683246073298429,0.25764450947345025,0.26779325917778357
D Padikkal,powerplay,2,28.0,764.0,0.03664921465968586,0.04384827662845184,0.037007376946689145
D Padikkal,powerplay,3,4.0,764.0,0.005235602094240838,0.005028429611245902,0.005225295005534622
D Padikkal,powerplay,4,126.0,764.0,0.1649214659685864,0.15223269683107069,0.16429018392194383
D Padikkal,powerplay,6,32.0,764.0,0.041884816753926704,0.040523771600022226,0.04181710306467772
D Padikkal,powerplay,W,29.0,764.0,0.03795811518324607,0.03919952586446391,0.03801987690867979
D Padikkal,powerplay,Wd,30.0,764.0,0.03926701570680628,0.03486563072990943,0.03904804132984624
D Padikkal,powerplay,Nb,1.0,764.0,0.0013089005235602095,0.003769007093512122,0.0014312938852493592
D Pretorius,death,0,16.0,81.0,0.19753086419753085,0.21696977459016392,0.20395695027774013
D Pretorius,death,1,29.0,81.0,0.35802469135802467,0.37083760245901637,0.36226036444926163
D Pretorius,death,2,9.0,81.0,0.1111111111111111,0.08837090163934426,0.10359368649234521
D Pretorius,death,3,0.0,81.0,0.0,0.002651127049180328,0.0008764056360926704
D Pretorius,death,4,12.0,81.0,0.14814814814814814,0.11151383196721311,0.1360376304023845
D Pretorius,death,6,6.0,81.0,0.07407407407407407,0.07952100409836066,0.07587471209863163
D Pretorius,death,W,8.0,81.0,0.09876543209876543,0.08016137295081967,0.09261532990109742
D Pretorius,death,Wd,1.0,81.0,0.012345679012345678,0.04340420081967213,0.022612958948651944
D Pretorius,death,Nb,0.0,81.0,0.0,0.006570184426229508,0.002171961793794879
D Pretorius,middle,0,8.0,37.0,0.21621621621621623,0.2808889845966761,0.24981245953074085
D Pretorius,middle,1,15.0,37.0,0.40540540540540543,0.4414331678151601,0.4241211261377455
D Pretorius,middle,2,1.0,37.0,0.02702702702702703,0.06664217673287394,0.04760632557551893
D Pretorius,middle,3,0.0,37.0,0.0,0.002286430887717876,0.0011877563053079875
D Pretorius,middle,4,3.0,37.0,0.08108108108108109,0.08739739562221321,0.08436228344011075
D Pretorius,middle,6,3.0,37.0,0.08108108108108109,0.048281059991892986,0.06404210908669765
D Pretorius,middle,W,3.0,37.0,0.08108108108108109,0.04221980137819214,0.06089340331334657
D Pretorius,middle,Wd,4.0,37.0,0.10810810810810811,0.028171868666396434,0.06658278891760853
D Pretorius,middle,Nb,0.0,37.0,0.0,0.002679114308877179,0.0013917476929232097
D Pretorius,powerplay,0,16.0,30.0,0.5333333333333333,0.4228881521678736,0.470221801238785
D Pretorius,powerplay,1,4.0,30.0,0.13333333333333333,0.25764450947345025,0.20436829112768587
D Pretorius,powerplay,2,0.0,30.0,0.0,0.04384827662845184,0.02505615807340105
D Pretorius,powerplay,3,0.0,30.0,0.0,0.005028429611245902,0.0028733883492833728
D Pretorius,powerplay,4,3.0,30.0,0.1,0.15223269683107069,0.1298472553320404
D Pretorius,powerplay,6,4.0,30.0,0.13333333333333333,0.040523771600022226,0.08029929805715556
D Pretorius,powerplay,W,3.0,30.0,0.1,0.03919952586446391,0.06525687192255081
D Pretorius,powerplay,Wd,0.0,30.0,0.0,0.03486563072990943,0.019923217559948248
D Pretorius,powerplay,Nb,0.0,30.0,0.0,0.003769007093512122,0.002153718339149784
D Wiese,death,0,25.0,115.0,0.21739130434782608,0.21696977459016392,0.21728252247488103
D Wiese,death,1,42.0,115.0,0.3652173913043478,0.37083760245901637,0.3666677683765204
D Wiese,death,2,11.0,115.0,0.09565217391304348,0.08837090163934426,0.09377313590692755
D Wiese,death,3,0.0,115.0,0.0,0.002651127049180328,0.0006841618191433104
D Wiese,death,4,13.0,115.0,0.11304347826086956,0.11151383196721311,0.11264873083024855
D Wiese,death,6,9.0,115.0,0.0782608695652174,0.07952100409836066,0.0785860655737705
D Wiese,death,W,12.0,115.0,0.10434782608695652,0.08016137295081967,0.09810616076150185
D Wiese,death,Wd,3.0,115.0,0.02608695652173913,0.04340420081967213,0.030555922792173455
D Wiese,death,Nb,0.0,115.0,0.0,0.006570184426229508,0.0016955314648334214
D Wiese,middle,0,13.0,53.0,0.24528301886792453,0.2808889845966761,0.2605974127297532
D Wiese,middle,1,27.0,53.0,0.5094339622641509,0.4414331678151601,0.4801863087377033
D Wiese,middle,2,6.0,53.0,0.11320754716981132,0.06664217673287394,0.09317943085284901
D Wiese,middle,3,0.0,53.0,0.0,0.002286430887717876,0.0009834111345023123
D Wiese,middle,4,3.0,53.0,0.05660377358490566,0.08739739562221321,0.06984834220310246
D Wiese,middle,6,1.0,53.0,0.018867924528301886,0.048281059991892986,0.03151873548038408
D Wiese,middle,W,0.0,53.0,0.0,0.04221980137819214,0.018159054356211672
D Wiese,middle,Wd,3.0,53.0,0.05660377358490566,0.028171868666396434,0.04437499727586943
D Wiese,middle,Nb,0.0,53.0,0.0,0.002679114308877179,0.001152307229624593
DA Miller,death,0,234.0,1290.0,0.1813953488372093,0.21696977459016392,0.18246525637865155
DA Miller,death,1,534.0,1290.0,0.413953488372093,0.37083760245901637,0.41265676999876744
DA Miller,death,2,118.0,1290.0,0.09147286821705426,0.08837090163934426,0.09137957598915321
DA Miller,death,3,0.0,1290.0,0.0,0.002651127049180328,7.973314433625046e-05
DA Miller,death,4,143.0,1290.0,0.11085271317829458,0.11151383196721311,0.11087259645014176
DA Miller,death,6,128.0,1290.0,0.09922480620155039,0.07952100409836066,0.09863221064957475
DA Miller,death,W,75.0,1290.0,0.05813953488372093,0.08016137295081967,0.058801845803032174
DA Miller,death,Wd,51.0,1290.0,0.03953488372093023,0.04340420081967213,0.039651254159990136
DA Miller,death,Nb,7.0,1290.0,0.005426356589147287,0.006570184426229508,0.005460757426352767
DA Miller,middle,0,554.0,1940.0,0.28556701030927834,0.2808889845966761,0.28547250473932684
DA Miller,middle,1,863.0,1940.0,0.44484536082474224,0.4414331678151601,0.4447764276326295
DA Miller,middle,2,155.0,1940.0,0.07989690721649484,0.06664217673287394,0.07962913488349241
DA Miller,middle,3,1.0,1940.0,0.0005154639175257732,0.002286430887717876,0.0005512410280347046
DA Miller,middle,4,159.0,1940.0,0.08195876288659794,0.08739739562221321,0.08206863425499421
DA Miller,middle,6,82.0,1940.0,0.042268041237113405,0.048281059991892986,0.04238951636347259
DA Miller,middle,W,67.0,1940.0,0.034536082474226806,0.04221980137819214,0.03469130911875136
DA Miller,middle,Wd,51.0,1940.0,0.026288659793814433,0.028171868666396434,0.02632670441750296
DA Miller,middle,Nb,8.0,1940.0,0.004123711340206186,0.002679114308877179,0.004094527561795499
DA Miller,powerplay,0,93.0,202.0,0.4603960396039604,0.4228881521678736,0.4541963887880783
DA Miller,powerplay,1,54.0,202.0,0.26732673267326734,0.25764450947345025,0.2657263652022232
DA Miller,powerplay,2,9.0,202.0,0.04455445544554455,0.04384827662845184,0.04443773167412427
DA Miller,powerplay,3,1.0,202.0,0.0049504950495049506,0.005028429611245902,0.004963376795247256
DA Miller,powerplay,4,21.0,202.0,0.10396039603960396,0.15223269683107069,0.11193928873240838
DA Miller,powerplay,6,5.0,202.0,0.024752475247524754,0.040523771600022226,0.027359301090912766
DA Miller,powerplay,W,9.0,202.0,0.04455445544554455,0.03919952586446391,0.04366934311809321
DA Miller,powerplay,Wd,10.0,202.0,0.04950495049504951,0.03486563072990943,0.04708522821981974
DA Miller,powerplay,Nb,0.0,202.0,0.0,0.003769007093512122,0.0006229763790929128
DA Warner,death,0,73.0,400.0,0.1825,0.21696977459016392,0.18563361587183308
DA Warner,death,1,152.0,400.0,0.38,0.37083760245901637,0.37916705476900153
DA Warner,death,2,43.0,400.0,0.1075,0.08837090163934426,0.1057609910581222
DA Warner,death,3,1.0,400.0,0.0025,0.002651127049180328,0.0025137388226527573
DA Warner,death,4,56.0,400.0,0.14,0.11151383196721311,0.13741034836065574
DA Warner,death,6,28.0,400.0,0.07,0.07952100409836066,0.07086554582712369
DA Warner,death,W,31.0,400.0,0.0775,0.08016137295081967,0.07774194299552907
DA Warner,death,Wd,14.0,400.0,0.035,0.04340420081967213,0.03576401825633383
DA Warner,death,Nb,2.0,400.0,0.005,0.006570184426229508,0.005142744038748137
DA Warner,middle,0,573.0,2305.0,0.24859002169197397,0.2808889845966761,0.249140963489922
DA Warner,middle,1,1043.0,2305.0,0.4524945770065076,0.4414331678151601,0.4523058962527106
DA Warner,middle,2,226.0,2305.0,0.09804772234273319,0.06664217673287394,0.09751202007220254
DA Warner,middle,3,7.0,2305.0,0.003036876355748373,0.002286430887717876,0.003024075580174292
DA Warner,middle,4,204.0,2305.0,0.08850325379609544,0.08739739562221321,0.08848439054366249
DA Warner,middle,6,113.0,2305.0,0.049023861171366596,0.048281059991892986,0.0490111907887743
DA Warner,middle,W,79.0,2305.0,0.03427331887201735,0.04221980137819214,0.03440886654802887
DA Warner,middle,Wd,53.0,2305.0,0.02299349240780911,0.028171868666396434,0.02308182291968267
DA Warner,middle,Nb,7.0,2305.0,0.003036876355748373,0.002679114308877179,0.0030307738048422545
DA Warner,powerplay,0,1216.0,3094.0,0.3930187459599224,0.4228881521678736,0.39339997641567165
DA Warner,powerplay,1,769.0,3094.0,0.24854557207498384,0.25764450947345025,0.24866170401370072
DA Warner,powerplay,2,182.0,3094.0,0.058823529411764705,0.04384827662845184,0.05863239663852523
DA Warner,powerplay,3,27.0,3094.0,0.008726567550096962,0.005028429611245902,0.008679367321139067
DA Warner,powerplay,4,531.0,3094.0,0.17162249515190692,0.15223269683107069,0.17137501846625489
DA Warner,powerplay,6,134.0,3094.0,0.04330963154492566,0.040523771600022226,0.04327407494065121
DA Warner,powerplay,W,107.0,3094.0,0.0345830639948287,0.03919952586446391,0.03464198501422417
DA Warner,powerplay,Wd,116.0,3094.0,0.03749191984486102,0.03486563072990943,0.03745839988168359
DA Warner,powerplay,Nb,12.0,3094.0,0.003878474466709761,0.003769007093512122,0.0038770773081494847
DAJ Bracewell,death,0,10.0,48.0,0.20833333333333334,0.21696977459016392,0.21225898845007451
DAJ Bracewell,death,1,19.0,48.0,0.3958333333333333,0.37083760245901637,0.3844716374813711
DAJ Bracewell,death,2,5.0,48.0,0.10416666666666667,0.08837090163934426,0.09698677347242922
DAJ Bracewell,death,3,0.0,48.0,0.0,0.002651127049180328,0.0012050577496274218
DAJ Bracewell,death,4,3.0,48.0,0.0625,0.11151383196721311,0.08477901453055142
DAJ Bracewell,death,6,7.0,48.0,0.14583333333333334,0.07952100409836066,0.11569136549925485
DAJ Bracewell,death,W,4.0,48.0,0.08333333333333333,0.08016137295081967,0.08189153315946349
DAJ Bracewell,death,Wd,0.0,48.0,0.0,0.04340420081967213,0.019729182190760062
DAJ Bracewell,death,Nb,0.0,48.0,0.0,0.006570184426229508,0.002986447466467958
DAJ Bracewell,middle,0,9.0,17.0,0.5294117647058824,0.2808889845966761,0.3550098137520534
DAJ Bracewell,middle,1,6.0,17.0,0.35294117647058826,0.4414331678151601,0.41504081951941063
DAJ Bracewell,middle,2,1.0,17.0,0.058823529411764705,0.06664217673287394,0.06431029946166592
DAJ Bracewell,middle,3,0.0,17.0,0.0,0.002286430887717876,0.0016045129036616674
DAJ Bracewell,middle,4,0.0,17.0,0.0,0.08739739562221321,0.06133150569979875
DAJ Bracewell,middle,6,0.0,17.0,0.0,0.048281059991892986,0.03388144560834595
DAJ Bracewell,middle,W,1.0,17.0,0.058823529411764705,0.04221980137819214,0.047171790440836595
DAJ Bracewell,middle,Wd,0.0,17.0,0.0,0.028171868666396434,0.01976973239747118
DAJ Bracewell,middle,Nb,0.0,17.0,0.0,0.002679114308877179,0.001880080216755915
DE Bollinger,death,0,9.0,24.0,0.375,0.21696977459016392,0.27623110911885246
DE Bollinger,death,1,10.0,24.0,0.4166666666666667,0.37083760245901637,0.38802350153688525
DE Bollinger,death,2,1.0,24.0,0.041666666666666664,0.08837090163934426,0.07085681352459017
DE Bollinger,death,3,0.0,24.0,0.0,0.002651127049180328,0.001656954405737705
DE Bollinger,death,4,1.0,24.0,0.041666666666666664,0.11151383196721311,0.0853211449795082
DE Bollinger,death,6,1.0,24.0,0.041666666666666664,0.07952100409836066,0.06532562756147542
DE Bollinger,death,W,1.0,24.0,0.041666666666666664,0.08016137295081967,0.06572585809426229
DE Bollinger,death,Wd,0.0,24.0,0.0,0.04340420081967213,0.027127625512295084
DE Bollinger,death,Nb,1.0,24.0,0.041666666666666664,0.006570184426229508,0.019731365266393443
DJ Bravo,death,0,101.0,624.0,0.16185897435897437,0.21696977459016392,0.16517890208374483
DJ Bravo,death,1,234.0,624.0,0.375,0.37083760245901637,0.3747492531601817
DJ Bravo,death,2,82.0,624.0,0.13141025641025642,0.08837090163934426,0.12881752419514123
DJ Bravo,death,3,3.0,624.0,0.004807692307692308,0.002651127049180328,0.004677778737902429
DJ Bravo,death,4,65.0,624.0,0.10416666666666667,0.11151383196721311,0.1046092669859767
DJ Bravo,death,6,54.0,624.0,0.08653846153846154,0.07952100409836066,0.08611572313845546
DJ Bravo,death,W,56.0,624.0,0.08974358974358974,0.08016137295081967,0.08916634776812167
DJ Bravo,death,Wd,25.0,624.0,0.04006410256410257,0.04340420081967213,0.04026531330238989
DJ Bravo,death,Nb,4.0,624.0,0.00641025641025641,0.006570184426229508,0.0064198906280861145
DJ Bravo,middle,0,346.0,924.0,0.37445887445887444,0.2808889845966761,0.3705763064147998
DJ Bravo,middle,1,362.0,924.0,0.3917748917748918,0.4414331678151601,0.393835401154156
DJ Bravo,middle,2,59.0,924.0,0.06385281385281386,0.06664217673287394,0.06396855505115659
DJ Bravo,middle,3,2.0,924.0,0.0021645021645021645,0.002286430887717876,0.002169561447623148
DJ Bravo,middle,4,55.0,924.0,0.05952380952380952,0.08739739562221321,0.06068038985984287
DJ Bravo,middle,6,27.0,924.0,0.02922077922077922,0.048281059991892986,0.03001166224032751
DJ Bravo,middle,W,38.0,924.0,0.04112554112554113,0.04221980137819214,0.04117094611527768
DJ Bravo,middle,Wd,32.0,924.0,0.03463203463203463,0.028171868666396434,0.03436397795296251
DJ Bravo,middle,Nb,3.0,924.0,0.003246753246753247,0.002679114308877179,0.003223199763853825
DJ Bravo,powerplay,0,94.0,183.0,0.5136612021857924,0.4228881521678736,0.49737904074760064
DJ Bravo,powerplay,1,45.0,183.0,0.2459016393442623,0.25764450947345025,0.24800798376205385
DJ Bravo,powerplay,2,7.0,183.0,0.03825136612021858,0.04384827662845184,0.03925529625622455
DJ Bravo,powerplay,3,0.0,183.0,0.0,0.005028429611245902,0.0009019604683849152
DJ Bravo,powerplay,4,19.0,183.0,0.10382513661202186,0.15223269683107069,0.11250810705490057
DJ Bravo,powerplay,6,5.0,183.0,0.0273224043715847,0.040523771600022226,0.02969036261883807
DJ Bravo,powerplay,W,6.0,183.0,0.03278688524590164,0.03919952586446391,0.033937134684208774
DJ Bravo,powerplay,Wd,7.0,183.0,0.03825136612021858,0.03486563072990943,0.03764405932375057
DJ Bravo,powerplay,Nb,0.0,183.0,0.0,0.003769007093512122,0.0006760550840380488
DJ Hooda,death,0,61.0,353.0,0.17280453257790368,0.21696977459016392,0.17729972260459684
DJ Hooda,death,1,142.0,353.0,0.40226628895184136,0.37083760245901637,0.3990674404538439
DJ Hooda,death,2,34.0,353.0,0.09631728045325778,0.08837090163934426,0.0955084887164727
DJ Hooda,death,3,0.0,353.0,0.0,0.002651127049180328,0.0002698348141659367
DJ Hooda,death,4,26.0,353.0,0.07365439093484419,0.11151383196721311,0.07750776915696826
DJ Hooda,death,6,24.0,353.0,0.0679886685552408,0.07952100409836066,0.06916244316522754
DJ Hooda,death,W,39.0,353.0,0.11048158640226628,0.08016137295081967,0.1073955595878697
DJ Hooda,death,Wd,21.0,353.0,0.059490084985835696,0.04340420081967213,0.0578528448671422
DJ Hooda,death,Nb,6.0,353.0,0.0169971671388102,0.006570184426229508,0.015935896633712927
DJ Hooda,middle,0,178.0,725.0,0.24551724137931036,0.2808889845966761,0.24736674429263666
DJ Hooda,middle,1,345.0,725.0,0.47586206896551725,0.4414331678151601,0.4740618649837992
DJ Hooda,middle,2,56.0,725.0,0.07724137931034483,0.06664217673287394,0.07668717263962739
DJ Hooda,middle,3,2.0,725.0,0.002758620689655172,0.002286430887717876,0.0027339310268087776
DJ Hooda,middle,4,56.0,725.0,0.07724137931034483,0.08739739562221321,0.07777241284299154
DJ Hooda,middle,6,34.0,725.0,0.04689655172413793,0.048281059991892986,0.04696894431330159
DJ Hooda,middle,W,36.0,725.0,0.0496551724137931,0.04221980137819214,0.04926639484330416
DJ Hooda,middle,Wd,18.0,725.0,0.02482758620689655,0.028171868666396434,0.025002450649223344
DJ Hooda,middle,Nb,0.0,725.0,0.0,0.002679114308877179,0.00014008440830730348
DJ Hooda,powerplay,0,78.0,176.0,0.4431818181818182,0.4228881521678736,0.4394237318829396
DJ Hooda,powerplay,1,48.0,176.0,0.2727272727272727,0.25764450947345025,0.2699341684210093
DJ Hooda,powerplay,2,9.0,176.0,0.05113636363636364,0.04384827662845184,0.04978671789415775
DJ Hooda,powerplay,3,2.0,176.0,0.011363636363636364,0.005028429611245902,0.0101904499280085
DJ Hooda,powerplay,4,22.0,176.0,0.125,0.15223269683107069,0.13004309200575384
DJ Hooda,powerplay,6,5.0,176.0,0.028409090909090908,0.040523771600022226,0.030652550296300412
DJ Hooda,powerplay,W,8.0,176.0,0.045454545454545456,0.03919952586446391,0.04429620849341925
DJ Hooda,powerplay,Wd,3.0,176.0,0.017045454545454544,0.03486563072990943,0.02034548717220545
DJ Hooda,powerplay,Nb,1.0,176.0,0.005681818181818182,0.003769007093512122,0.005327593906205948
DJ Hussey,death,0,57.0,289.0,0.1972318339100346,0.21696977459016392,0.19963158353679805
DJ Hussey,death,1,118.0,289.0,0.4083044982698962,0.37083760245901637,0.40374925257860383
DJ Hussey,death,2,25.0,289.0,0.08650519031141868,0.08837090163934426,0.0867320245154218
DJ Hussey,death,3,0.0,289.0,0.0,0.002651127049180328,0.00032232547710399123
DJ Hussey,death,4,25.0,289.0,0.08650519031141868,0.11151383196721311,0.08954575464646969
DJ Hussey,death,6,35.0,289.0,0.12110726643598616,0.07952100409836066,0.11605118590861528
DJ Hussey,death,W,22.0,289.0,0.07612456747404844,0.08016137295081967,0.07661536449250086
DJ Hussey,death,Wd,4.0,289.0,0.01384083044982699,0.04340420081967213,0.01743516119388111
DJ Hussey,death,Nb,3.0,289.0,0.010380622837370242,0.006570184426229508,0.009917347650605412
DJ Hussey,middle,0,288.0,931.0,0.30934479054779807,0.2808889845966761,0.3081725637320979
DJ Hussey,middle,1,422.0,931.0,0.4532760472610097,0.4414331678151601,0.45278818405005805
DJ Hussey,middle,2,62.0,931.0,0.06659505907626208,0.06664217673287394,0.06659700007138512
DJ Hussey,middle,3,3.0,931.0,0.00322234156820623,0.002286430887717876,0.003183787060256143
DJ Hussey,middle,4,62.0,931.0,0.06659505907626208,0.08739739562221321,0.06745200393912311
DJ Hussey,middle,6,29.0,931.0,0.031149301825993556,0.048281059991892986,0.03185503851665882
DJ Hussey,middle,W,39.0,931.0,0.04189044038668099,0.04221980137819214,0.04190400829570307
DJ Hussey,middle,Wd,23.0,931.0,0.024704618689581095,0.028171868666396434,0.024847450820448876
DJ Hussey,middle,Nb,3.0,931.0,0.00322234156820623,0.002679114308877179,0.003199963514268885
DJ Hussey,powerplay,0,76.0,145.0,0.5241379310344828,0.4228881521678736,0.5022460869552159
DJ Hussey,powerplay,1,30.0,145.0,0.20689655172413793,0.25764450947345025,0.21786908312939465
DJ Hussey,powerplay,2,6.0,145.0,0.041379310344827586,0.04384827662845184,0.041913140892638236
DJ Hussey,powerplay,3,2.0,145.0,0.013793103448275862,0.005028429611245902,0.011898038834863978
DJ Hussey,powerplay,4,18.0,145.0,0.12413793103448276,0.15223269683107069,0.13021247499050176
DJ Hussey,powerplay,6,3.0,145.0,0.020689655172413793,0.040523771600022226,0.024978112778383185
DJ Hussey,powerplay,W,4.0,145.0,0.027586206896551724,0.03919952586446391,0.03009719478150571
DJ Hussey,powerplay,Wd,6.0,145.0,0.041379310344827586,0.03486563072990943,0.03997094718484528
DJ Hussey,powerplay,Nb,0.0,145.0,0.0,0.003769007093512122,0.0008149204526512697
DJ Malan,death,0,12.0,82.0,0.14634146341463414,0.21696977459016392,0.16949828675087342
DJ Malan,death,1,24.0,82.0,0.2926829268292683,0.37083760245901637,0.31830741064230045
DJ Malan,death,2,8.0,82.0,0.0975609756097561,0.08837090163934426,0.09454783660306369
DJ Malan,death,3,1.0,82.0,0.012195121951219513,0.002651127049180328,0.009065943294813222
DJ Malan,death,4,10.0,82.0,0.12195121951219512,0.11151383196721311,0.11852912523515186
DJ Malan,death,6,12.0,82.0,0.14634146341463414,0.07952100409836066,0.12443311609782318
DJ Malan,death,W,11.0,82.0,0.13414634146341464,0.08016137295081967,0.11644635178715398
DJ Malan,death,Wd,4.0,82.0,0.04878048780487805,0.04340420081967213,0.04701777076054824
DJ Malan,death,Nb,0.0,82.0,0.0,0.006570184426229508,0.00215415882827197
DJ Malan,middle,0,155.0,594.0,0.2609427609427609,0.2808889845966761,0.2622011977663518
DJ Malan,middle,1,252.0,594.0,0.42424242424242425,0.4414331678151601,0.4253270137422814
DJ Malan,middle,2,30.0,594.0,0.050505050505050504,0.06664217673287394,0.05152316572447154
DJ Malan,middle,3,6.0,594.0,0.010101010101010102,0.002286430887717876,0.009607976712158857
DJ Malan,middle,4,74.0,594.0,0.12457912457912458,0.08739739562221321,0.12223327417174848
DJ Malan,middle,6,36.0,594.0,0.06060606060606061,0.048281059991892986,0.05982845804365255
DJ Malan,middle,W,18.0,594.0,0.030303030303030304,0.04221980137819214,0.03105487705856102
DJ Malan,middle,Wd,22.0,594.0,0.037037037037037035,0.028171868666396434,0.03647772042059284
DJ Malan,middle,Nb,1.0,594.0,0.0016835016835016834,0.002679114308877179,0.0017463163601815254
DJ Malan,powerplay,0,159.0,375.0,0.424,0.4228881521678736,0.42389283394389143
DJ Malan,powerplay,1,108.0,375.0,0.288,0.25764450947345025,0.28507416958780246
DJ Malan,powerplay,2,14.0,375.0,0.037333333333333336,0.04384827662845184,0.0379612796750315
DJ Malan,powerplay,3,1.0,375.0,0.0026666666666666666,0.005028429611245902,0.0028943064685538217
DJ Malan,powerplay,4,55.0,375.0,0.14666666666666667,0.15223269683107069,0.14720315150178995
DJ Malan,powerplay,6,5.0,375.0,0.013333333333333334,0.040523771600022226,0.015954098467472023
DJ Malan,powerplay,W,8.0,375.0,0.021333333333333333,0.03919952586446391,0.023055375986936282
DJ Malan,powerplay,Wd,24.0,375.0,0.064,0.03486563072990943,0.06119186802215995
DJ Malan,powerplay,Nb,1.0,375.0,0.0026666666666666666,0.003769007093512122,0.002772916346362614
DJ Mitchell,death,0,34.0,233.0,0.1459227467811159,0.21696977459016392,0.15633256770551854
DJ Mitchell,death,1,95.0,233.0,0.40772532188841204,0.37083760245901637,0.4023205278328229
DJ Mitchell,death,2,28.0,233.0,0.12017167381974249,0.08837090163934426,0.11551222002041674
DJ Mitchell,death,3,0.0,233.0,0.0,0.002651127049180328,0.0003884435236894253
DJ Mitchell,death,4,26.0,233.0,0.11158798283261803,0.11151383196721311,0.1115771182369543
DJ Mitchell,death,6,17.0,233.0,0.07296137339055794,0.07952100409836066,0.07392249144298325
DJ Mitchell,death,W,22.0,233.0,0.0944206008583691,0.08016137295081967,0.0923313366960908
DJ Mitchell,death,Wd,9.0,233.0,0.03862660944206009,0.04340420081967213,0.03932662283072119
DJ Mitchell,death,Nb,2.0,233.0,0.008583690987124463,0.006570184426229508,0.008288671710802858
DJ Mitchell,middle,0,124.0,520.0,0.23846153846153847,0.2808889845966761,0.241492070328334
DJ Mitchell,middle,1,244.0,520.0,0.46923076923076923,0.4414331678151601,0.4672452262725114
DJ Mitchell,middle,2,45.0,520.0,0.08653846153846154,0.06664217673287394,0.08511729833806242
DJ Mitchell,middle,3,1.0,520.0,0.0019230769230769232,0.002286430887717876,0.0019490307776941342
DJ Mitchell,middle,4,38.0,520.0,0.07307692307692308,0.08739739562221321,0.07409981397301522
DJ Mitchell,middle,6,23.0,520.0,0.04423076923076923,0.048281059991892986,0.04452007571370664
DJ Mitchell,middle,W,27.0,520.0,0.051923076923076926,0.04221980137819214,0.05122998581272801
DJ Mitchell,middle,Wd,16.0,520.0,0.03076923076923077,0.028171868666396434,0.030583704904742604
DJ Mitchell,middle,Nb,2.0,520.0,0.0038461538461538464,0.002679114308877179,0.003762793879205513
DJ Mitchell,powerplay,0,61.0,172.0,0.3546511627906977,0.4228881521678736,0.3675260664467686
DJ Mitchell,powerplay,1,58.0,172.0,0.3372093023255814,0.25764450947345025,0.32219707725914154
DJ Mitchell,powerplay,2,12.0,172.0,0.06976744186046512,0.04384827662845184,0.06487703332612299
DJ Mitchell,powerplay,3,4.0,172.0,0.023255813953488372,0.005028429611245902,0.019816684832310548
DJ Mitchell,powerplay,4,21.0,172.0,0.12209302325581395,0.15223269683107069,0.12777975411906994
DJ Mitchell,powerplay,6,9.0,172.0,0.05232558139534884,0.040523771600022226,0.05009882483019287
DJ Mitchell,powerplay,W,4.0,172.0,0.023255813953488372,0.03919952586446391,0.026264061483861116
DJ Mitchell,powerplay,Wd,3.0,172.0,0.01744186046511628,0.03486563072990943,0.020729364288662157
DJ Mitchell,powerplay,Nb,0.0,172.0,0.0,0.003769007093512122,0.0007111334138702117
DJ Willey,death,0,33.0,115.0,0.28695652173913044,0.21696977459016392,0.2688954257006875
DJ Willey,death,1,43.0,115.0,0.3739130434782609,0.37083760245901637,0.37311938127974614
DJ Willey,death,2,9.0,115.0,0.0782608695652174,0.08837090163934426,0.08086991010047594
DJ Willey,death,3,0.0,115.0,0.0,0.002651127049180328,0.0006841618191433104
DJ Willey,death,4,10.0,115.0,0.08695652173913043,0.11151383196721311,0.09329389212057114
DJ Willey,death,6,9.0,115.0,0.0782608695652174,0.07952100409836066,0.0785860655737705
DJ Willey,death,W,7.0,115.0,0.06086956521739131,0.08016137295081967,0.06584809624537281
DJ Willey,death,Wd,4.0,115.0,0.034782608695652174,0.04340420081967213,0.03700753569539926
DJ Willey,death,Nb,0.0,115.0,0.0,0.006570184426229508,0.0016955314648334214
DJ Willey,middle,0,19.0,44.0,0.4318181818181818,0.2808889845966761,0.35994713552222674
DJ Willey,middle,1,11.0,44.0,0.25,0.4414331678151601,0.34115865134055245
DJ Willey,middle,2,3.0,44.0,0.06818181818181818,0.06664217673287394,0.06744865558708282
DJ Willey,middle,3,0.0,44.0,0.0,0.002286430887717876,0.0010887766131989886
DJ Willey,middle,4,5.0,44.0,0.11363636363636363,0.08739739562221321,0.10114161696295867
DJ Willey,middle,6,1.0,44.0,0.022727272727272728,0.048281059991892986,0.034895742853282376
DJ Willey,middle,W,4.0,44.0,0.09090909090909091,0.04221980137819214,0.06772371494199626
DJ Willey,middle,Wd,1.0,44.0,0.022727272727272728,0.028171868666396434,0.025319937460188773
DJ Willey,middle,Nb,0.0,44.0,0.0,0.002679114308877179,0.0012757687185129423
DJ Willey,powerplay,0,8.0,12.0,0.6666666666666666,0.4228881521678736,0.47914473243682587
DJ Willey,powerplay,1,2.0,12.0,0.16666666666666666,0.25764450947345025,0.2366496226718848
DJ Willey,powerplay,2,0.0,12.0,0.0,0.04384827662845184,0.033729443560347565
DJ Willey,powerplay,3,0.0,12.0,0.0,0.005028429611245902,0.0038680227778814633
DJ Willey,powerplay,4,1.0,12.0,0.08333333333333333,0.15223269683107069,0.1363328437162082
DJ Willey,powerplay,6,0.0,12.0,0.0,0.040523771600022226,0.0311721320000171
DJ Willey,powerplay,W,0.0,12.0,0.0,0.03919952586446391,0.030153481434203006
