batter,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
R Rampaul,death,Nb,1.0,39.0,0.02564102564102564,0.006570184426229508,0.01598490350695165
R Rampaul,middle,0,9.0,18.0,0.5,0.2808889845966761,0.3488889548942594
R Rampaul,middle,1,8.0,18.0,0.4444444444444444,0.4414331678151601,0.4423677019414897
R Rampaul,middle,2,0.0,18.0,0.0,0.06664217673287394,0.04596012188474065
R Rampaul,middle,3,0.0,18.0,0.0,0.002286430887717876,0.0015768488880812939
R Rampaul,middle,4,0.0,18.0,0.0,0.08739739562221321,0.06027406594635394
R Rampaul,middle,6,0.0,18.0,0.0,0.048281059991892986,0.03329728275302964
R Rampaul,middle,W,1.0,18.0,0.05555555555555555,0.04221980137819214,0.04635848370909803
R Rampaul,middle,Wd,0.0,18.0,0.0,0.028171868666396434,0.019428874942342366
R Rampaul,middle,Nb,0.0,18.0,0.0,0.002679114308877179,0.001847665040604951
R Ravindra,death,0,6.0,34.0,0.17647058823529413,0.21696977459016392,0.19836204031900753
R Ravindra,death,1,13.0,34.0,0.38235294117647056,0.37083760245901637,0.37612843376163047
R Ravindra,death,2,4.0,34.0,0.11764705882352941,0.08837090163934426,0.10182210899424014
R Ravindra,death,3,0.0,34.0,0.0,0.002651127049180328,0.0014330416482055827
R Ravindra,death,4,5.0,34.0,0.14705882352941177,0.11151383196721311,0.12784531457687195
R Ravindra,death,6,1.0,34.0,0.029411764705882353,0.07952100409836066,0.05649784005316793
R Ravindra,death,W,4.0,34.0,0.11764705882352941,0.08016137295081967,0.09738452591936197
R Ravindra,death,Wd,1.0,34.0,0.029411764705882353,0.04340420081967213,0.036975243686309264
R Ravindra,death,Nb,0.0,34.0,0.0,0.006570184426229508,0.0035514510412051397
R Ravindra,middle,0,38.0,219.0,0.1735159817351598,0.2808889845966761,0.19009868487979553
R Ravindra,middle,1,103.0,219.0,0.4703196347031963,0.4414331678151601,0.46585840429577763
R Ravindra,middle,2,18.0,219.0,0.0821917808219178,0.06664217673287394,0.0797902975649226
R Ravindra,middle,3,0.0,219.0,0.0,0.002286430887717876,0.00035311673941588816
R Ravindra,middle,4,20.0,219.0,0.091324200913242,0.08739739562221321,0.0907177444976391
R Ravindra,middle,6,19.0,219.0,0.0867579908675799,0.048281059991892986,0.08081560772075566
R Ravindra,middle,W,11.0,219.0,0.0502283105022831,0.04221980137819214,0.04899147511632311
R Ravindra,middle,Wd,8.0,219.0,0.0365296803652968,0.028171868666396434,0.035238898635736905
R Ravindra,middle,Nb,2.0,219.0,0.0091324200913242,0.002679114308877179,0.008135770549633542
R Ravindra,powerplay,0,99.0,260.0,0.38076923076923075,0.4228881521678736,0.3863850869557165
R Ravindra,powerplay,1,70.0,260.0,0.2692307692307692,0.25764450947345025,0.26768593459646
R Ravindra,powerplay,2,18.0,260.0,0.06923076923076923,0.04384827662845184,0.06584643688379357
R Ravindra,powerplay,3,0.0,260.0,0.0,0.005028429611245902,0.0006704572814994536
R Ravindra,powerplay,4,34.0,260.0,0.13076923076923078,0.15223269683107069,0.13363102624414278
R Ravindra,powerplay,6,11.0,260.0,0.04230769230769231,0.040523771600022226,0.0420698362133363
R Ravindra,powerplay,W,13.0,260.0,0.05,0.03919952586446391,0.04855993678192852
R Ravindra,powerplay,Wd,12.0,260.0,0.046153846153846156,0.03486563072990943,0.04464875076398792
R Ravindra,powerplay,Nb,3.0,260.0,0.011538461538461539,0.003769007093512122,0.01050253427913495
R Sai Kishore,death,0,4.0,10.0,0.4,0.21696977459016392,0.25357581967213116
R Sai Kishore,death,1,5.0,10.0,0.5,0.37083760245901637,0.3966700819672131
R Sai Kishore,death,2,0.0,10.0,0.0,0.08837090163934426,0.0706967213114754
R Sai Kishore,death,3,0.0,10.0,0.0,0.002651127049180328,0.002120901639344262
R Sai Kishore,death,4,0.0,10.0,0.0,0.11151383196721311,0.0892110655737705
R Sai Kishore,death,6,0.0,10.0,0.0,0.07952100409836066,0.06361680327868853
R Sai Kishore,death,W,1.0,10.0,0.1,0.08016137295081967,0.08412909836065573
R Sai Kishore,death,Wd,0.0,10.0,0.0,0.04340420081967213,0.03472336065573771
R Sai Kishore,death,Nb,0.0,10.0,0.0,0.006570184426229508,0.005256147540983607
R Sharma,death,0,31.0,66.0,0.4696969696969697,0.21696977459016392,0.374328216826477
R Sharma,death,1,12.0,66.0,0.18181818181818182,0.37083760245901637,0.2531462650788741
R Sharma,death,2,4.0,66.0,0.06060606060606061,0.08837090163934426,0.07108335910918652
R Sharma,death,3,0.0,66.0,0.0,0.002651127049180328,0.0010004253015774823
R Sharma,death,4,5.0,66.0,0.07575757575757576,0.11151383196721311,0.08925050262913703
R Sharma,death,6,2.0,66.0,0.030303030303030304,0.07952100409836066,0.04887585060315497
R Sharma,death,W,10.0,66.0,0.15151515151515152,0.08016137295081967,0.12458919733993194
R Sharma,death,Wd,2.0,66.0,0.030303030303030304,0.04340420081967213,0.03524686823383854
R Sharma,death,Nb,0.0,66.0,0.0,0.006570184426229508,0.002479314877822456
R Shepherd,death,0,90.0,345.0,0.2608695652173913,0.21696977459016392,0.2563085480093677
R Shepherd,death,1,104.0,345.0,0.30144927536231886,0.37083760245901637,0.30865845220353416
R Shepherd,death,2,25.0,345.0,0.07246376811594203,0.08837090163934426,0.07411645731317862
R Shepherd,death,3,0.0,345.0,0.0,0.002651127049180328,0.00027544177134341066
R Shepherd,death,4,37.0,345.0,0.1072463768115942,0.11151383196721311,0.10768974877581435
R Shepherd,death,6,42.0,345.0,0.12173913043478261,0.07952100409836066,0.11735283159463487
R Shepherd,death,W,20.0,345.0,0.057971014492753624,0.08016137295081967,0.06027650628060464
R Shepherd,death,Wd,25.0,345.0,0.07246376811594203,0.04340420081967213,0.06944459229295295
R Shepherd,death,Nb,2.0,345.0,0.005797101449275362,0.006570184426229508,0.005877421758569299
R Shepherd,middle,0,94.0,234.0,0.4017094017094017,0.2808889845966761,0.38407138461265344
R Shepherd,middle,1,80.0,234.0,0.3418803418803419,0.4414331678151601,0.3564136011408993
R Shepherd,middle,2,11.0,234.0,0.04700854700854701,0.06664217673287394,0.049874770325966995
R Shepherd,middle,3,0.0,234.0,0.0,0.002286430887717876,0.0003337855310537045
R Shepherd,middle,4,11.0,234.0,0.04700854700854701,0.08739739562221321,0.052904729287914336
R Shepherd,middle,6,22.0,234.0,0.09401709401709402,0.048281059991892986,0.08734030072874349
R Shepherd,middle,W,11.0,234.0,0.04700854700854701,0.04221980137819214,0.04630946005521053
R Shepherd,middle,Wd,4.0,234.0,0.017094017094017096,0.028171868666396434,0.018711221703123566
R Shepherd,middle,Nb,1.0,234.0,0.004273504273504274,0.002679114308877179,0.004040746614434624
R Shepherd,powerplay,0,0.0,2.0,0.0,0.4228881521678736,0.40275062111226057
R Shepherd,powerplay,1,1.0,2.0,0.5,0.25764450947345025,0.2691852471175717
R Shepherd,powerplay,2,0.0,2.0,0.0,0.04384827662845184,0.04176026345566842
R Shepherd,powerplay,3,0.0,2.0,0.0,0.005028429611245902,0.004788980582138954
R Shepherd,powerplay,4,0.0,2.0,0.0,0.15223269683107069,0.14498352079149587
R Shepherd,powerplay,6,0.0,2.0,0.0,0.040523771600022226,0.03859406819049736
R Shepherd,powerplay,W,0.0,2.0,0.0,0.03919952586446391,0.037332881775679914
R Shepherd,powerplay,Wd,1.0,2.0,0.5,0.03486563072990943,0.05701488640943756
R Shepherd,powerplay,Nb,0.0,2.0,0.0,0.003769007093512122,0.00358953056524964
R Tewatia,death,0,115.0,499.0,0.23046092184368738,0.21696977459016392,0.2294597235317376
R Tewatia,death,1,176.0,499.0,0.3527054108216433,0.37083760245901637,0.3540510280118009
R Tewatia,death,2,28.0,499.0,0.056112224448897796,0.08837090163934426,0.0585061893609903
R Tewatia,death,3,0.0,499.0,0.0,0.002651127049180328,0.0001967441223881505
R Tewatia,death,4,65.0,499.0,0.13026052104208416,0.11151383196721311,0.12886930107363362
R Tewatia,death,6,48.0,499.0,0.09619238476953908,0.07952100409836066,0.09495517655646461
R Tewatia,death,W,34.0,499.0,0.06813627254509018,0.08016137295081967,0.069028673317315
R Tewatia,death,Wd,30.0,499.0,0.06012024048096192,0.04340420081967213,0.05887971805711852
R Tewatia,death,Nb,3.0,499.0,0.006012024048096192,0.006570184426229508,0.006053445968551355
R Tewatia,middle,0,124.0,338.0,0.3668639053254438,0.2808889845966761,0.35776603011605035
R Tewatia,middle,1,139.0,338.0,0.41124260355029585,0.4414331678151601,0.4144373722555725
R Tewatia,middle,2,16.0,338.0,0.047337278106508875,0.06664217673287394,0.049380124521997235
R Tewatia,middle,3,0.0,338.0,0.0,0.002286430887717876,0.00024195035848866413
R Tewatia,middle,4,27.0,338.0,0.07988165680473373,0.08739739562221321,0.08067697308171569
R Tewatia,middle,6,8.0,338.0,0.023668639053254437,0.048281059991892986,0.026273128041470157
R Tewatia,middle,W,14.0,338.0,0.04142011834319527,0.04221980137819214,0.041504740886581175
R Tewatia,middle,Wd,9.0,338.0,0.026627218934911243,0.028171868666396434,0.026790673932952005
R Tewatia,middle,Nb,1.0,338.0,0.0029585798816568047,0.002679114308877179,0.002929006805172188
R Tewatia,powerplay,0,3.0,7.0,0.42857142857142855,0.4228881521678736,0.4237345975896797
R Tewatia,powerplay,1,2.0,7.0,0.2857142857142857,0.25764450947345025,0.26182511444548956
R Tewatia,powerplay,2,0.0,7.0,0.0,0.04384827662845184,0.03731768223698029
R Tewatia,powerplay,3,0.0,7.0,0.0,0.005028429611245902,0.00427951456276247
R Tewatia,powerplay,4,1.0,7.0,0.14285714285714285,0.15223269683107069,0.1508363377285708
R Tewatia,powerplay,6,0.0,7.0,0.0,0.040523771600022226,0.03448831625533807
R Tewatia,powerplay,W,1.0,7.0,0.14285714285714285,0.03919952586446391,0.05463789435273524
R Tewatia,powerplay,Wd,0.0,7.0,0.0,0.03486563072990943,0.029672877216944202
R Tewatia,powerplay,Nb,0.0,7.0,0.0,0.003769007093512122,0.0032076656114996783
R Vinay Kumar,death,0,55.0,203.0,0.270935960591133,0.21696977459016392,0.2620526377926196
R Vinay Kumar,death,1,73.0,203.0,0.35960591133004927,0.37083760245901637,0.3614547493759698
R Vinay Kumar,death,2,24.0,203.0,0.11822660098522167,0.08837090163934426,0.11331208257437765
R Vinay Kumar,death,3,0.0,203.0,0.0,0.002651127049180328,0.00043639951426836674
R Vinay Kumar,death,4,12.0,203.0,0.059113300492610835,0.11151383196721311,0.06773890238143426
R Vinay Kumar,death,6,9.0,203.0,0.04433497536945813,0.07952100409836066,0.050126914254874186
R Vinay Kumar,death,W,20.0,203.0,0.09852216748768473,0.08016137295081967,0.09549981447750118
R Vinay Kumar,death,Wd,10.0,203.0,0.04926108374384237,0.04340420081967213,0.04829698778924644
R Vinay Kumar,death,Nb,0.0,203.0,0.0,0.006570184426229508,0.001081511839708561
R Vinay Kumar,middle,0,13.0,38.0,0.34210526315789475,0.2808889845966761,0.3107122997931672
R Vinay Kumar,middle,1,16.0,38.0,0.42105263157894735,0.4414331678151601,0.43150418862315904
R Vinay Kumar,middle,2,4.0,38.0,0.10526315789473684,0.06664217673287394,0.08545752652967895
R Vinay Kumar,middle,3,0.0,38.0,0.0,0.002286430887717876,0.0011725286603681416
R Vinay Kumar,middle,4,3.0,38.0,0.07894736842105263,0.08739739562221321,0.08328071570369908
R Vinay Kumar,middle,6,0.0,38.0,0.0,0.048281059991892986,0.024759517944560504
R Vinay Kumar,middle,W,1.0,38.0,0.02631578947368421,0.04221980137819214,0.03447169301445751
R Vinay Kumar,middle,Wd,1.0,38.0,0.02631578947368421,0.028171868666396434,0.027267624957126372
R Vinay Kumar,middle,Nb,0.0,38.0,0.0,0.002679114308877179,0.0013739047737831686
RA Jadeja,death,0,245.0,1362.0,0.17988252569750368,0.21696977459016392,0.18094064977432706
RA Jadeja,death,1,588.0,1362.0,0.43171806167400884,0.37083760245901637,0.42998110135403755
RA Jadeja,death,2,138.0,1362.0,0.1013215859030837,0.08837090163934426,0.10095209419798414
RA Jadeja,death,3,2.0,1362.0,0.0014684287812041115,0.002651127049180328,0.001502171955754075
RA Jadeja,death,4,152.0,1362.0,0.11160058737151249,0.11151383196721311,0.11159811218166087
RA Jadeja,death,6,72.0,1362.0,0.05286343612334802,0.07952100409836066,0.05362399441079488
RA Jadeja,death,W,85.0,1362.0,0.06240822320117474,0.08016137295081967,0.06291473246649985
RA Jadeja,death,Wd,68.0,1362.0,0.049926578560939794,0.04340420081967213,0.04974049075091789
RA Jadeja,death,Nb,12.0,1362.0,0.00881057268722467,0.006570184426229508,0.008746652908023666
RA Jadeja,middle,0,417.0,1302.0,0.32027649769585254,0.2808889845966761,0.31910250326666695
RA Jadeja,middle,1,558.0,1302.0,0.42857142857142855,0.4414331678151601,0.42895478890656213
RA Jadeja,middle,2,116.0,1302.0,0.0890937019969278,0.06664217673287394,0.08842450601290235
RA Jadeja,middle,3,4.0,1302.0,0.0030721966205837174,0.002286430887717876,0.0030487758833895044
RA Jadeja,middle,4,92.0,1302.0,0.0706605222734255,0.08739739562221321,0.07115938586057267
RA Jadeja,middle,6,30.0,1302.0,0.02304147465437788,0.048281059991892986,0.023793772279937196
RA Jadeja,middle,W,37.0,1302.0,0.028417818740399385,0.04221980137819214,0.028829204213955056
RA Jadeja,middle,Wd,46.0,1302.0,0.03533026113671275,0.028171868666396434,0.03511689623446785
RA Jadeja,middle,Nb,2.0,1302.0,0.0015360983102918587,0.002679114308877179,0.0015701673415462647
RA Jadeja,powerplay,0,34.0,87.0,0.39080459770114945,0.4228881521678736,0.400909654226102
RA Jadeja,powerplay,1,22.0,87.0,0.25287356321839083,0.25764450947345025,0.2543762234562048
RA Jadeja,powerplay,2,5.0,87.0,0.05747126436781609,0.04384827662845184,0.053180559568016324
RA Jadeja,powerplay,3,0.0,87.0,0.0,0.005028429611245902,0.001583757357872725
RA Jadeja,powerplay,4,17.0,87.0,0.19540229885057472,0.15223269683107069,0.18180557380506163
RA Jadeja,powerplay,6,4.0,87.0,0.04597701149425287,0.040523771600022226,0.044259455622054245
RA Jadeja,powerplay,W,4.0,87.0,0.04597701149425287,0.03919952586446391,0.04384237035101226
RA Jadeja,powerplay,Wd,1.0,87.0,0.011494252873563218,0.03486563072990943,0.018855316765325807
RA Jadeja,powerplay,Nb,0.0,87.0,0.0,0.003769007093512122,0.0011870888483502748
RA Tripathi,death,0,35.0,146.0,0.23972602739726026,0.21696977459016392,0.23483220958928258
RA Tripathi,death,1,53.0,146.0,0.363013698630137,0.37083760245901637,0.3646962585933368
RA Tripathi,death,2,12.0,146.0,0.0821917808219178,0.08837090163934426,0.08352062400846114
RA Tripathi,death,3,0.0,146.0,0.0,0.002651127049180328,0.000570134849286092
RA Tripathi,death,4,14.0,146.0,0.0958904109589041,0.11151383196721311,0.09925028644456196
RA Tripathi,death,6,12.0,146.0,0.0821917808219178,0.07952100409836066,0.08161742023620659
RA Tripathi,death,W,15.0,146.0,0.10273972602739725,0.08016137295081967,0.09788416622598273
RA Tripathi,death,Wd,3.0,146.0,0.02054794520547945,0.04340420081967213,0.025463268993477877
RA Tripathi,death,Nb,2.0,146.0,0.0136986301369863,0.006570184426229508,0.012165631059404195
RA Tripathi,middle,0,183.0,742.0,0.24663072776280323,0.2808889845966761,0.24838306826581463
RA Tripathi,middle,1,341.0,742.0,0.45956873315363883,0.4414331678151601,0.4586410827526936
RA Tripathi,middle,2,57.0,742.0,0.07681940700808626,0.06664217673287394,0.07629883256945647
RA Tripathi,middle,3,4.0,742.0,0.005390835579514825,0.002286430887717876,0.005232042500650531
RA Tripathi,middle,4,78.0,742.0,0.10512129380053908,0.08739739562221321,0.10421470054333572
RA Tripathi,middle,6,29.0,742.0,0.03908355795148248,0.048281059991892986,0.039554018413907564
RA Tripathi,middle,W,35.0,742.0,0.04716981132075472,0.04221980137819214,0.04691661388123745
RA Tripathi,middle,Wd,15.0,742.0,0.02021563342318059,0.028171868666396434,0.02062260197782079
RA Tripathi,middle,Nb,0.0,742.0,0.0,0.002679114308877179,0.00013703909508323167
RA Tripathi,powerplay,0,264.0,702.0,0.37606837606837606,0.4228881521678736,0.3785923532165969
RA Tripathi,powerplay,1,188.0,702.0,0.2678062678062678,0.25764450947345025,0.267258464122558
RA Tripathi,powerplay,2,31.0,702.0,0.04415954415954416,0.04384827662845184,0.04414276423873056
RA Tripathi,powerplay,3,1.0,702.0,0.0014245014245014246,0.005028429611245902,0.001618783267452609
RA Tripathi,powerplay,4,122.0,702.0,0.1737891737891738,0.15223269683107069,0.17262709955962646
RA Tripathi,powerplay,6,36.0,702.0,0.05128205128205128,0.040523771600022226,0.050702090113208746
RA Tripathi,powerplay,W,36.0,702.0,0.05128205128205128,0.03919952586446391,0.05063070220293606
RA Tripathi,powerplay,Wd,20.0,702.0,0.02849002849002849,0.03486563072990943,0.028833726723984338
RA Tripathi,powerplay,Nb,4.0,702.0,0.005698005698005698,0.003769007093512122,0.005594016554906315
RD Chahar,death,0,39.0,103.0,0.3786407766990291,0.21696977459016392,0.3334181187664794
RD Chahar,death,1,27.0,103.0,0.2621359223300971,0.37083760245901637,0.29254198670182274
RD Chahar,death,2,7.0,103.0,0.06796116504854369,0.08837090163934426,0.07367018227673966
RD Chahar,death,3,0.0,103.0,0.0,0.002651127049180328,0.0007415739997707211
RD Chahar,death,4,12.0,103.0,0.11650485436893204,0.11151383196721311,0.11510876418663304
RD Chahar,death,6,5.0,103.0,0.04854368932038835,0.07952100409836066,0.05720867247506592
RD Chahar,death,W,12.0,103.0,0.11650485436893204,0.08016137295081967,0.10633884558064886
RD Chahar,death,Wd,1.0,103.0,0.009708737864077669,0.04340420081967213,0.019134042187320878
RD Chahar,death,Nb,0.0,103.0,0.0,0.006570184426229508,0.0018378138255187436
RD Chahar,middle,0,12.0,16.0,0.75,0.2808889845966761,0.4149207032833401
RD Chahar,middle,1,1.0,16.0,0.0625,0.4414331678151601,0.3331665484394001
RD Chahar,middle,2,1.0,16.0,0.0625,0.06664217673287394,0.06545869766633852
RD Chahar,middle,3,0.0,16.0,0.0,0.002286430887717876,0.001633164919798483
RD Chahar,middle,4,0.0,16.0,0.0,0.08739739562221321,0.062426711158723724
RD Chahar,middle,6,0.0,16.0,0.0,0.048281059991892986,0.034486471422780704
RD Chahar,middle,W,2.0,16.0,0.125,0.04221980137819214,0.06587128669870868
RD Chahar,middle,Wd,0.0,16.0,0.0,0.028171868666396434,0.02012276333314031
RD Chahar,middle,Nb,0.0,16.0,0.0,0.002679114308877179,0.0019136530777694135
RD Gaikwad,death,0,27.0,176.0,0.1534090909090909,0.21696977459016392,0.1651795878870674
RD Gaikwad,death,1,77.0,176.0,0.4375,0.37083760245901637,0.4251551115664845
RD Gaikwad,death,2,17.0,176.0,0.09659090909090909,0.08837090163934426,0.09506868548876746
RD Gaikwad,death,3,0.0,176.0,0.0,0.002651127049180328,0.0004909494535519126
RD Gaikwad,death,4,19.0,176.0,0.10795454545454546,0.11151383196721311,0.10861367258652095
RD Gaikwad,death,6,17.0,176.0,0.09659090909090909,0.07952100409836066,0.09342981557377049
RD Gaikwad,death,W,11.0,176.0,0.0625,0.08016137295081967,0.06577062462052216
RD Gaikwad,death,Wd,6.0,176.0,0.03409090909090909,0.04340420081967213,0.03581559274438373
RD Gaikwad,death,Nb,2.0,176.0,0.011363636363636364,0.006570184426229508,0.01047596007893139
RD Gaikwad,middle,0,163.0,766.0,0.21279373368146215,0.2808889845966761,0.21617315060033132
RD Gaikwad,middle,1,395.0,766.0,0.5156657963446475,0.4414331678151601,0.511981794928792
RD Gaikwad,middle,2,55.0,766.0,0.07180156657963446,0.06664217673287394,0.07154551745572575
RD Gaikwad,middle,3,2.0,766.0,0.0026109660574412533,0.002286430887717876,0.002594860093683269
RD Gaikwad,middle,4,63.0,766.0,0.08224543080939947,0.08739739562221321,0.08250111144527114
RD Gaikwad,middle,6,41.0,766.0,0.05352480417754569,0.048281059991892986,0.05326456873408898
RD Gaikwad,middle,W,30.0,766.0,0.0391644908616188,0.04221980137819214,0.039316119175096385
RD Gaikwad,middle,Wd,14.0,766.0,0.018276762402088774,0.028171868666396434,0.018767834673270294
RD Gaikwad,middle,Nb,3.0,766.0,0.0039164490861618795,0.002679114308877179,0.003855042893740803
RD Gaikwad,powerplay,0,441.0,1101.0,0.40054495912806537,0.4228881521678736,0.40132824372192366
RD Gaikwad,powerplay,1,326.0,1101.0,0.296094459582198,0.25764450947345025,0.2947465209280789
RD Gaikwad,powerplay,2,55.0,1101.0,0.049954586739327886,0.04384827662845184,0.049740518023784465
RD Gaikwad,powerplay,3,8.0,1101.0,0.007266121707538601,0.005028429611245902,0.007187675008282064
RD Gaikwad,powerplay,4,149.0,1101.0,0.13533151680290645,0.15223269683107069,0.1359240209230875
RD Gaikwad,powerplay,6,37.0,1101.0,0.03360581289736603,0.040523771600022226,0.03384833555127159
RD Gaikwad,powerplay,W,36.0,1101.0,0.0326975476839237,0.03919952586446391,0.03292548732215474
RD Gaikwad,powerplay,Wd,43.0,1101.0,0.03905540417801998,0.03486563072990943,0.03890852342611427
RD Gaikwad,powerplay,Nb,6.0,1101.0,0.005449591280653951,0.003769007093512122,0.005390675095302792
RD Rickelton,death,0,10.0,44.0,0.22727272727272727,0.21696977459016392,0.2223665593286495
RD Rickelton,death,1,16.0,44.0,0.36363636363636365,0.37083760245901637,0.367065524980484
RD Rickelton,death,2,4.0,44.0,0.09090909090909091,0.08837090163934426,0.0897004293520687
RD Rickelton,death,3,0.0,44.0,0.0,0.002651127049180328,0.0012624414519906324
RD Rickelton,death,4,4.0,44.0,0.09090909090909091,0.11151383196721311,0.1007208723653396
RD Rickelton,death,6,3.0,44.0,0.06818181818181818,0.07952100409836066,0.07358143052302889
RD Rickelton,death,W,2.0,44.0,0.045454545454545456,0.08016137295081967,0.06198160616705698
RD Rickelton,death,Wd,4.0,44.0,0.09090909090909091,0.04340420081967213,0.06828771467603435
RD Rickelton,death,Nb,1.0,44.0,0.022727272727272728,0.006570184426229508,0.015033421155347384
RD Rickelton,middle,0,31.0,159.0,0.1949685534591195,0.2808889845966761,0.21223899187872886
RD Rickelton,middle,1,71.0,159.0,0.44654088050314467,0.4414331678151601,0.44551420458596186
RD Rickelton,middle,2,10.0,159.0,0.06289308176100629,0.06664217673287394,0.06364666869002492
RD Rickelton,middle,3,0.0,159.0,0.0,0.002286430887717876,0.0004595840980337439
RD Rickelton,middle,4,21.0,159.0,0.1320754716981132,0.08739739562221321,0.1230949538939122
RD Rickelton,middle,6,10.0,159.0,0.06289308176100629,0.048281059991892986,0.05995599195816945
RD Rickelton,middle,W,10.0,159.0,0.06289308176100629,0.04221980137819214,0.058737648518229574
RD Rickelton,middle,Wd,6.0,159.0,0.03773584905660377,0.028171868666396434,0.03581344093796913
RD Rickelton,middle,Nb,0.0,159.0,0.0,0.002679114308877179,0.0005385154389702872
RD Rickelton,powerplay,0,157.0,411.0,0.3819951338199513,0.4228881521678736,0.3856220090614522
RD Rickelton,powerplay,1,112.0,411.0,0.2725060827250608,0.25764450947345025,0.2711879831018581
RD Rickelton,powerplay,2,13.0,411.0,0.031630170316301706,0.04384827662845184,0.0327138161089536
RD Rickelton,powerplay,3,1.0,411.0,0.0024330900243309003,0.005028429611245902,0.0026632753535473083
RD Rickelton,powerplay,4,67.0,411.0,0.1630170316301703,0.15223269683107069,0.16206054960807723
RD Rickelton,powerplay,6,29.0,411.0,0.0705596107055961,0.040523771600022226,0.06789567819068933
RD Rickelton,powerplay,W,23.0,411.0,0.05596107055961071,0.03919952586446391,0.0544744590567152
RD Rickelton,powerplay,Wd,8.0,411.0,0.019464720194647202,0.03486563072990943,0.020830654610191523
RD Rickelton,powerplay,Nb,1.0,411.0,0.0024330900243309003,0.003769007093512122,0.0025515749085154877
RE Levi,death,0,0.0,3.0,0.0,0.21696977459016392,0.20183234845596645
RE Levi,death,1,1.0,3.0,0.3333333333333333,0.37083760245901637,0.368221025543271
RE Levi,death,2,0.0,3.0,0.0,0.08837090163934426,0.08220548989706443
RE Levi,death,3,0.0,3.0,0.0,0.002651127049180328,0.002466164696911933
RE Levi,death,4,1.0,3.0,0.3333333333333333,0.11151383196721311,0.12698961113229126
RE Levi,death,6,0.0,3.0,0.0,0.07952100409836066,0.07397302706824248
RE Levi,death,W,0.0,3.0,0.0,0.08016137295081967,0.07456871902401829
RE Levi,death,Wd,1.0,3.0,0.3333333333333333,0.04340420081967213,0.06363181471597408
RE Levi,death,Nb,0.0,3.0,0.0,0.006570184426229508,0.006111799466260007
RE Levi,middle,0,9.0,29.0,0.3103448275862069,0.2808889845966761,0.2932689765777833
RE Levi,middle,1,9.0,29.0,0.3103448275862069,0.4414331678151601,0.38633806829864353
RE Levi,middle,2,1.0,29.0,0.034482758620689655,0.06664217673287394,0.053125899555289235
RE Levi,middle,3,0.0,29.0,0.0,0.002286430887717876,0.0013254671812857252
RE Levi,middle,4,2.0,29.0,0.06896551724137931,0.08739739562221321,0.07965066412881924
RE Levi,middle,6,5.0,29.0,0.1724137931034483,0.048281059991892986,0.10045278840109738
RE Levi,middle,W,2.0,29.0,0.06896551724137931,0.04221980137819214,0.05346075442214038
RE Levi,middle,Wd,1.0,29.0,0.034482758620689655,0.028171868666396434,0.030824271690664595
RE Levi,middle,Nb,0.0,29.0,0.0,0.002679114308877179,0.0015531097442766254
RE Levi,powerplay,0,44.0,97.0,0.4536082474226804,0.4228881521678736,0.4446388765453646
RE Levi,powerplay,1,21.0,97.0,0.21649484536082475,0.25764450947345025,0.2285093458316643
RE Levi,powerplay,2,2.0,97.0,0.020618556701030927,0.04384827662845184,0.027400956679839952
RE Levi,powerplay,3,1.0,97.0,0.010309278350515464,0.005028429611245902,0.0087674247040134
RE Levi,powerplay,4,12.0,97.0,0.12371134020618557,0.15223269683107069,0.13203874360031262
RE Levi,powerplay,6,6.0,97.0,0.061855670103092786,0.040523771600022226,0.05562737856934956
RE Levi,powerplay,W,9.0,97.0,0.09278350515463918,0.03919952586446391,0.0771385476976537
RE Levi,powerplay,Wd,2.0,97.0,0.020618556701030927,0.03486563072990943,0.024778286344499106
RE Levi,powerplay,Nb,0.0,97.0,0.0,0.003769007093512122,0.0011004400273028094
RE van der Merwe,death,0,14.0,55.0,0.2545454545454545,0.21696977459016392,0.23872411561691112
RE van der Merwe,death,1,22.0,55.0,0.4,0.37083760245901637,0.3877210957722174
RE van der Merwe,death,2,3.0,55.0,0.05454545454545454,0.08837090163934426,0.06878774805867127
RE van der Merwe,death,3,0.0,55.0,0.0,0.002651127049180328,0.0011162640207075065
RE van der Merwe,death,4,3.0,55.0,0.05454545454545454,0.11151383196721311,0.07853213977566868
RE van der Merwe,death,6,4.0,55.0,0.07272727272727272,0.07952100409836066,0.07558779119930975
RE van der Merwe,death,W,7.0,55.0,0.12727272727272726,0.08016137295081967,0.10743636755823986
RE van der Merwe,death,Wd,2.0,55.0,0.03636363636363636,0.04340420081967213,0.03932808455565143
RE van der Merwe,death,Nb,0.0,55.0,0.0,0.006570184426229508,0.0027663934426229507
RE van der Merwe,middle,0,31.0,77.0,0.4025974025974026,0.2808889845966761,0.36098768704159867
RE van der Merwe,middle,1,26.0,77.0,0.33766233766233766,0.4414331678151601,0.3731395445521915
RE van der Merwe,middle,2,3.0,77.0,0.03896103896103896,0.06664217673287394,0.04842467580611075
RE van der Merwe,middle,3,2.0,77.0,0.025974025974025976,0.002286430887717876,0.017875702867595853
RE van der Merwe,middle,4,5.0,77.0,0.06493506493506493,0.08739739562221321,0.07261449422981647
RE van der Merwe,middle,6,4.0,77.0,0.05194805194805195,0.048281059991892986,0.05069437948440786
RE van der Merwe,middle,W,4.0,77.0,0.05194805194805195,0.04221980137819214,0.04862215431733065
