venue,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
"Brian Lara Stadium, Tarouba, Trinidad",powerplay,6,29.0,346.0,0.0838150289017341,0.040523771600022226,0.07410846896861485
"Brian Lara Stadium, Tarouba, Trinidad",powerplay,W,18.0,346.0,0.05202312138728324,0.03919952586446391,0.049147875754364106
"Brian Lara Stadium, Tarouba, Trinidad",powerplay,Wd,9.0,346.0,0.02601156069364162,0.03486563072990943,0.027996778190562652
"Brian Lara Stadium, Tarouba, Trinidad",powerplay,Nb,2.0,346.0,0.005780346820809248,0.003769007093512122,0.005329373787782987
"Brisbane Cricket Ground, Woolloongabba",death,0,26.0,139.0,0.18705035971223022,0.21696977459016392,0.19956894334316483
"Brisbane Cricket Ground, Woolloongabba",death,1,41.0,139.0,0.2949640287769784,0.37083760245901637,0.3267102939159064
"Brisbane Cricket Ground, Woolloongabba",death,2,25.0,139.0,0.17985611510791366,0.08837090163934426,0.14157778311269634
"Brisbane Cricket Ground, Woolloongabba",death,3,2.0,139.0,0.014388489208633094,0.002651127049180328,0.009477459016393443
"Brisbane Cricket Ground, Woolloongabba",death,4,16.0,139.0,0.11510791366906475,0.11151383196721311,0.11360411379381302
"Brisbane Cricket Ground, Woolloongabba",death,6,11.0,139.0,0.07913669064748201,0.07952100409836066,0.07929749125454422
"Brisbane Cricket Ground, Woolloongabba",death,W,13.0,139.0,0.09352517985611511,0.08016137295081967,0.08793362884971535
"Brisbane Cricket Ground, Woolloongabba",death,Wd,5.0,139.0,0.03597122302158273,0.04340420081967213,0.039081255573084575
"Brisbane Cricket Ground, Woolloongabba",death,Nb,0.0,139.0,0.0,0.006570184426229508,0.002749031140681803
"Brisbane Cricket Ground, Woolloongabba",middle,0,79.0,387.0,0.2041343669250646,0.2808889845966761,0.21989506870568296
"Brisbane Cricket Ground, Woolloongabba",middle,1,164.0,387.0,0.42377260981912146,0.4414331678151601,0.42739900776491996
"Brisbane Cricket Ground, Woolloongabba",middle,2,43.0,387.0,0.1111111111111111,0.06664217673287394,0.10197991308683244
"Brisbane Cricket Ground, Woolloongabba",middle,3,3.0,387.0,0.007751937984496124,0.002286430887717876,0.0066296572664718435
"Brisbane Cricket Ground, Woolloongabba",middle,4,43.0,387.0,0.1111111111111111,0.08739739562221321,0.10624176501482818
"Brisbane Cricket Ground, Woolloongabba",middle,6,17.0,387.0,0.04392764857881137,0.048281059991892986,0.04482157289361252
"Brisbane Cricket Ground, Woolloongabba",middle,W,21.0,387.0,0.05426356589147287,0.04221980137819214,0.05179051363001892
"Brisbane Cricket Ground, Woolloongabba",middle,Wd,14.0,387.0,0.03617571059431524,0.028171868666396434,0.03453221122513274
"Brisbane Cricket Ground, Woolloongabba",middle,Nb,3.0,387.0,0.007751937984496124,0.002679114308877179,0.006710290412500447
"Brisbane Cricket Ground, Woolloongabba",powerplay,0,91.0,229.0,0.39737991266375544,0.4228881521678736,0.40513317695072143
"Brisbane Cricket Ground, Woolloongabba",powerplay,1,73.0,229.0,0.31877729257641924,0.25764450947345025,0.3001958995360031
"Brisbane Cricket Ground, Woolloongabba",powerplay,2,15.0,229.0,0.06550218340611354,0.04384827662845184,0.05892044882323764
"Brisbane Cricket Ground, Woolloongabba",powerplay,3,5.0,229.0,0.021834061135371178,0.005028429611245902,0.016725966447187202
"Brisbane Cricket Ground, Woolloongabba",powerplay,4,24.0,229.0,0.10480349344978165,0.15223269683107069,0.11921966469029505
"Brisbane Cricket Ground, Woolloongabba",powerplay,6,7.0,229.0,0.03056768558951965,0.040523771600022226,0.03359385155015873
"Brisbane Cricket Ground, Woolloongabba",powerplay,W,7.0,229.0,0.03056768558951965,0.03919952586446391,0.033191345247557416
"Brisbane Cricket Ground, Woolloongabba",powerplay,Wd,7.0,229.0,0.03056768558951965,0.03486563072990943,0.031874051893589495
"Brisbane Cricket Ground, Woolloongabba",powerplay,Nb,0.0,229.0,0.0,0.003769007093512122,0.0011455948612498852
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,0,36.0,138.0,0.2608695652173913,0.21696977459016392,0.24242427503788402
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,1,38.0,138.0,0.2753623188405797,0.37083760245901637,0.31547798422647744
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,2,18.0,138.0,0.13043478260869565,0.08837090163934426,0.11276088304174128
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,3,3.0,138.0,0.021739130434782608,0.002651127049180328,0.01371896094503375
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,4,11.0,138.0,0.07971014492753623,0.11151383196721311,0.09307303864168619
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,6,8.0,138.0,0.057971014492753624,0.07952100409836066,0.06702563197410112
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,W,15.0,138.0,0.10869565217391304,0.08016137295081967,0.09670645922303348
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,Wd,8.0,138.0,0.057971014492753624,0.04340420081967213,0.05185050454608073
"Brisbane Cricket Ground, Woolloongabba, Brisbane",death,Nb,1.0,138.0,0.007246376811594203,0.006570184426229508,0.006962262363961978
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,0,52.0,201.0,0.25870646766169153,0.2808889845966761,0.2660760746168359
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,1,82.0,201.0,0.4079601990049751,0.4414331678151601,0.41908078664955484
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,2,25.0,201.0,0.12437810945273632,0.06664217673287394,0.10519673645610429
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,3,0.0,201.0,0.0,0.002286430887717876,0.0007596115906039455
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,4,22.0,201.0,0.10945273631840796,0.08739739562221321,0.10212538060538646
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,6,6.0,201.0,0.029850746268656716,0.048281059991892986,0.03597377408368537
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,W,9.0,201.0,0.04477611940298507,0.04221980137819214,0.04392684431169174
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,Wd,5.0,201.0,0.024875621890547265,0.028171868666396434,0.025970720487174893
"Brisbane Cricket Ground, Woolloongabba, Brisbane",middle,Nb,0.0,201.0,0.0,0.002679114308877179,0.000890071198962518
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,0,75.0,168.0,0.44642857142857145,0.4228881521678736,0.4376448328984603
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,1,37.0,168.0,0.22023809523809523,0.25764450947345025,0.23419571249009338
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,2,15.0,168.0,0.08928571428571429,0.04384827662845184,0.07233144650315367
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,3,2.0,168.0,0.011904761904761904,0.005028429611245902,0.009338966272852947
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,4,25.0,168.0,0.1488095238095238,0.15223269683107069,0.15008682717577265
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,6,5.0,168.0,0.02976190476190476,0.040523771600022226,0.033777526716426205
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,W,6.0,168.0,0.03571428571428571,0.03919952586446391,0.03701474845688952
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,Wd,3.0,168.0,0.017857142857142856,0.03486563072990943,0.024203593555936355
"Brisbane Cricket Ground, Woolloongabba, Brisbane",powerplay,Nb,0.0,168.0,0.0,0.003769007093512122,0.001406345930414971
Buffalo Park,death,0,30.0,188.0,0.1595744680851064,0.21696977459016392,0.17950339395491804
Buffalo Park,death,1,74.0,188.0,0.39361702127659576,0.37083760245901637,0.3857075008538251
Buffalo Park,death,2,13.0,188.0,0.06914893617021277,0.08837090163934426,0.07582322973588343
Buffalo Park,death,3,0.0,188.0,0.0,0.002651127049180328,0.0009205302254098361
Buffalo Park,death,4,32.0,188.0,0.1702127659574468,0.11151383196721311,0.14983119165528233
Buffalo Park,death,6,8.0,188.0,0.0425531914893617,0.07952100409836066,0.05538923753415301
Buffalo Park,death,W,22.0,188.0,0.11702127659574468,0.08016137295081967,0.10422269894125684
Buffalo Park,death,Wd,5.0,188.0,0.026595744680851064,0.04340420081967213,0.03243201417349727
Buffalo Park,death,Nb,4.0,188.0,0.02127659574468085,0.006570184426229508,0.016170202925774133
Buffalo Park,middle,0,111.0,346.0,0.3208092485549133,0.2808889845966761,0.31185851672571213
Buffalo Park,middle,1,164.0,346.0,0.47398843930635837,0.4414331678151601,0.4666890510796323
Buffalo Park,middle,2,17.0,346.0,0.049132947976878616,0.06664217673287394,0.05305878402082375
Buffalo Park,middle,3,1.0,346.0,0.002890173410404624,0.002286430887717876,0.0027548051317753085
Buffalo Park,middle,4,19.0,346.0,0.05491329479768786,0.08739739562221321,0.06219672547583256
Buffalo Park,middle,6,8.0,346.0,0.023121387283236993,0.048281059991892986,0.028762569504908738
Buffalo Park,middle,W,12.0,346.0,0.03468208092485549,0.04221980137819214,0.036372152775379404
Buffalo Park,middle,Wd,12.0,346.0,0.03468208092485549,0.028171868666396434,0.03322239207766736
Buffalo Park,middle,Nb,2.0,346.0,0.005780346820809248,0.002679114308877179,0.005085003208268425
Buffalo Park,powerplay,0,120.0,271.0,0.44280442804428044,0.4228881521678736,0.4374361596139821
Buffalo Park,powerplay,1,68.0,271.0,0.25092250922509224,0.25764450947345025,0.25273436913031005
Buffalo Park,powerplay,2,14.0,271.0,0.05166051660516605,0.04384827662845184,0.0495547915440571
Buffalo Park,powerplay,3,1.0,271.0,0.0036900369003690036,0.005028429611245902,0.004050789652626927
Buffalo Park,powerplay,4,28.0,271.0,0.1033210332103321,0.15223269683107069,0.11650477003532902
Buffalo Park,powerplay,6,15.0,271.0,0.055350553505535055,0.040523771600022226,0.051354116334237795
Buffalo Park,powerplay,W,10.0,271.0,0.03690036900369004,0.03919952586446391,0.03752008783408731
Buffalo Park,powerplay,Wd,13.0,271.0,0.04797047970479705,0.03486563072990943,0.04443817539889742
Buffalo Park,powerplay,Nb,2.0,271.0,0.007380073800738007,0.003769007093512122,0.006406740456472271
Carrara Oval,death,0,29.0,115.0,0.25217391304347825,0.21696977459016392,0.23579989515821578
Carrara Oval,death,1,34.0,115.0,0.2956521739130435,0.37083760245901637,0.33062214067861223
Carrara Oval,death,2,15.0,115.0,0.13043478260869565,0.08837090163934426,0.11087018680899734
Carrara Oval,death,3,1.0,115.0,0.008695652173913044,0.002651127049180328,0.0058842451391536415
Carrara Oval,death,4,10.0,115.0,0.08695652173913043,0.11151383196721311,0.0983785264963782
Carrara Oval,death,6,4.0,115.0,0.034782608695652174,0.07952100409836066,0.055591164696911936
Carrara Oval,death,W,14.0,115.0,0.12173913043478261,0.08016137295081967,0.1024006385817766
Carrara Oval,death,Wd,7.0,115.0,0.06086956521739131,0.04340420081967213,0.052746139916126575
Carrara Oval,death,Nb,1.0,115.0,0.008695652173913044,0.006570184426229508,0.007707062523827678
Carrara Oval,middle,0,68.0,227.0,0.29955947136563876,0.2808889845966761,0.2938498423843046
Carrara Oval,middle,1,81.0,227.0,0.3568281938325991,0.4414331678151601,0.382701274561211
Carrara Oval,middle,2,24.0,227.0,0.10572687224669604,0.06664217673287394,0.09377436597335594
Carrara Oval,middle,3,0.0,227.0,0.0,0.002286430887717876,0.000699214338751644
Carrara Oval,middle,4,17.0,227.0,0.07488986784140969,0.08739739562221321,0.07871479988446888
Carrara Oval,middle,6,8.0,227.0,0.03524229074889868,0.048281059991892986,0.03922968195470733
Carrara Oval,middle,W,17.0,227.0,0.07488986784140969,0.04221980137819214,0.06489902182819332
Carrara Oval,middle,Wd,11.0,227.0,0.048458149779735685,0.028171868666396434,0.042254394087583004
Carrara Oval,middle,Nb,1.0,227.0,0.004405286343612335,0.002679114308877179,0.003877404987424214
Carrara Oval,powerplay,0,68.0,185.0,0.3675675675675676,0.4228881521678736,0.3869782990062714
Carrara Oval,powerplay,1,50.0,185.0,0.2702702702702703,0.25764450947345025,0.2658401787626141
Carrara Oval,powerplay,2,14.0,185.0,0.07567567567567568,0.04384827662845184,0.06450816723805328
Carrara Oval,powerplay,3,3.0,185.0,0.016216216216216217,0.005028429611245902,0.012290677056577508
Carrara Oval,powerplay,4,31.0,185.0,0.16756756756756758,0.15223269683107069,0.16218691116879674
Carrara Oval,powerplay,6,6.0,185.0,0.032432432432432434,0.040523771600022226,0.03527149880702534
Carrara Oval,powerplay,W,8.0,185.0,0.043243243243243246,0.03919952586446391,0.041824395040162776
Carrara Oval,powerplay,Wd,5.0,185.0,0.02702702702702703,0.03486563072990943,0.02977741429119629
Carrara Oval,powerplay,Nb,0.0,185.0,0.0,0.003769007093512122,0.001322458629302499
"Cazaly's Stadium, Cairns",death,0,19.0,54.0,0.35185185185185186,0.21696977459016392,0.2642660873962104
"Cazaly's Stadium, Cairns",death,1,12.0,54.0,0.2222222222222222,0.37083760245901637,0.31872571588247817
"Cazaly's Stadium, Cairns",death,2,8.0,54.0,0.14814814814814814,0.08837090163934426,0.1093317543112625
"Cazaly's Stadium, Cairns",death,3,0.0,54.0,0.0,0.002651127049180328,0.0017215110708963168
"Cazaly's Stadium, Cairns",death,4,7.0,54.0,0.12962962962962962,0.11151383196721311,0.1178661246540345
"Cazaly's Stadium, Cairns",death,6,1.0,54.0,0.018518518518518517,0.07952100409836066,0.058130522141792644
"Cazaly's Stadium, Cairns",death,W,4.0,54.0,0.07407407407407407,0.08016137295081967,0.0780268655524803
"Cazaly's Stadium, Cairns",death,Wd,2.0,54.0,0.037037037037037035,0.04340420081967213,0.041171558973813076
"Cazaly's Stadium, Cairns",death,Nb,1.0,54.0,0.018518518518518517,0.006570184426229508,0.010759860017032148
"Cazaly's Stadium, Cairns",middle,0,17.0,82.0,0.2073170731707317,0.2808889845966761,0.24774120032784402
"Cazaly's Stadium, Cairns",middle,1,41.0,82.0,0.5,0.4414331678151601,0.46782042187646156
"Cazaly's Stadium, Cairns",middle,2,4.0,82.0,0.04878048780487805,0.06664217673287394,0.05859460260048018
"Cazaly's Stadium, Cairns",middle,3,1.0,82.0,0.012195121951219513,0.002286430887717876,0.0067507862020427896
"Cazaly's Stadium, Cairns",middle,4,9.0,82.0,0.10975609756097561,0.08739739562221321,0.09747109649572155
"Cazaly's Stadium, Cairns",middle,6,3.0,82.0,0.036585365853658534,0.048281059991892986,0.043011571424117025
"Cazaly's Stadium, Cairns",middle,W,7.0,82.0,0.08536585365853659,0.04221980137819214,0.061659231526479195
"Cazaly's Stadium, Cairns",middle,Wd,0.0,82.0,0.0,0.028171868666396434,0.01547904871780024
"Cazaly's Stadium, Cairns",middle,Nb,0.0,82.0,0.0,0.002679114308877179,0.0014720408290533951
"Cazaly's Stadium, Cairns",powerplay,0,30.0,68.0,0.4411764705882353,0.4228881521678736,0.4302905667665914
"Cazaly's Stadium, Cairns",powerplay,1,17.0,68.0,0.25,0.25764450947345025,0.2545503032580061
"Cazaly's Stadium, Cairns",powerplay,2,2.0,68.0,0.029411764705882353,0.04384827662845184,0.03800492656455466
"Cazaly's Stadium, Cairns",powerplay,3,1.0,68.0,0.014705882352941176,0.005028429611245902,0.008945493816217799
"Cazaly's Stadium, Cairns",powerplay,4,10.0,68.0,0.14705882352941177,0.15223269683107069,0.15013851001849446
"Cazaly's Stadium, Cairns",powerplay,6,4.0,68.0,0.058823529411764705,0.040523771600022226,0.04793081642858466
"Cazaly's Stadium, Cairns",powerplay,W,2.0,68.0,0.029411764705882353,0.03919952586446391,0.035237813014561845
"Cazaly's Stadium, Cairns",powerplay,Wd,2.0,68.0,0.029411764705882353,0.03486563072990943,0.032658113529707995
"Cazaly's Stadium, Cairns",powerplay,Nb,0.0,68.0,0.0,0.003769007093512122,0.002243456603281025
Central Broward Regional Park Stadium Turf Ground,death,0,84.0,342.0,0.24561403508771928,0.21696977459016392,0.23913343316519547
Central Broward Regional Park Stadium Turf Ground,death,1,130.0,342.0,0.38011695906432746,0.37083760245901637,0.3780175571174245
Central Broward Regional Park Stadium Turf Ground,death,2,28.0,342.0,0.08187134502923976,0.08837090163934426,0.08334183295007788
Central Broward Regional Park Stadium Turf Ground,death,3,1.0,342.0,0.0029239766081871343,0.002651127049180328,0.0028622459387285812
Central Broward Regional Park Stadium Turf Ground,death,4,23.0,342.0,0.06725146198830409,0.11151383196721311,0.07726557284326088
Central Broward Regional Park Stadium Turf Ground,death,6,29.0,342.0,0.0847953216374269,0.07952100409836066,0.08360203712632594
Central Broward Regional Park Stadium Turf Ground,death,W,32.0,342.0,0.0935672514619883,0.08016137295081967,0.0905342472739411
Central Broward Regional Park Stadium Turf Ground,death,Wd,11.0,342.0,0.03216374269005848,0.04340420081967213,0.034706832764631705
Central Broward Regional Park Stadium Turf Ground,death,Nb,4.0,342.0,0.011695906432748537,0.006570184426229508,0.010536240820413916
Central Broward Regional Park Stadium Turf Ground,middle,0,204.0,680.0,0.3,0.2808889845966761,0.2975498698200867
Central Broward Regional Park Stadium Turf Ground,middle,1,283.0,680.0,0.4161764705882353,0.4414331678151601,0.41941450869425134
Central Broward Regional Park Stadium Turf Ground,middle,2,52.0,680.0,0.07647058823529412,0.06664217673287394,0.07521053547857358
Central Broward Regional Park Stadium Turf Ground,middle,3,3.0,680.0,0.004411764705882353,0.002286430887717876,0.004139286011245882
Central Broward Regional Park Stadium Turf Ground,middle,4,47.0,680.0,0.06911764705882353,0.08739739562221321,0.07146120456695042
Central Broward Regional Park Stadium Turf Ground,middle,6,39.0,680.0,0.057352941176470586,0.048281059991892986,0.056189879486140126
Central Broward Regional Park Stadium Turf Ground,middle,W,26.0,680.0,0.03823529411764706,0.04221980137819214,0.038746128381819504
Central Broward Regional Park Stadium Turf Ground,middle,Wd,24.0,680.0,0.03529411764705882,0.028171868666396434,0.03438100880338416
Central Broward Regional Park Stadium Turf Ground,middle,Nb,2.0,680.0,0.0029411764705882353,0.002679114308877179,0.002907578757548356
Central Broward Regional Park Stadium Turf Ground,powerplay,0,196.0,417.0,0.47002398081534774,0.4228881521678736,0.4609067992587763
Central Broward Regional Park Stadium Turf Ground,powerplay,1,86.0,417.0,0.20623501199040767,0.25764450947345025,0.21617882194844298
Central Broward Regional Park Stadium Turf Ground,powerplay,2,24.0,417.0,0.05755395683453238,0.04384827662845184,0.05490295486043556
Central Broward Regional Park Stadium Turf Ground,powerplay,3,0.0,417.0,0.0,0.005028429611245902,0.0009726169460823794
Central Broward Regional Park Stadium Turf Ground,powerplay,4,46.0,417.0,0.11031175059952038,0.15223269683107069,0.11842025083773128
Central Broward Regional Park Stadium Turf Ground,powerplay,6,15.0,417.0,0.03597122302158273,0.040523771600022226,0.036851793346232536
Central Broward Regional Park Stadium Turf Ground,powerplay,W,24.0,417.0,0.05755395683453238,0.03919952586446391,0.054003776762952406
Central Broward Regional Park Stadium Turf Ground,powerplay,Wd,25.0,417.0,0.05995203836930456,0.03486563072990943,0.05509973515085289
Central Broward Regional Park Stadium Turf Ground,powerplay,Nb,1.0,417.0,0.002398081534772182,0.003769007093512122,0.0026632508884936405
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,0,33.0,152.0,0.21710526315789475,0.21696977459016392,0.21705149785323966
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,1,62.0,152.0,0.40789473684210525,0.37083760245901637,0.39318952478532393
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,2,8.0,152.0,0.05263157894736842,0.08837090163934426,0.06681384985688264
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,3,0.0,152.0,0.0,0.002651127049180328,0.001052034543325527
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,4,7.0,152.0,0.046052631578947366,0.11151383196721311,0.07202929839968775
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,6,15.0,152.0,0.09868421052631579,0.07952100409836066,0.09107976353109551
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,W,16.0,152.0,0.10526315789473684,0.08016137295081967,0.09530213212334114
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,Wd,9.0,152.0,0.05921052631578947,0.04340420081967213,0.05293817492844132
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",death,Nb,2.0,152.0,0.013157894736842105,0.006570184426229508,0.010543723978662503
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,0,106.0,368.0,0.28804347826086957,0.2808889845966761,0.28651474029843504
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,1,154.0,368.0,0.41847826086956524,0.4414331678151601,0.4233831555160598
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,2,19.0,368.0,0.051630434782608696,0.06664217673287394,0.05483807195146879
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,3,1.0,368.0,0.002717391304347826,0.002286430887717876,0.0026253057452388625
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,4,31.0,368.0,0.08423913043478261,0.08739739562221321,0.08491397342354984
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,6,22.0,368.0,0.059782608695652176,0.048281059991892986,0.05732501281878055
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,W,18.0,368.0,0.04891304347826087,0.04221980137819214,0.04748286354234875
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,Wd,16.0,368.0,0.043478260869565216,0.028171868666396434,0.040207664244956504
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",middle,Nb,1.0,368.0,0.002717391304347826,0.002679114308877179,0.0027092124591617905
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,0,70.0,207.0,0.33816425120772947,0.4228881521678736,0.3657616130839979
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,1,59.0,207.0,0.28502415458937197,0.25764450947345025,0.27610570341154733
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,2,7.0,207.0,0.033816425120772944,0.04384827662845184,0.03708412919493545
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,3,1.0,207.0,0.004830917874396135,0.005028429611245902,0.004895253945031239
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,4,33.0,207.0,0.15942028985507245,0.15223269683107069,0.1570790543423683
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,6,19.0,207.0,0.09178743961352658,0.040523771600022226,0.07508917641694535
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,W,8.0,207.0,0.03864734299516908,0.03919952586446391,0.03882720712197521
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,Wd,8.0,207.0,0.03864734299516908,0.03486563072990943,0.03741551489573597
"Central Broward Regional Park Stadium Turf Ground, Lauderhill",powerplay,Nb,2.0,207.0,0.00966183574879227,0.003769007093512122,0.007742347587463233
"Civil Service Cricket Club, Stormont, Belfast",death,0,8.0,44.0,0.18181818181818182,0.21696977459016392,0.20622901013205827
"Civil Service Cricket Club, Stormont, Belfast",death,1,15.0,44.0,0.3409090909090909,0.37083760245901637,0.36169277948542805
"Civil Service Cricket Club, Stormont, Belfast",death,2,3.0,44.0,0.06818181818181818,0.08837090163934426,0.08220201502732241
"Civil Service Cricket Club, Stormont, Belfast",death,3,0.0,44.0,0.0,0.002651127049180328,0.0018410604508196722
"Civil Service Cricket Club, Stormont, Belfast",death,4,8.0,44.0,0.18181818181818182,0.11151383196721311,0.132995716643898
"Civil Service Cricket Club, Stormont, Belfast",death,6,5.0,44.0,0.11363636363636363,0.07952100409836066,0.08994514173497269
"Civil Service Cricket Club, Stormont, Belfast",death,W,5.0,44.0,0.11363636363636363,0.08016137295081967,0.0903898423269581
"Civil Service Cricket Club, Stormont, Belfast",death,Wd,0.0,44.0,0.0,0.04340420081967213,0.030141806124772314
"Civil Service Cricket Club, Stormont, Belfast",death,Nb,0.0,44.0,0.0,0.006570184426229508,0.004562628073770492
"Civil Service Cricket Club, Stormont, Belfast",middle,0,10.0,28.0,0.35714285714285715,0.2808889845966761,0.2975695192161532
"Civil Service Cricket Club, Stormont, Belfast",middle,1,13.0,28.0,0.4642857142857143,0.4414331678151601,0.44643216235559385
"Civil Service Cricket Club, Stormont, Belfast",middle,2,1.0,28.0,0.03571428571428571,0.06664217673287394,0.05987670057255776
"Civil Service Cricket Club, Stormont, Belfast",middle,3,0.0,28.0,0.0,0.002286430887717876,0.0017862741310295906
"Civil Service Cricket Club, Stormont, Belfast",middle,4,2.0,28.0,0.07142857142857142,0.08739739562221321,0.08390421532985408
"Civil Service Cricket Club, Stormont, Belfast",middle,6,1.0,28.0,0.03571428571428571,0.048281059991892986,0.04553207811866639
"Civil Service Cricket Club, Stormont, Belfast",middle,W,1.0,28.0,0.03571428571428571,0.04221980137819214,0.04079671982671261
"Civil Service Cricket Club, Stormont, Belfast",middle,Wd,0.0,28.0,0.0,0.028171868666396434,0.022009272395622215
"Civil Service Cricket Club, Stormont, Belfast",middle,Nb,0.0,28.0,0.0,0.002679114308877179,0.002093058053810296
"Civil Service Cricket Club, Stormont, Belfast",powerplay,0,11.0,27.0,0.4074074074074074,0.4228881521678736,0.4195969702109241
"Civil Service Cricket Club, Stormont, Belfast",powerplay,1,8.0,27.0,0.2962962962962963,0.25764450947345025,0.2658618184830317
"Civil Service Cricket Club, Stormont, Belfast",powerplay,2,0.0,27.0,0.0,0.04384827662845184,0.03452620206964711
"Civil Service Cricket Club, Stormont, Belfast",powerplay,3,0.0,27.0,0.0,0.005028429611245902,0.003959393394681812
"Civil Service Cricket Club, Stormont, Belfast",powerplay,4,6.0,27.0,0.2222222222222222,0.15223269683107069,0.1671123597095045
"Civil Service Cricket Club, Stormont, Belfast",powerplay,6,0.0,27.0,0.0,0.040523771600022226,0.03190848157482065
"Civil Service Cricket Club, Stormont, Belfast",powerplay,W,2.0,27.0,0.07407407407407407,0.03919952586446391,0.046613799893278664
"Civil Service Cricket Club, Stormont, Belfast",powerplay,Wd,0.0,27.0,0.0,0.03486563072990943,0.027453252543235773
"Civil Service Cricket Club, Stormont, Belfast",powerplay,Nb,0.0,27.0,0.0,0.003769007093512122,0.002967722120875687
"Coolidge Cricket Ground, Antigua",death,0,19.0,70.0,0.2714285714285714,0.21696977459016392,0.2393939850530376
"Coolidge Cricket Ground, Antigua",death,1,24.0,70.0,0.34285714285714286,0.37083760245901637,0.35931623674059787
"Coolidge Cricket Ground, Antigua",death,2,7.0,70.0,0.1,0.08837090163934426,0.09315935390549662
"Coolidge Cricket Ground, Antigua",death,3,1.0,70.0,0.014285714285714285,0.002651127049180328,0.0074418394406943105
"Coolidge Cricket Ground, Antigua",death,4,5.0,70.0,0.07142857142857142,0.11151383196721311,0.09500813645130184
"Coolidge Cricket Ground, Antigua",death,6,6.0,70.0,0.08571428571428572,0.07952100409836066,0.08207117888138862
"Coolidge Cricket Ground, Antigua",death,W,5.0,70.0,0.07142857142857142,0.08016137295081967,0.07656551350048216
"Coolidge Cricket Ground, Antigua",death,Wd,2.0,70.0,0.02857142857142857,0.04340420081967213,0.0372965887174542
"Coolidge Cricket Ground, Antigua",death,Nb,1.0,70.0,0.014285714285714285,0.006570184426229508,0.00974716730954677
"Coolidge Cricket Ground, Antigua",middle,0,61.0,156.0,0.391025641025641,0.2808889845966761,0.3480035096080766
"Coolidge Cricket Ground, Antigua",middle,1,61.0,156.0,0.391025641025641,0.4414331678151601,0.4107160811777969
"Coolidge Cricket Ground, Antigua",middle,2,6.0,156.0,0.038461538461538464,0.06664217673287394,0.04946960028627888
"Coolidge Cricket Ground, Antigua",middle,3,0.0,156.0,0.0,0.002286430887717876,0.0008931370655147953
