venue,phase,outcome,n,total_n,probability_raw,fallback_probability,probability
"Maharashtra Cricket Association Stadium, Pune",middle,6,83.0,1380.0,0.060144927536231886,0.048281059991892986,0.0593433148643171
"Maharashtra Cricket Association Stadium, Pune",middle,W,78.0,1380.0,0.05652173913043478,0.04221980137819214,0.055555391985012983
"Maharashtra Cricket Association Stadium, Pune",middle,Wd,33.0,1380.0,0.02391304347826087,0.028171868666396434,0.02420080193691868
"Maharashtra Cricket Association Stadium, Pune",middle,Nb,3.0,1380.0,0.002173913043478261,0.002679114308877179,0.002208048264113323
"Maharashtra Cricket Association Stadium, Pune",powerplay,0,374.0,817.0,0.45777233782129745,0.4228881521678736,0.45396817362790337
"Maharashtra Cricket Association Stadium, Pune",powerplay,1,221.0,817.0,0.27050183598531213,0.25764450947345025,0.26909972840495644
"Maharashtra Cricket Association Stadium, Pune",powerplay,2,38.0,817.0,0.046511627906976744,0.04384827662845184,0.04622118610997294
"Maharashtra Cricket Association Stadium, Pune",powerplay,3,2.0,817.0,0.0024479804161566705,0.005028429611245902,0.002729381636995191
"Maharashtra Cricket Association Stadium, Pune",powerplay,4,88.0,817.0,0.10771113831089352,0.15223269683107069,0.11256627010153442
"Maharashtra Cricket Association Stadium, Pune",powerplay,6,32.0,817.0,0.03916768665850673,0.040523771600022226,0.03931556942203078
"Maharashtra Cricket Association Stadium, Pune",powerplay,W,28.0,817.0,0.03427172582619339,0.03919952586446391,0.034809108600268694
"Maharashtra Cricket Association Stadium, Pune",powerplay,Wd,25.0,817.0,0.030599755201958383,0.03486563072990943,0.031064954278070822
"Maharashtra Cricket Association Stadium, Pune",powerplay,Nb,9.0,817.0,0.011015911872705019,0.003769007093512122,0.010225627818267406
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,0,34.0,157.0,0.21656050955414013,0.21696977459016392,0.21671975664986926
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,1,61.0,157.0,0.3885350318471338,0.37083760245901637,0.3816488725521464
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,2,21.0,157.0,0.1337579617834395,0.08837090163934426,0.11609762709702112
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,3,1.0,157.0,0.006369426751592357,0.002651127049180328,0.004922617528863941
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,4,19.0,157.0,0.12101910828025478,0.11151383196721311,0.11732055718568604
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,6,8.0,157.0,0.050955414012738856,0.07952100409836066,0.06207042961025707
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,W,7.0,157.0,0.044585987261146494,0.08016137295081967,0.05842854978631115
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,Wd,6.0,157.0,0.03821656050955414,0.04340420081967213,0.04023509759520316
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",death,Nb,0.0,157.0,0.0,0.006570184426229508,0.002556491994641832
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,0,84.0,248.0,0.3387096774193548,0.2808889845966761,0.32209453580364256
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,1,96.0,248.0,0.3870967741935484,0.4414331678151601,0.4027106804066552
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,2,25.0,248.0,0.10080645161290322,0.06664217673287394,0.09098913124507871
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,3,1.0,248.0,0.004032258064516129,0.002286430887717876,0.003530583588424677
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,4,17.0,248.0,0.06854838709677419,0.08739739562221321,0.07396476885695782
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,6,7.0,248.0,0.028225806451612902,0.048281059991892986,0.03398881034249798
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,W,12.0,248.0,0.04838709677419355,0.04221980137819214,0.04661488545350349
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,Wd,6.0,248.0,0.024193548387096774,0.028171868666396434,0.025336743869654146
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",middle,Nb,0.0,248.0,0.0,0.002679114308877179,0.0007698604335853962
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,0,105.0,218.0,0.481651376146789,0.4228881521678736,0.46317237489555774
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,1,42.0,218.0,0.1926605504587156,0.25764450947345025,0.21309575769605354
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,2,16.0,218.0,0.07339449541284404,0.04384827662845184,0.06410323164416724
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,3,4.0,218.0,0.01834862385321101,0.005028429611245902,0.014159883525549024
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,4,29.0,218.0,0.13302752293577982,0.15223269683107069,0.13906688579593418
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,6,1.0,218.0,0.0045871559633027525,0.040523771600022226,0.015887978490573027
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,W,12.0,218.0,0.05504587155963303,0.03919952586446391,0.050062743982535816
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,Wd,9.0,218.0,0.04128440366972477,0.03486563072990943,0.039265921613179065
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",powerplay,Nb,0.0,218.0,0.0,0.003769007093512122,0.0011852223564503528
"Malahide, Dublin",death,0,4.0,8.0,0.5,0.21696977459016392,0.237934976472374
"Malahide, Dublin",death,1,4.0,8.0,0.5,0.37083760245901637,0.3804051874620522
"Malahide, Dublin",death,2,0.0,8.0,0.0,0.08837090163934426,0.08182490892531877
"Malahide, Dublin",death,3,0.0,8.0,0.0,0.002651127049180328,0.002454747267759563
"Malahide, Dublin",death,4,0.0,8.0,0.0,0.11151383196721311,0.10325354811778992
"Malahide, Dublin",death,6,0.0,8.0,0.0,0.07952100409836066,0.07363055935033394
"Malahide, Dublin",death,W,0.0,8.0,0.0,0.08016137295081967,0.07422349347298117
"Malahide, Dublin",death,Wd,0.0,8.0,0.0,0.04340420081967213,0.040189074833029755
"Malahide, Dublin",death,Nb,0.0,8.0,0.0,0.006570184426229508,0.0060835040983606556
"Malahide, Dublin",middle,0,2.0,6.0,0.3333333333333333,0.2808889845966761,0.2838575326383737
"Malahide, Dublin",middle,1,0.0,6.0,0.0,0.4414331678151601,0.41644638473128315
"Malahide, Dublin",middle,2,0.0,6.0,0.0,0.06664217673287394,0.06286997804988108
"Malahide, Dublin",middle,3,0.0,6.0,0.0,0.002286430887717876,0.0021570102714319585
"Malahide, Dublin",middle,4,3.0,6.0,0.5,0.08739739562221321,0.11075226002095587
"Malahide, Dublin",middle,6,1.0,6.0,0.16666666666666666,0.048281059991892986,0.05498213206782357
"Malahide, Dublin",middle,W,0.0,6.0,0.0,0.04221980137819214,0.039830001300181266
"Malahide, Dublin",middle,Wd,0.0,6.0,0.0,0.028171868666396434,0.026577234590940035
"Malahide, Dublin",middle,Nb,0.0,6.0,0.0,0.002679114308877179,0.002527466329129414
"Malahide, Dublin",powerplay,0,11.0,31.0,0.3548387096774194,0.4228881521678736,0.4067848489831096
"Malahide, Dublin",powerplay,1,11.0,31.0,0.3548387096774194,0.25764450947345025,0.28064466372019103
"Malahide, Dublin",powerplay,2,1.0,31.0,0.03225806451612903,0.04384827662845184,0.041105554678207507
"Malahide, Dublin",powerplay,3,0.0,31.0,0.0,0.005028429611245902,0.003838495886447253
"Malahide, Dublin",powerplay,4,5.0,31.0,0.16129032258064516,0.15223269683107069,0.154376104451199
"Malahide, Dublin",powerplay,6,2.0,31.0,0.06451612903225806,0.040523771600022226,0.04620135236642918
"Malahide, Dublin",powerplay,W,0.0,31.0,0.0,0.03919952586446391,0.02992330218661367
"Malahide, Dublin",powerplay,Wd,1.0,31.0,0.03225806451612903,0.03486563072990943,0.03424857307626674
"Malahide, Dublin",powerplay,Nb,0.0,31.0,0.0,0.003769007093512122,0.002877104651535971
Mangaung Oval,middle,0,0.0,12.0,0.0,0.2808889845966761,0.2507937362470322
Mangaung Oval,middle,1,8.0,12.0,0.6666666666666666,0.4414331678151601,0.465565328406393
Mangaung Oval,middle,2,2.0,12.0,0.16666666666666666,0.06664217673287394,0.07735908636863743
Mangaung Oval,middle,3,0.0,12.0,0.0,0.002286430887717876,0.0020414561497481038
Mangaung Oval,middle,4,0.0,12.0,0.0,0.08739739562221321,0.07803338894840466
Mangaung Oval,middle,6,1.0,12.0,0.08333333333333333,0.048281059991892986,0.05203666070704731
Mangaung Oval,middle,W,1.0,12.0,0.08333333333333333,0.04221980137819214,0.046624822659100125
Mangaung Oval,middle,Wd,0.0,12.0,0.0,0.028171868666396434,0.02515345416642539
Mangaung Oval,middle,Nb,0.0,12.0,0.0,0.002679114308877179,0.002392066347211767
Mangaung Oval,powerplay,0,1.0,7.0,0.14285714285714285,0.4228881521678736,0.40456836651203143
Mangaung Oval,powerplay,1,4.0,7.0,0.5714285714285714,0.25764450947345025,0.2781724387602339
Mangaung Oval,powerplay,2,1.0,7.0,0.14285714285714285,0.04384827662845184,0.05032549217612321
Mangaung Oval,powerplay,3,0.0,7.0,0.0,0.005028429611245902,0.004699466926398038
Mangaung Oval,powerplay,4,1.0,7.0,0.14285714285714285,0.15223269683107069,0.15161934283277637
Mangaung Oval,powerplay,6,0.0,7.0,0.0,0.040523771600022226,0.03787268373833853
Mangaung Oval,powerplay,W,0.0,7.0,0.0,0.03919952586446391,0.03663507090136814
Mangaung Oval,powerplay,Wd,0.0,7.0,0.0,0.03486563072990943,0.032584701616737786
Mangaung Oval,powerplay,Nb,0.0,7.0,0.0,0.003769007093512122,0.0035224365359926377
Manuka Oval,death,0,10.0,57.0,0.17543859649122806,0.21696977459016392,0.20189157617207892
Manuka Oval,death,1,21.0,57.0,0.3684210526315789,0.37083760245901637,0.3699602563433225
Manuka Oval,death,2,9.0,57.0,0.15789473684210525,0.08837090163934426,0.11361203926072884
Manuka Oval,death,3,1.0,57.0,0.017543859649122806,0.002651127049180328,0.008058042706484286
Manuka Oval,death,4,6.0,57.0,0.10526315789473684,0.11151383196721311,0.10924447896000836
Manuka Oval,death,6,3.0,57.0,0.05263157894736842,0.07952100409836066,0.06975860133653546
Manuka Oval,death,W,5.0,57.0,0.08771929824561403,0.08016137295081967,0.08290533308969406
Manuka Oval,death,Wd,1.0,57.0,0.017543859649122806,0.04340420081967213,0.03401541453482301
Manuka Oval,death,Nb,1.0,57.0,0.017543859649122806,0.006570184426229508,0.010554257596324527
Manuka Oval,middle,0,29.0,99.0,0.29292929292929293,0.2808889845966761,0.2868788867319981
Manuka Oval,middle,1,49.0,99.0,0.494949494949495,0.4414331678151601,0.46805686824882414
Manuka Oval,middle,2,7.0,99.0,0.0707070707070707,0.06664217673287394,0.06866441041852961
Manuka Oval,middle,3,0.0,99.0,0.0,0.002286430887717876,0.0011489602450843598
Manuka Oval,middle,4,2.0,99.0,0.020202020202020204,0.08739739562221321,0.05396854051367499
Manuka Oval,middle,6,2.0,99.0,0.020202020202020204,0.048281059991892986,0.03431209044818743
Manuka Oval,middle,W,7.0,99.0,0.0707070707070707,0.04221980137819214,0.056391859989041275
Manuka Oval,middle,Wd,3.0,99.0,0.030303030303030304,0.028171868666396434,0.029232094807234387
Manuka Oval,middle,Nb,0.0,99.0,0.0,0.002679114308877179,0.001346288597425718
Manuka Oval,powerplay,0,31.0,73.0,0.4246575342465753,0.4228881521678736,0.4236347700392333
Manuka Oval,powerplay,1,21.0,73.0,0.2876712328767123,0.25764450947345025,0.27031474536037586
Manuka Oval,powerplay,2,5.0,73.0,0.0684931506849315,0.04384827662845184,0.054247558744769844
Manuka Oval,powerplay,3,0.0,73.0,0.0,0.005028429611245902,0.0029066067117028333
Manuka Oval,powerplay,4,12.0,73.0,0.1643835616438356,0.15223269683107069,0.15735994036478074
Manuka Oval,powerplay,6,2.0,73.0,0.0273972602739726,0.040523771600022226,0.034984839075157356
Manuka Oval,powerplay,W,1.0,73.0,0.0136986301369863,0.03919952586446391,0.02843903229159763
Manuka Oval,powerplay,Wd,1.0,73.0,0.0136986301369863,0.03486563072990943,0.02593389059532337
Manuka Oval,powerplay,Nb,0.0,73.0,0.0,0.003769007093512122,0.00217861681705903
"Manuka Oval, Canberra",death,0,23.0,91.0,0.25274725274725274,0.21696977459016392,0.23401558879066175
"Manuka Oval, Canberra",death,1,30.0,91.0,0.32967032967032966,0.37083760245901637,0.35122387563299284
"Manuka Oval, Canberra",death,2,13.0,91.0,0.14285714285714285,0.08837090163934426,0.11433031499442109
"Manuka Oval, Canberra",death,3,0.0,91.0,0.0,0.002651127049180328,0.0013880246330787056
"Manuka Oval, Canberra",death,4,12.0,91.0,0.13186813186813187,0.11151383196721311,0.12121143034932624
"Manuka Oval, Canberra",death,6,5.0,91.0,0.054945054945054944,0.07952100409836066,0.06781204403055532
"Manuka Oval, Canberra",death,W,4.0,91.0,0.04395604395604396,0.08016137295081967,0.06291171358681658
"Manuka Oval, Canberra",death,Wd,3.0,91.0,0.03296703296703297,0.04340420081967213,0.03843151875375504
"Manuka Oval, Canberra",death,Nb,1.0,91.0,0.01098901098901099,0.006570184426229508,0.008675489228392412
"Manuka Oval, Canberra",middle,0,43.0,194.0,0.22164948453608246,0.2808889845966761,0.24179897435261088
"Manuka Oval, Canberra",middle,1,79.0,194.0,0.4072164948453608,0.4414331678151601,0.4188548189847483
"Manuka Oval, Canberra",middle,2,22.0,194.0,0.1134020618556701,0.06664217673287394,0.09749733902478705
"Manuka Oval, Canberra",middle,3,2.0,194.0,0.010309278350515464,0.002286430887717876,0.007580418669291795
"Manuka Oval, Canberra",middle,4,23.0,194.0,0.11855670103092783,0.08739739562221321,0.10795829783068478
"Manuka Oval, Canberra",middle,6,9.0,194.0,0.04639175257731959,0.048281059991892986,0.04703437414690237
"Manuka Oval, Canberra",middle,W,8.0,194.0,0.041237113402061855,0.04221980137819214,0.041571361012990526
"Manuka Oval, Canberra",middle,Wd,7.0,194.0,0.03608247422680412,0.028171868666396434,0.03339179206340015
"Manuka Oval, Canberra",middle,Nb,1.0,194.0,0.005154639175257732,0.002679114308877179,0.004312623914584075
"Manuka Oval, Canberra",powerplay,0,103.0,228.0,0.4517543859649123,0.4228881521678736,0.44295370492922975
"Manuka Oval, Canberra",powerplay,1,54.0,228.0,0.23684210526315788,0.25764450947345025,0.24318430166873484
"Manuka Oval, Canberra",powerplay,2,12.0,228.0,0.05263157894736842,0.04384827662845184,0.049953742874527994
"Manuka Oval, Canberra",powerplay,3,2.0,228.0,0.008771929824561403,0.005028429611245902,0.007630618783916433
"Manuka Oval, Canberra",powerplay,4,30.0,228.0,0.13157894736842105,0.15223269683107069,0.1378758222045947
"Manuka Oval, Canberra",powerplay,6,5.0,228.0,0.021929824561403508,0.040523771600022226,0.027598710853665314
"Manuka Oval, Canberra",powerplay,W,9.0,228.0,0.039473684210526314,0.03919952586446391,0.039390099348921924
"Manuka Oval, Canberra",powerplay,Wd,13.0,228.0,0.05701754385964912,0.03486563072990943,0.050263911807899214
"Manuka Oval, Canberra",powerplay,Nb,0.0,228.0,0.0,0.003769007093512122,0.0011490875285097935
Maple Leaf North-West Ground,death,0,20.0,69.0,0.2898550724637681,0.21696977459016392,0.24672767727228637
Maple Leaf North-West Ground,death,1,27.0,69.0,0.391304347826087,0.37083760245901637,0.37919384760888536
Maple Leaf North-West Ground,death,2,4.0,69.0,0.057971014492753624,0.08837090163934426,0.07595911339606169
Maple Leaf North-West Ground,death,3,0.0,69.0,0.0,0.002651127049180328,0.0015687142302842176
Maple Leaf North-West Ground,death,4,7.0,69.0,0.10144927536231885,0.11151383196721311,0.1074046343001261
Maple Leaf North-West Ground,death,6,0.0,69.0,0.0,0.07952100409836066,0.047053848578911636
Maple Leaf North-West Ground,death,W,7.0,69.0,0.10144927536231885,0.08016137295081967,0.08885288340285187
Maple Leaf North-West Ground,death,Wd,3.0,69.0,0.043478260869565216,0.04340420081967213,0.04343443835483558
Maple Leaf North-West Ground,death,Nb,1.0,69.0,0.014492753623188406,0.006570184426229508,0.009804842855757105
Maple Leaf North-West Ground,middle,0,51.0,130.0,0.3923076923076923,0.2808889845966761,0.34386477591159825
Maple Leaf North-West Ground,middle,1,50.0,130.0,0.38461538461538464,0.4414331678151601,0.409318768615287
Maple Leaf North-West Ground,middle,2,6.0,130.0,0.046153846153846156,0.06664217673287394,0.05506181597081475
Maple Leaf North-West Ground,middle,3,0.0,130.0,0.0,0.002286430887717876,0.0009941003859642939
Maple Leaf North-West Ground,middle,4,7.0,130.0,0.05384615384615385,0.08739739562221321,0.06843365027052749
Maple Leaf North-West Ground,middle,6,3.0,130.0,0.023076923076923078,0.048281059991892986,0.03403524347473608
Maple Leaf North-West Ground,middle,W,4.0,130.0,0.03076923076923077,0.04221980137819214,0.03574773972964876
Maple Leaf North-West Ground,middle,Wd,6.0,130.0,0.046153846153846156,0.028171868666396434,0.038335595072346275
Maple Leaf North-West Ground,middle,Nb,3.0,130.0,0.023076923076923078,0.002679114308877179,0.014208310569077034
Maple Leaf North-West Ground,powerplay,0,34.0,88.0,0.38636363636363635,0.4228881521678736,0.4057915703020604
Maple Leaf North-West Ground,powerplay,1,30.0,88.0,0.3409090909090909,0.25764450947345025,0.2966194199326863
Maple Leaf North-West Ground,powerplay,2,5.0,88.0,0.056818181818181816,0.04384827662845184,0.04991929607896374
Maple Leaf North-West Ground,powerplay,3,0.0,88.0,0.0,0.005028429611245902,0.0026746966017265434
Maple Leaf North-West Ground,powerplay,4,11.0,88.0,0.125,0.15223269683107069,0.13948547703780356
Maple Leaf North-West Ground,powerplay,6,2.0,88.0,0.022727272727272728,0.040523771600022226,0.03219349553192672
Maple Leaf North-West Ground,powerplay,W,3.0,88.0,0.03409090909090909,0.03919952586446391,0.03680825843854463
Maple Leaf North-West Ground,powerplay,Wd,2.0,88.0,0.022727272727272728,0.03486563072990943,0.02918384613293055
Maple Leaf North-West Ground,powerplay,Nb,1.0,88.0,0.011363636363636364,0.003769007093512122,0.007323939943357512
"Marrara Stadium, Darwin",death,0,30.0,101.0,0.297029702970297,0.21696977459016392,0.25719889283092734
"Marrara Stadium, Darwin",death,1,22.0,101.0,0.21782178217821782,0.37083760245901637,0.2939490559497594
"Marrara Stadium, Darwin",death,2,13.0,101.0,0.12871287128712872,0.08837090163934426,0.10864223962156432
"Marrara Stadium, Darwin",death,3,0.0,101.0,0.0,0.002651127049180328,0.0013189686811842427
"Marrara Stadium, Darwin",death,4,11.0,101.0,0.10891089108910891,0.11151383196721311,0.1102058865508523
"Marrara Stadium, Darwin",death,6,4.0,101.0,0.039603960396039604,0.07952100409836066,0.0594631861185874
"Marrara Stadium, Darwin",death,W,13.0,101.0,0.12871287128712872,0.08016137295081967,0.10455789699045755
"Marrara Stadium, Darwin",death,Wd,5.0,101.0,0.04950495049504951,0.04340420081967213,0.04646975165157818
"Marrara Stadium, Darwin",death,Nb,3.0,101.0,0.0297029702970297,0.006570184426229508,0.018194121605089306
"Marrara Stadium, Darwin",middle,0,44.0,195.0,0.22564102564102564,0.2808889845966761,0.24436914732090714
"Marrara Stadium, Darwin",middle,1,77.0,195.0,0.39487179487179486,0.4414331678151601,0.41065531112378306
"Marrara Stadium, Darwin",middle,2,18.0,195.0,0.09230769230769231,0.06664217673287394,0.08360751753656744
"Marrara Stadium, Darwin",middle,3,0.0,195.0,0.0,0.002286430887717876,0.0007750613178704665
"Marrara Stadium, Darwin",middle,4,25.0,195.0,0.1282051282051282,0.08739739562221321,0.11437199851600449
"Marrara Stadium, Darwin",middle,6,13.0,195.0,0.06666666666666667,0.048281059991892986,0.0604342576243705
"Marrara Stadium, Darwin",middle,W,9.0,195.0,0.046153846153846156,0.04221980137819214,0.044820271653624455
"Marrara Stadium, Darwin",middle,Wd,8.0,195.0,0.041025641025641026,0.028171868666396434,0.03666843005640557
"Marrara Stadium, Darwin",middle,Nb,1.0,195.0,0.005128205128205128,0.002679114308877179,0.00429800485046684
"Marrara Stadium, Darwin",powerplay,0,59.0,152.0,0.3881578947368421,0.4228881521678736,0.40193974292375934
"Marrara Stadium, Darwin",powerplay,1,31.0,152.0,0.20394736842105263,0.25764450947345025,0.22525575772755962
"Marrara Stadium, Darwin",powerplay,2,7.0,152.0,0.046052631578947366,0.04384827662845184,0.04517788755097295
"Marrara Stadium, Darwin",powerplay,3,1.0,152.0,0.006578947368421052,0.005028429611245902,0.005963662544145199
"Marrara Stadium, Darwin",powerplay,4,25.0,152.0,0.16447368421052633,0.15223269683107069,0.15961614953613917
"Marrara Stadium, Darwin",powerplay,6,10.0,152.0,0.06578947368421052,0.040523771600022226,0.05576340142858025
"Marrara Stadium, Darwin",powerplay,W,11.0,152.0,0.07236842105263158,0.03919952586446391,0.05920616105732695
"Marrara Stadium, Darwin",powerplay,Wd,8.0,152.0,0.05263157894736842,0.03486563072990943,0.04558159949599581
"Marrara Stadium, Darwin",powerplay,Nb,0.0,152.0,0.0,0.003769007093512122,0.0014956377355206834
McLean Park,death,0,8.0,39.0,0.20512820512820512,0.21696977459016392,0.21364731984903879
McLean Park,death,1,11.0,39.0,0.28205128205128205,0.37083760245901637,0.3459263327043283
McLean Park,death,2,2.0,39.0,0.05128205128205128,0.08837090163934426,0.07796467743837718
McLean Park,death,3,0.0,39.0,0.0,0.002651127049180328,0.0019072856468923224
McLean Park,death,4,4.0,39.0,0.10256410256410256,0.11151383196721311,0.10900275681094468
McLean Park,death,6,9.0,39.0,0.23076923076923078,0.07952100409836066,0.12195755690529544
McLean Park,death,W,3.0,39.0,0.07692307692307693,0.08016137295081967,0.07925278629555371
McLean Park,death,Wd,2.0,39.0,0.05128205128205128,0.04340420081967213,0.0456145329637929
McLean Park,death,Nb,0.0,39.0,0.0,0.006570184426229508,0.004726751385776625
McLean Park,middle,0,25.0,127.0,0.1968503937007874,0.2808889845966761,0.23387179938179564
McLean Park,middle,1,62.0,127.0,0.4881889763779528,0.4414331678151601,0.46759170388333043
McLean Park,middle,2,10.0,127.0,0.07874015748031496,0.06664217673287394,0.07341065054311627
McLean Park,middle,3,1.0,127.0,0.007874015748031496,0.002286430887717876,0.005412524620140033
McLean Park,middle,4,11.0,127.0,0.08661417322834646,0.08739739562221321,0.08695920511991773
McLean Park,middle,6,8.0,127.0,0.06299212598425197,0.048281059991892986,0.05651148017264008
McLean Park,middle,W,5.0,127.0,0.03937007874015748,0.04221980137819214,0.04062546316219918
McLean Park,middle,Wd,4.0,127.0,0.031496062992125984,0.028171868666396434,0.030031660205460983
McLean Park,middle,Nb,1.0,127.0,0.007874015748031496,0.002679114308877179,0.005585512911399639
McLean Park,powerplay,0,31.0,97.0,0.31958762886597936,0.4228881521678736,0.3720244427248089
McLean Park,powerplay,1,32.0,97.0,0.32989690721649484,0.25764450947345025,0.2932205631844925
McLean Park,powerplay,2,7.0,97.0,0.07216494845360824,0.04384827662845184,0.05779100336469636
McLean Park,powerplay,3,2.0,97.0,0.020618556701030927,0.005028429611245902,0.01270478660469335
McLean Park,powerplay,4,12.0,97.0,0.12371134020618557,0.15223269683107069,0.13818918620866533
McLean Park,powerplay,6,4.0,97.0,0.041237113402061855,0.040523771600022226,0.04087501096447829
McLean Park,powerplay,W,4.0,97.0,0.041237113402061855,0.03919952586446391,0.040202805007342086
McLean Park,powerplay,Wd,5.0,97.0,0.05154639175257732,0.03486563072990943,0.043079000370512405
McLean Park,powerplay,Nb,0.0,97.0,0.0,0.003769007093512122,0.001913201570310722
"McLean Park, Napier",death,0,15.0,46.0,0.32608695652173914,0.21696977459016392,0.25134916067819446
"McLean Park, Napier",death,1,10.0,46.0,0.21739130434782608,0.37083760245901637,0.32249150853357283
"McLean Park, Napier",death,2,2.0,46.0,0.043478260869565216,0.08837090163934426,0.07422664495845498
"McLean Park, Napier",death,3,1.0,46.0,0.021739130434782608,0.002651127049180328,0.00866515551313721
"McLean Park, Napier",death,4,5.0,46.0,0.10869565217391304,0.11151383196721311,0.11062591230631036
"McLean Park, Napier",death,6,1.0,46.0,0.021739130434782608,0.07952100409836066,0.061315756231753886
"McLean Park, Napier",death,W,10.0,46.0,0.21739130434782608,0.08016137295081967,0.12339820065124636
"McLean Park, Napier",death,Wd,1.0,46.0,0.021739130434782608,0.04340420081967213,0.03657821973950146
"McLean Park, Napier",death,Nb,1.0,46.0,0.021739130434782608,0.006570184426229508,0.011349441387828431
"McLean Park, Napier",middle,0,27.0,96.0,0.28125,0.2808889845966761,0.2810658084676919
"McLean Park, Napier",middle,1,47.0,96.0,0.4895833333333333,0.4414331678151601,0.4650169223546735
"McLean Park, Napier",middle,2,10.0,96.0,0.10416666666666667,0.06664217673287394,0.08502151874126221
"McLean Park, Napier",middle,3,1.0,96.0,0.010416666666666666,0.002286430887717876,0.006268587187611162
"McLean Park, Napier",middle,4,7.0,96.0,0.07291666666666667,0.08739739562221321,0.08030479368480266
"McLean Park, Napier",middle,6,3.0,96.0,0.03125,0.048281059991892986,0.03993931632239438
"McLean Park, Napier",middle,W,1.0,96.0,0.010416666666666666,0.04221980137819214,0.02664275580520007
"McLean Park, Napier",middle,Wd,0.0,96.0,0.0,0.028171868666396434,0.014373402380814509
"McLean Park, Napier",middle,Nb,0.0,96.0,0.0,0.002679114308877179,0.0013668950555495811
"McLean Park, Napier",powerplay,0,35.0,73.0,0.4794520547945205,0.4228881521678736,0.44675615732247026
"McLean Park, Napier",powerplay,1,11.0,73.0,0.1506849315068493,0.25764450947345025,0.21251127715228338
"McLean Park, Napier",powerplay,2,2.0,73.0,0.0273972602739726,0.04384827662845184,0.0369065182823421
"McLean Park, Napier",powerplay,3,3.0,73.0,0.0410958904109589,0.005028429611245902,0.02024764717413058
"McLean Park, Napier",powerplay,4,9.0,73.0,0.1232876712328767,0.15223269683107069,0.140018899902353
"McLean Park, Napier",powerplay,6,5.0,73.0,0.0684931506849315,0.040523771600022226,0.0523258795375851
"McLean Park, Napier",powerplay,W,4.0,73.0,0.0547945205479452,0.03919952586446391,0.045780072754025375
"McLean Park, Napier",powerplay,Wd,4.0,73.0,0.0547945205479452,0.03486563072990943,0.04327493105775112
"McLean Park, Napier",powerplay,Nb,0.0,73.0,0.0,0.003769007093512122,0.00217861681705903
Melbourne Cricket Ground,death,0,114.0,481.0,0.23700623700623702,0.21696977459016392,0.23355762041138792
Melbourne Cricket Ground,death,1,175.0,481.0,0.36382536382536385,0.37083760245901637,0.3650322895798651
Melbourne Cricket Ground,death,2,54.0,481.0,0.11226611226611227,0.08837090163934426,0.10815333935272707
Melbourne Cricket Ground,death,3,3.0,481.0,0.006237006237006237,0.002651127049180328,0.005619815326881296
Melbourne Cricket Ground,death,4,54.0,481.0,0.11226611226611227,0.11151383196721311,0.11213663200812618
Melbourne Cricket Ground,death,6,16.0,481.0,0.033264033264033266,0.07952100409836066,0.041225646144296156
Melbourne Cricket Ground,death,W,48.0,481.0,0.0997920997920998,0.08016137295081967,0.09641331720323919
Melbourne Cricket Ground,death,Wd,16.0,481.0,0.033264033264033266,0.04340420081967213,0.03500932888462515
Melbourne Cricket Ground,death,Nb,1.0,481.0,0.002079002079002079,0.006570184426229508,0.002852011088851895
Melbourne Cricket Ground,middle,0,298.0,1045.0,0.2851674641148325,0.2808889845966761,0.2847937977813691
Melbourne Cricket Ground,middle,1,461.0,1045.0,0.4411483253588517,0.4414331678151601,0.44117320242927166
Melbourne Cricket Ground,middle,2,100.0,1045.0,0.09569377990430622,0.06664217673287394,0.09315652198540383
